fgMaxotsu1,fgMinotsu1,fgStdevotsu1,fgMeanotsu1,fgMedianotsu1,bgMaxotsu1,bgMinotsu1,bgStdevotsu1,bgMeanotsu1,bgMedianotsu1,fgMaxotsu2,fgMinotsu2,fgStdevotsu2,fgMeanotsu2,fgMedianotsu2,bgMaxotsu2,bgMinotsu2,bgStdevotsu2,bgMeanotsu2,bgMedianotsu2,fgMaxotsu3,fgMinotsu3,fgStdevotsu3,fgMeanotsu3,fgMedianotsu3,bgMaxotsu3,bgMinotsu3,bgStdevotsu3,bgMeanotsu3,bgMedianotsu3,fgMaxotsu4,fgMinotsu4,fgStdevotsu4,fgMeanotsu4,fgMedianotsu4,bgMaxotsu4,bgMinotsu4,bgStdevotsu4,bgMeanotsu4,bgMedianotsu4,ImageName
1040.000000,303.000000,245.538315,716.428571,749.000000,289.000000,151.000000,42.138840,235.409091,246.500000,1040.000000,499.000000,163.899240,838.196429,886.000000,491.000000,151.000000,92.547052,311.744186,289.000000,1040.000000,749.000000,84.383483,931.487179,947.000000,746.000000,151.000000,166.609852,400.266667,366.000000,1040.000000,947.000000,29.272719,998.050000,1005.500000,936.000000,151.000000,247.526158,511.177215,449.000000,6631.dcm
1040.000000,311.000000,241.625375,674.969072,643.000000,308.000000,151.000000,43.201832,254.885714,266.000000,1040.000000,476.000000,184.666694,787.742857,802.500000,461.000000,151.000000,77.400756,310.500000,301.000000,1040.000000,636.000000,120.861979,883.120000,913.500000,631.000000,151.000000,125.368081,368.743902,343.000000,1040.000000,885.000000,49.086611,969.233333,970.000000,881.000000,151.000000,192.652211,444.274510,383.500000,6634.dcm
1040.000000,342.000000,233.336192,694.043478,681.000000,341.000000,151.000000,50.571074,254.172414,265.000000,1040.000000,488.000000,179.442857,796.808824,811.000000,483.000000,151.000000,88.398926,321.509434,315.000000,1040.000000,676.000000,112.240384,893.270833,919.500000,643.000000,151.000000,135.199306,388.301370,370.000000,1040.000000,913.000000,40.487966,981.346154,991.000000,905.000000,151.000000,209.962287,481.136842,447.000000,6640.dcm
994.000000,238.000000,241.758473,553.322581,541.000000,237.000000,168.000000,26.003147,209.818182,223.000000,994.000000,403.000000,185.246477,680.428571,705.000000,362.000000,168.000000,51.390800,246.285714,237.000000,994.000000,594.000000,126.317953,784.928571,776.500000,559.000000,168.000000,112.081792,302.571429,264.500000,994.000000,779.000000,86.077484,883.000000,906.000000,774.000000,168.000000,187.435367,379.428571,287.000000,6643.dcm
1040.000000,274.000000,260.311106,623.544643,572.000000,270.000000,137.000000,39.040715,219.375000,232.500000,1040.000000,411.000000,209.065370,743.487500,757.500000,387.000000,137.000000,64.463099,271.531250,272.000000,1040.000000,621.000000,131.737273,868.584906,905.000000,594.000000,137.000000,121.474871,338.703297,304.000000,1040.000000,905.000000,42.333266,978.518519,985.000000,887.000000,137.000000,207.895969,431.085470,362.000000,6645.dcm
1293.000000,267.000000,267.676033,941.737089,1042.000000,243.000000,101.000000,41.415577,161.000000,151.000000,1293.000000,628.000000,138.147543,1046.361582,1054.000000,614.000000,101.000000,148.494332,264.096774,209.000000,1293.000000,953.000000,82.619971,1100.307692,1073.000000,949.000000,101.000000,280.747808,412.779528,332.000000,1293.000000,1131.000000,53.966258,1219.096774,1225.000000,1256.000000,101.000000,387.626742,719.560669,892.000000,6652.dcm
1293.000000,350.000000,239.311781,974.136364,1044.500000,336.000000,105.000000,63.273035,189.600000,182.000000,1293.000000,769.000000,119.142865,1063.389222,1061.000000,757.000000,105.000000,177.123276,322.211268,282.000000,1293.000000,984.000000,80.158736,1104.978261,1073.500000,971.000000,105.000000,290.847877,479.760000,412.000000,1293.000000,1131.000000,53.966258,1219.096774,1225.000000,1256.000000,105.000000,360.502645,785.850242,1014.000000,6673.dcm
1293.000000,269.000000,271.031097,934.803653,1038.000000,267.000000,97.000000,42.735545,160.253333,151.000000,1293.000000,565.000000,151.881607,1034.875000,1048.000000,563.000000,97.000000,131.019485,239.309091,186.000000,1293.000000,953.000000,82.538794,1099.819444,1073.000000,949.000000,97.000000,278.798080,389.113333,268.000000,1293.000000,1113.000000,61.658327,1203.027027,1207.000000,1256.000000,97.000000,396.982520,670.151751,811.000000,6687.dcm
1293.000000,243.000000,287.359915,909.396552,1033.500000,235.000000,96.000000,38.581976,156.771084,151.000000,1293.000000,538.000000,171.206472,1016.538860,1046.000000,531.000000,96.000000,118.602743,227.868852,182.000000,1293.000000,919.000000,85.795786,1095.331081,1071.000000,914.000000,96.000000,263.493572,370.556886,243.000000,1293.000000,1123.000000,58.241040,1210.735294,1218.000000,1256.000000,96.000000,397.298365,650.629893,775.000000,6702.dcm
-56.000000,-549.000000,150.954285,-291.192308,-284.500000,-561.000000,-744.000000,49.862287,-626.952381,-622.000000,-56.000000,-415.000000,113.131572,-222.456140,-213.000000,-417.000000,-744.000000,88.488341,-552.357143,-555.000000,-56.000000,-272.000000,67.181548,-152.972973,-143.000000,-279.000000,-744.000000,122.507873,-487.403226,-479.000000,-56.000000,-143.000000,26.274752,-96.842105,-99.000000,-149.000000,-744.000000,159.066103,-425.487500,-424.500000,6708.dcm
4.000000,-465.000000,147.194729,-201.465517,-176.500000,-499.000000,-631.000000,39.005283,-566.785714,-573.500000,4.000000,-324.000000,86.846589,-128.162791,-103.000000,-333.000000,-631.000000,88.433034,-486.517241,-465.000000,4.000000,-154.000000,39.068018,-64.680000,-65.000000,-163.000000,-631.000000,152.457543,-383.042553,-401.000000,4.000000,-74.000000,22.611871,-37.285714,-35.500000,-75.000000,-631.000000,177.294758,-329.275862,-328.500000,6712.dcm
-114.000000,-573.000000,105.107998,-415.272727,-421.000000,-581.000000,-692.000000,30.820104,-635.666667,-630.500000,-114.000000,-489.000000,89.465998,-378.323529,-404.500000,-490.000000,-692.000000,56.106751,-592.590909,-594.500000,-114.000000,-420.000000,83.441155,-336.045455,-364.000000,-422.000000,-692.000000,81.247367,-544.323529,-549.500000,-114.000000,-339.000000,76.862612,-258.111111,-280.000000,-346.000000,-692.000000,98.714218,-501.638298,-486.000000,6720.dcm
-66.000000,-511.000000,119.874698,-250.918033,-238.000000,-527.000000,-721.000000,68.592406,-634.157895,-622.000000,-66.000000,-359.000000,80.788136,-202.479167,-193.500000,-367.000000,-721.000000,118.337066,-551.125000,-550.500000,-66.000000,-201.000000,43.676191,-142.925926,-151.000000,-212.000000,-721.000000,164.725386,-443.320755,-412.000000,-66.000000,-142.000000,26.600961,-104.500000,-113.000000,-75.000000,-721.000000,187.432406,-375.857143,-336.500000,6721.dcm
-56.000000,-537.000000,144.290363,-274.597222,-266.500000,-547.000000,-712.000000,46.710064,-609.777778,-607.500000,-56.000000,-404.000000,104.158885,-208.245283,-195.000000,-405.000000,-712.000000,87.424210,-532.702703,-537.000000,-56.000000,-256.000000,60.837324,-143.176471,-130.000000,-259.000000,-712.000000,124.959493,-462.125000,-447.000000,-56.000000,-129.000000,23.385044,-92.117647,-98.000000,-131.000000,-712.000000,158.966369,-399.739726,-405.000000,6723.dcm
-61.000000,-642.000000,170.226583,-311.853659,-268.500000,-644.000000,-802.000000,51.518288,-710.388889,-698.500000,-61.000000,-453.000000,114.230447,-237.777778,-228.000000,-459.000000,-802.000000,92.411568,-631.864865,-642.000000,-61.000000,-280.000000,67.531541,-176.340909,-166.500000,-286.000000,-802.000000,145.582449,-546.428571,-570.500000,-61.000000,-171.000000,33.405876,-120.956522,-130.000000,-182.000000,-802.000000,186.791359,-462.038961,-451.000000,6725.dcm
4.000000,-588.000000,175.207727,-314.732143,-334.000000,-590.000000,-739.000000,37.376409,-642.187500,-635.000000,4.000000,-460.000000,144.107470,-246.964706,-256.000000,-463.000000,-739.000000,69.203589,-589.966102,-595.000000,4.000000,-329.000000,100.855664,-156.018868,-167.000000,-310.000000,-739.000000,110.384769,-522.318681,-532.000000,4.000000,-135.000000,35.090540,-60.958333,-62.000000,-154.000000,-739.000000,159.312298,-452.808333,-459.500000,6729.dcm
-84.000000,-679.000000,157.835005,-444.152174,-452.000000,-683.000000,-787.000000,31.476602,-735.964286,-736.500000,-84.000000,-564.000000,131.112819,-379.397059,-397.500000,-578.000000,-787.000000,62.718469,-685.961538,-687.500000,-84.000000,-448.000000,103.115518,-309.088889,-326.000000,-451.000000,-787.000000,96.025944,-634.133333,-637.000000,-84.000000,-314.000000,79.724257,-221.571429,-238.000000,-322.000000,-787.000000,137.171090,-573.898990,-584.000000,6733.dcm
-114.000000,-656.000000,127.179285,-478.272727,-487.500000,-665.000000,-756.000000,27.037012,-702.000000,-700.000000,-114.000000,-569.000000,102.807325,-420.042553,-425.000000,-573.000000,-756.000000,47.682813,-657.470588,-654.500000,-114.000000,-472.000000,86.699903,-367.838710,-387.000000,-485.000000,-756.000000,76.880774,-613.860000,-619.500000,-114.000000,-379.000000,80.877083,-290.461538,-316.000000,-380.000000,-756.000000,107.971454,-563.529412,-571.000000,6736.dcm
-13.000000,-492.000000,126.114090,-222.300000,-200.000000,-511.000000,-721.000000,72.219694,-628.000000,-618.500000,-13.000000,-355.000000,88.334678,-174.446429,-179.000000,-357.000000,-721.000000,123.622362,-539.764706,-540.500000,-13.000000,-199.000000,58.146266,-119.200000,-126.000000,-201.000000,-721.000000,166.827452,-435.436364,-401.000000,-13.000000,-102.000000,31.596237,-50.900000,-44.000000,-66.000000,-721.000000,194.162994,-345.150000,-298.000000,6737.dcm
-56.000000,-615.000000,174.997673,-340.442105,-349.000000,-622.000000,-786.000000,52.104862,-690.600000,-685.000000,-56.000000,-475.000000,132.893460,-262.371429,-260.000000,-487.000000,-786.000000,80.852269,-624.820000,-618.500000,-56.000000,-310.000000,79.432602,-172.558140,-158.000000,-317.000000,-786.000000,126.631040,-547.883117,-563.000000,-56.000000,-155.000000,29.958145,-102.095238,-104.000000,-158.000000,-786.000000,171.603012,-479.424242,-487.000000,6740.dcm
-61.000000,-586.000000,145.646866,-295.847826,-272.500000,-589.000000,-786.000000,60.876925,-677.000000,-667.000000,-61.000000,-409.000000,92.031977,-225.897059,-237.000000,-415.000000,-786.000000,109.848499,-572.452381,-583.000000,-61.000000,-260.000000,55.604866,-158.131579,-151.500000,-263.000000,-786.000000,156.629582,-463.819444,-440.500000,-61.000000,-156.000000,30.771612,-114.450000,-117.000000,-160.000000,-786.000000,174.494885,-412.388889,-380.500000,6742.dcm
4.000000,-611.000000,187.425260,-347.264000,-397.000000,-609.000000,-783.000000,45.590746,-670.129032,-658.000000,4.000000,-487.000000,150.900725,-256.620690,-265.000000,-490.000000,-783.000000,70.263834,-606.608696,-601.000000,4.000000,-346.000000,106.435126,-165.767857,-170.000000,-350.000000,-783.000000,106.014245,-548.990000,-556.000000,4.000000,-163.000000,42.860920,-68.461538,-69.500000,-167.000000,-783.000000,159.744078,-480.015385,-510.500000,6744.dcm
1041.000000,391.000000,198.098886,750.021978,751.000000,385.000000,229.000000,41.912263,316.114943,310.000000,1041.000000,547.000000,147.983750,828.849057,845.000000,574.000000,229.000000,91.339233,382.040541,365.500000,1041.000000,731.000000,91.249265,915.034965,935.000000,770.000000,229.000000,148.854376,467.317972,454.000000,1041.000000,905.000000,36.439992,991.000000,1002.000000,1012.000000,229.000000,216.703047,570.385135,568.000000,6751.dcm
1054.000000,393.000000,212.600904,751.509749,793.000000,391.000000,225.000000,45.450887,321.311111,330.000000,1054.000000,537.000000,148.513276,851.769811,908.000000,628.000000,225.000000,85.539223,381.877729,373.000000,1054.000000,743.000000,80.323659,925.575758,943.000000,737.000000,225.000000,133.277102,438.868243,413.000000,1054.000000,910.000000,37.284737,974.099237,976.000000,908.000000,225.000000,195.296091,511.190083,468.000000,6756.dcm
1041.000000,408.000000,202.124427,796.575949,864.000000,400.000000,229.000000,47.027569,324.086957,338.000000,1041.000000,598.000000,129.229256,889.533333,923.000000,595.000000,229.000000,103.037301,405.035714,382.500000,1041.000000,799.000000,71.862136,949.641304,973.000000,792.000000,229.000000,156.071618,476.785714,465.000000,1041.000000,937.000000,27.863523,999.736842,1005.000000,930.000000,229.000000,216.395180,569.945578,546.000000,6763.dcm
1054.000000,418.000000,196.578363,791.841935,853.500000,413.000000,243.000000,49.206481,328.814815,341.000000,1054.000000,595.000000,118.311473,887.085837,923.000000,594.000000,243.000000,100.443728,414.012658,406.500000,1054.000000,796.000000,63.225270,943.881356,953.000000,793.000000,243.000000,157.970223,490.831776,476.000000,1054.000000,945.000000,27.375295,990.520408,994.000000,943.000000,243.000000,222.685888,597.385666,568.000000,6767.dcm
1054.000000,390.000000,212.322879,754.799435,798.000000,389.000000,234.000000,43.257903,321.735537,329.000000,1054.000000,537.000000,147.527281,852.958333,908.000000,628.000000,234.000000,84.404542,383.639810,374.000000,1054.000000,760.000000,74.303962,931.984293,946.000000,757.000000,234.000000,140.619596,451.126761,430.000000,1054.000000,927.000000,30.875775,984.645455,988.000000,925.000000,234.000000,212.146704,541.967123,487.000000,6773.dcm
1041.000000,440.000000,200.291091,814.189394,877.500000,428.000000,229.000000,53.887105,319.848485,313.000000,1041.000000,598.000000,128.498613,902.784314,951.500000,595.000000,229.000000,109.536098,411.809524,409.000000,1041.000000,792.000000,70.138442,960.062500,990.500000,779.000000,229.000000,158.457819,484.976471,482.000000,1041.000000,948.000000,23.084171,1004.942308,1008.500000,946.000000,229.000000,219.648355,582.044248,568.000000,6781.dcm
988.000000,346.000000,217.414708,623.696970,606.000000,338.000000,288.000000,15.888500,317.222222,319.000000,988.000000,416.000000,190.104813,702.560000,665.000000,415.000000,288.000000,36.369832,345.470588,338.000000,988.000000,606.000000,132.669647,803.882353,833.000000,595.000000,288.000000,84.374996,390.840000,373.000000,988.000000,849.000000,41.236831,927.857143,934.000000,844.000000,288.000000,173.179768,484.057143,416.000000,6782.dcm
1041.000000,362.000000,232.844286,762.443662,823.000000,357.000000,229.000000,33.022719,294.333333,291.000000,1041.000000,519.000000,156.582813,867.009259,921.000000,514.000000,229.000000,79.679179,352.848101,341.000000,1041.000000,755.000000,78.253757,947.287500,980.500000,751.000000,229.000000,148.037509,427.373832,381.000000,1041.000000,943.000000,25.715429,1000.680000,1005.500000,937.000000,229.000000,222.705235,521.737226,475.000000,6783.dcm
1054.000000,385.000000,216.081065,747.800554,790.000000,383.000000,230.000000,42.699205,315.949640,320.000000,1054.000000,529.000000,150.581604,849.340824,907.000000,628.000000,230.000000,83.312640,373.815451,364.000000,1054.000000,733.000000,82.148971,923.670000,941.000000,732.000000,230.000000,132.425035,430.463333,399.000000,1054.000000,902.000000,39.059284,971.109489,972.000000,900.000000,230.000000,191.829762,498.157025,458.000000,6791.dcm
1230.000000,159.000000,318.260736,829.413793,961.000000,166.000000,0.000000,47.881771,79.869565,75.000000,1230.000000,545.000000,175.220885,975.222222,1033.000000,511.000000,0.000000,141.674196,168.277778,124.500000,1230.000000,940.000000,73.031913,1070.781250,1076.500000,917.000000,0.000000,288.620278,319.959184,173.000000,1166.000000,1079.000000,27.778671,1111.363636,1107.000000,1230.000000,0.000000,416.207688,538.828571,481.500000,6796.dcm
1226.000000,310.000000,255.356106,765.032000,743.000000,297.000000,22.000000,70.487199,152.612903,140.000000,1226.000000,546.000000,177.235828,898.905882,962.000000,856.000000,22.000000,196.892229,337.366197,349.000000,1226.000000,778.000000,98.993680,1005.035088,1011.000000,856.000000,22.000000,231.487633,435.080808,438.000000,1226.000000,998.000000,52.559605,1073.437500,1067.000000,1006.000000,22.000000,285.390216,532.338710,540.000000,6800.dcm
1257.000000,143.000000,378.429838,842.593220,1061.000000,219.000000,53.000000,50.191939,117.307692,96.000000,1257.000000,509.000000,220.243482,1037.627907,1132.000000,599.000000,53.000000,141.133396,228.275862,219.000000,1257.000000,874.000000,76.254483,1148.606061,1165.000000,828.000000,53.000000,236.275686,341.897436,255.000000,1257.000000,1160.000000,33.140145,1195.461538,1196.000000,1236.000000,53.000000,419.633459,605.033898,561.000000,6803.dcm
1257.000000,143.000000,400.128792,721.612500,691.000000,146.000000,0.000000,41.671144,89.800000,93.500000,1257.000000,322.000000,304.663449,900.898305,1061.000000,307.000000,0.000000,77.634392,155.414634,146.000000,1257.000000,656.000000,180.716391,1063.309524,1140.500000,650.000000,0.000000,180.872079,256.310345,215.000000,1257.000000,1051.000000,55.572682,1163.233333,1169.500000,1091.000000,0.000000,273.268831,351.828571,249.000000,6806.dcm
1177.000000,173.000000,316.875509,825.489796,960.000000,166.000000,0.000000,50.045197,81.608696,75.000000,1177.000000,587.000000,168.014282,980.918919,1051.000000,545.000000,0.000000,149.599454,172.342857,125.000000,1177.000000,960.000000,60.009666,1079.080000,1081.000000,955.000000,0.000000,302.483901,326.574468,173.000000,1166.000000,1092.000000,33.230257,1126.250000,1123.500000,1177.000000,0.000000,428.559275,556.191176,528.000000,6808.dcm
1199.000000,254.000000,289.374272,787.759259,875.500000,350.000000,87.000000,64.450138,197.944444,196.000000,1199.000000,463.000000,208.735732,897.674419,996.000000,454.000000,87.000000,104.125646,258.689655,238.000000,1199.000000,814.000000,88.730018,1016.466667,1023.000000,802.000000,87.000000,203.612850,371.619048,332.000000,1085.000000,1037.000000,19.454465,1056.857143,1052.000000,1199.000000,87.000000,350.388625,595.446154,512.000000,6810.dcm
1257.000000,103.000000,378.562969,474.534884,276.000000,101.000000,6.000000,31.197263,65.538462,76.000000,1257.000000,187.000000,377.359889,665.384615,579.500000,328.000000,6.000000,77.975394,131.900000,111.500000,1257.000000,417.000000,317.415495,822.473684,764.000000,328.000000,6.000000,82.731666,152.162162,149.000000,1257.000000,764.000000,155.994338,1093.300000,1141.000000,608.000000,6.000000,168.674394,224.434783,187.500000,6812.dcm
1134.000000,212.000000,323.916466,653.607143,570.000000,171.000000,21.000000,45.212001,118.125000,127.500000,1134.000000,351.000000,286.130945,757.181818,830.500000,331.000000,21.000000,91.843393,184.857143,161.000000,1134.000000,585.000000,166.639392,943.071429,991.000000,555.000000,21.000000,146.095985,274.681818,276.000000,1134.000000,995.000000,55.414885,1065.857143,1051.000000,987.000000,21.000000,277.779899,406.379310,351.000000,6813.dcm
1159.000000,320.000000,247.345011,788.367347,790.000000,310.000000,22.000000,73.562251,148.500000,130.500000,1159.000000,549.000000,161.966870,907.472222,963.500000,689.000000,22.000000,177.519301,316.437500,341.000000,1159.000000,772.000000,101.561483,992.843137,1008.000000,766.000000,22.000000,233.401438,433.217391,449.000000,1159.000000,998.000000,46.599158,1067.592593,1066.000000,1006.000000,22.000000,292.472139,555.935484,576.000000,6814.dcm
1461.000000,0.000000,388.195212,690.950617,652.000000,212.000000,89.000000,36.287836,175.157895,191.000000,1461.000000,417.000000,281.423448,906.888889,957.500000,411.000000,0.000000,95.028552,224.413043,211.000000,1461.000000,756.000000,172.252272,1081.514286,1096.000000,742.000000,0.000000,190.070423,329.876923,290.000000,1461.000000,1022.000000,109.700260,1211.833333,1197.500000,1096.000000,0.000000,305.534771,457.097561,328.500000,6816.dcm
1177.000000,173.000000,316.875509,825.489796,960.000000,166.000000,0.000000,50.045197,81.608696,75.000000,1177.000000,587.000000,168.014282,980.918919,1051.000000,545.000000,0.000000,149.599454,172.342857,125.000000,1177.000000,960.000000,60.009666,1079.080000,1081.000000,955.000000,0.000000,302.483901,326.574468,173.000000,1166.000000,1092.000000,33.230257,1126.250000,1123.500000,1177.000000,0.000000,428.559275,556.191176,528.000000,6818.dcm
1257.000000,143.000000,404.497996,784.476923,874.000000,164.000000,53.000000,33.261589,107.750000,100.500000,1257.000000,334.000000,274.272460,978.354167,1109.000000,331.000000,53.000000,77.427312,174.363636,164.000000,1257.000000,789.000000,109.135233,1129.171429,1164.000000,776.000000,53.000000,203.299812,286.826087,223.500000,1257.000000,1160.000000,33.140145,1195.461538,1196.000000,1236.000000,53.000000,418.975525,546.676471,372.000000,6820.dcm
1011.000000,140.000000,255.101402,447.980769,359.500000,175.000000,85.000000,30.087247,129.166667,132.000000,1011.000000,259.000000,242.856315,550.194444,480.000000,344.000000,85.000000,59.733314,179.928571,181.000000,1011.000000,371.000000,210.522762,660.000000,636.000000,370.000000,85.000000,77.033652,213.974359,204.000000,1011.000000,636.000000,100.041145,841.307692,853.000000,572.000000,85.000000,130.423663,272.705882,254.000000,6823.dcm
1166.000000,173.000000,306.532120,819.519231,957.500000,166.000000,0.000000,51.358262,85.250000,94.000000,1166.000000,545.000000,164.709050,963.825000,1009.500000,511.000000,0.000000,145.429006,180.218750,126.000000,1166.000000,940.000000,63.748846,1055.714286,1072.000000,917.000000,0.000000,291.084137,335.454545,210.000000,1166.000000,1072.000000,29.352412,1105.307692,1102.000000,1118.000000,0.000000,389.836074,507.644068,439.000000,6824.dcm
1257.000000,143.000000,400.128792,721.612500,691.000000,146.000000,0.000000,41.671144,89.800000,93.500000,1257.000000,322.000000,304.663449,900.898305,1061.000000,307.000000,0.000000,77.634392,155.414634,146.000000,1257.000000,656.000000,180.716391,1063.309524,1140.500000,650.000000,0.000000,180.872079,256.310345,215.000000,1257.000000,1051.000000,55.572682,1163.233333,1169.500000,1091.000000,0.000000,273.268831,351.828571,249.000000,6827.dcm
1226.000000,310.000000,250.259689,781.663793,769.000000,333.000000,22.000000,72.594939,153.392857,138.500000,1226.000000,549.000000,169.301711,910.740741,965.000000,810.000000,22.000000,191.275081,336.476190,351.000000,1226.000000,778.000000,99.447106,1006.267857,1015.000000,810.000000,22.000000,232.055741,438.829545,458.500000,1226.000000,1008.000000,51.563386,1075.870968,1068.000000,1006.000000,22.000000,288.461413,545.274336,549.000000,6829.dcm
440.000000,-620.000000,222.382712,-82.160976,16.000000,-622.000000,-902.000000,65.177008,-728.531034,-719.000000,440.000000,-399.000000,156.405719,-17.201350,43.000000,-400.000000,-902.000000,129.660692,-621.209964,-633.000000,440.000000,-193.000000,98.794041,39.873813,58.000000,-196.000000,-902.000000,191.062181,-506.325635,-494.000000,258.000000,1.000000,45.998890,85.966403,80.000000,440.000000,-902.000000,269.955203,-351.432229,-326.000000,6832.dcm
-480.000000,-805.000000,87.365029,-673.510870,-668.500000,-817.000000,-877.000000,15.525495,-846.821429,-846.500000,-480.000000,-734.000000,63.174354,-629.430769,-630.000000,-737.000000,-877.000000,37.849979,-813.836364,-817.000000,-480.000000,-659.000000,45.498385,-595.386364,-596.500000,-660.000000,-877.000000,61.126574,-782.592105,-789.500000,-480.000000,-590.000000,38.457217,-553.388889,-570.000000,-592.000000,-877.000000,87.585588,-742.284314,-759.000000,6839.dcm
-567.000000,-801.000000,74.084409,-687.438356,-685.000000,-805.000000,-867.000000,16.904190,-840.111111,-838.500000,-567.000000,-734.000000,49.617367,-647.725490,-642.000000,-749.000000,-867.000000,34.498226,-806.775000,-798.500000,-567.000000,-667.000000,28.998955,-616.575758,-624.000000,-670.000000,-867.000000,56.332487,-775.137931,-785.000000,-567.000000,-607.000000,11.643278,-587.214286,-588.500000,-609.000000,-867.000000,77.238313,-741.350649,-749.000000,6841.dcm
655.000000,-560.000000,212.183306,-32.384615,20.500000,-564.000000,-902.000000,84.139763,-712.952000,-712.500000,655.000000,-300.000000,150.485843,31.330476,42.500000,-305.000000,-902.000000,164.260822,-594.097156,-615.500000,655.000000,-80.000000,117.469369,80.922626,60.000000,-81.000000,-902.000000,237.400462,-463.390953,-445.000000,258.000000,109.000000,26.644258,143.395973,139.000000,655.000000,-902.000000,323.888213,-180.784580,-45.000000,6843.dcm
1092.000000,234.000000,303.306057,688.147287,700.000000,228.000000,40.000000,59.190046,129.333333,121.000000,1092.000000,384.000000,228.787132,819.103093,880.000000,362.000000,40.000000,94.602633,217.118644,246.000000,1092.000000,652.000000,135.461095,935.549296,981.000000,648.000000,40.000000,158.992025,303.988235,284.000000,1092.000000,981.000000,35.857744,1045.777778,1058.000000,967.000000,40.000000,277.025818,455.125000,386.500000,6848.dcm
1092.000000,208.000000,317.785717,618.935484,568.000000,206.000000,40.000000,49.740779,122.170732,110.000000,1092.000000,333.000000,259.872819,768.495413,834.000000,326.000000,40.000000,82.221872,197.448276,214.000000,1092.000000,582.000000,157.634296,909.857143,954.000000,568.000000,40.000000,129.948216,259.537815,256.000000,1092.000000,943.000000,45.591171,1034.463415,1040.000000,932.000000,40.000000,249.419229,377.619355,295.000000,6853.dcm
1092.000000,268.000000,281.038462,736.482759,783.500000,263.000000,40.000000,77.811900,162.392857,177.000000,1092.000000,442.000000,209.156286,846.263736,909.000000,437.000000,40.000000,109.425174,244.698113,262.000000,1092.000000,667.000000,128.414323,943.710145,986.000000,656.000000,40.000000,168.051502,331.506667,317.000000,1092.000000,981.000000,35.857744,1045.777778,1058.000000,967.000000,40.000000,275.661257,484.546296,447.500000,6857.dcm
1092.000000,268.000000,281.038462,736.482759,783.500000,263.000000,40.000000,77.811900,162.392857,177.000000,1092.000000,442.000000,209.156286,846.263736,909.000000,437.000000,40.000000,109.425174,244.698113,262.000000,1092.000000,667.000000,128.414323,943.710145,986.000000,656.000000,40.000000,168.051502,331.506667,317.000000,1092.000000,981.000000,35.857744,1045.777778,1058.000000,967.000000,40.000000,275.661257,484.546296,447.500000,6861.dcm
1157.000000,291.000000,271.830001,808.748879,923.000000,288.000000,153.000000,38.696309,215.361446,214.000000,1157.000000,560.000000,162.869848,932.877907,1007.500000,534.000000,153.000000,101.394964,281.873134,253.000000,1157.000000,809.000000,81.723868,1009.165414,1028.000000,805.000000,153.000000,190.206634,369.982659,293.000000,1157.000000,1002.000000,36.224589,1056.677778,1051.000000,993.000000,153.000000,276.119615,477.430556,364.000000,6867.dcm
1134.000000,356.000000,224.619492,858.434368,977.000000,355.000000,207.000000,36.755303,273.852564,270.000000,1134.000000,578.000000,142.232197,940.250000,1010.000000,574.000000,207.000000,98.136635,331.268722,298.000000,1134.000000,769.000000,74.732489,998.612676,1023.000000,767.000000,207.000000,170.914716,408.243986,337.000000,1134.000000,965.000000,30.557437,1033.468182,1035.000000,964.000000,207.000000,239.334995,493.076056,404.000000,6871.dcm
1157.000000,254.000000,299.293146,750.815686,836.000000,253.000000,153.000000,29.160219,204.724138,206.000000,1157.000000,432.000000,212.501728,876.984772,965.000000,426.000000,153.000000,68.118542,251.744828,238.000000,1157.000000,693.000000,110.385182,982.100671,1023.000000,683.000000,153.000000,147.574740,326.093264,277.000000,1157.000000,968.000000,40.522425,1050.510204,1047.500000,965.000000,153.000000,253.254322,435.733607,331.000000,6878.dcm
1134.000000,319.000000,244.428208,829.961969,957.000000,335.000000,182.000000,33.775644,263.910112,263.000000,1134.000000,528.000000,161.177049,922.202740,1005.000000,526.000000,182.000000,83.829440,312.942308,288.000000,1134.000000,759.000000,80.199831,994.543253,1023.000000,751.000000,182.000000,161.409350,388.529762,319.000000,1134.000000,953.000000,32.140240,1031.822222,1034.000000,948.000000,182.000000,229.765489,464.522500,372.500000,6884.dcm
1157.000000,278.000000,281.587186,787.893617,887.000000,277.000000,153.000000,34.159711,212.977528,214.000000,1157.000000,496.000000,175.470185,918.430168,1002.000000,489.000000,153.000000,92.462399,273.868966,245.000000,1157.000000,781.000000,88.303111,1002.905109,1026.000000,780.000000,153.000000,178.392873,356.748663,288.000000,1157.000000,989.000000,37.529281,1054.537634,1049.000000,982.000000,153.000000,266.625667,459.038961,343.000000,6891.dcm
1180.000000,350.000000,232.830303,849.703786,970.000000,355.000000,166.000000,37.728811,264.886256,263.000000,1180.000000,566.000000,149.460536,936.604336,1008.000000,650.000000,166.000000,96.282602,315.467354,285.000000,1180.000000,788.000000,76.592723,1001.111486,1023.000000,769.000000,166.000000,170.058025,387.579670,309.000000,1180.000000,968.000000,35.127941,1036.925110,1036.000000,965.000000,166.000000,240.341058,466.572748,360.000000,6896.dcm
