gabormean_0_0org1,gaborSD_0_0org1,gabormean_0_1org1,gaborSD_0_1org1,gabormean_0_2org1,gaborSD_0_2org1,gabormean_1_0org1,gaborSD_1_0org1,gabormean_1_1org1,gaborSD_1_1org1,gabormean_1_2org1,gaborSD_1_2org1,gabormean_2_0org1,gaborSD_2_0org1,gabormean_2_1org1,gaborSD_2_1org1,gabormean_2_2org1,gaborSD_2_2org1,gabormean_3_0org1,gaborSD_3_0org1,gabormean_3_1org1,gaborSD_3_1org1,gabormean_3_2org1,gaborSD_3_2org1,ImageName
58.500000,62.590486,82.566667,69.439968,116.033333,49.564645,77.500000,36.396049,108.000000,57.149532,107.333333,49.661151,55.666667,55.059425,95.566667,73.071851,117.300000,51.288333,73.100000,42.522489,126.800000,53.856386,88.266667,48.230004,15005.dcm
76.076923,73.047887,84.307692,79.312934,126.461538,47.169677,60.230769,55.870785,99.192308,78.330591,58.038462,45.108297,94.923077,70.678383,80.000000,80.643413,133.923077,49.883803,80.730769,54.518663,144.192308,45.790846,88.423077,57.027834,15010.dcm
60.526316,59.995827,80.500000,65.920407,107.105263,47.182675,74.078947,29.585772,139.473684,78.345988,76.894737,44.136024,77.947368,53.157058,88.894737,77.875087,115.605263,48.457582,68.921053,39.566831,152.894737,35.118171,53.868421,35.862478,15015.dcm
74.283582,53.945485,51.059701,64.426816,122.537313,50.439381,33.447761,25.461369,124.343284,55.972816,29.253731,24.178843,63.850746,64.876165,57.985075,71.338819,127.597015,48.639073,42.059701,35.313694,97.746269,47.468440,43.000000,37.285548,1502.dcm
64.534483,68.747240,73.534483,70.226255,121.500000,44.572531,40.482759,33.238765,76.396552,43.380382,47.137931,36.376418,45.017241,49.859624,55.241379,61.255379,124.517241,45.774137,47.879310,37.198886,96.258621,38.820577,57.810345,40.564636,15023.dcm
48.819672,64.061041,45.590164,61.174171,131.081967,49.477030,23.803279,23.099653,66.704918,27.094492,15.065574,16.380750,63.147541,56.630332,54.131148,67.672613,124.688525,55.502715,45.688525,29.722910,84.213115,48.135612,39.459016,30.581898,15028.dcm
60.114754,57.344020,57.557377,70.040827,126.950820,50.258474,28.557377,21.219900,91.442623,44.008152,23.295082,18.284186,85.081967,50.394542,61.311475,59.463025,121.262295,54.657083,38.950820,34.463713,135.311475,60.362113,35.934426,38.066113,15033.dcm
58.000000,61.420755,64.035714,66.952348,126.839286,47.973393,59.250000,42.793054,133.089286,70.054077,62.660714,45.889700,61.535714,45.846766,57.232143,62.893269,124.767857,49.478734,70.642857,38.173017,97.321429,54.101624,70.767857,46.770617,15037.dcm
61.956522,61.511222,60.304348,71.735483,121.318841,50.434726,28.811594,21.027486,91.405797,47.319104,24.492754,19.173836,85.130435,53.906213,67.289855,64.389920,114.391304,55.693810,39.072464,32.963580,131.144928,58.948950,33.811594,36.476131,15038.dcm
85.871429,52.860473,49.285714,62.057510,142.300000,61.721288,78.000000,55.261959,111.400000,71.032224,77.342857,42.973833,61.100000,52.848471,48.028571,60.948296,132.057143,64.160552,98.857143,51.149195,135.228571,60.715104,74.871429,53.074714,15043.dcm
52.227723,46.961661,36.801980,57.288920,139.693069,55.278883,60.425743,33.768727,99.396040,57.491752,43.514851,34.805061,92.237624,63.292203,74.099010,73.539446,127.217822,58.639680,81.712871,39.239607,127.594059,51.943850,56.980198,37.613556,15045.dcm
57.107692,40.965352,42.923077,53.425564,120.861538,63.771780,53.353846,33.143358,97.769231,39.987408,49.615385,34.383268,45.400000,47.011900,36.415385,58.831298,116.384615,68.457033,67.353846,56.066766,98.969231,55.215195,57.953846,35.793868,15049.dcm
44.205128,55.964359,53.512821,55.011421,128.717949,51.167397,97.615385,50.892361,146.153846,46.484598,85.410256,47.569184,63.051282,72.341278,71.487179,74.166907,127.589744,49.412718,60.000000,45.238549,99.923077,45.224810,68.025641,46.903870,1505.dcm
66.627907,61.061648,58.162791,62.204322,119.744186,56.951146,33.302326,28.886918,61.790698,43.482103,40.651163,37.102101,61.441860,60.006072,57.651163,73.552988,124.883721,53.419369,61.906977,45.582899,102.953488,48.890039,58.348837,46.441916,15052.dcm
55.222222,46.732131,57.555556,63.091065,125.722222,49.202562,54.583333,25.775265,93.694444,29.546882,66.166667,37.269290,54.611111,57.287385,59.416667,64.719339,119.305556,49.048559,73.638889,61.657651,99.083333,51.085572,66.500000,51.859976,15054.dcm
50.535714,39.923555,36.857143,53.899090,145.154762,54.378082,60.321429,33.783920,121.773810,59.848675,41.309524,27.855469,71.964286,51.529252,47.690476,49.137863,134.571429,56.592878,69.595238,33.449519,119.226190,52.232647,61.547619,37.987444,15058.dcm
54.619048,65.717411,55.619048,72.616921,116.452381,46.645107,45.761905,25.832301,116.833333,53.751877,48.261905,31.755975,59.190476,69.701537,59.809524,69.785119,114.714286,47.515484,60.404762,43.299896,141.547619,42.918074,63.000000,45.667408,15060.dcm
57.125000,46.382661,33.200000,61.354830,125.762500,61.188285,67.612500,34.742632,120.475000,35.626038,69.800000,47.374190,52.987500,53.157872,47.150000,66.062514,123.387500,61.927784,82.737500,56.477338,110.987500,50.650576,69.650000,38.227864,15063.dcm
44.855422,30.813021,26.289157,42.549979,145.168675,56.150673,70.566265,34.539547,109.662651,61.355875,48.204819,26.868587,61.710843,61.489148,52.530120,65.590812,133.734940,57.944693,82.819277,40.998556,113.072289,59.643000,60.578313,32.816980,15067.dcm
57.107692,40.965352,42.923077,53.425564,120.861538,63.771780,53.353846,33.143358,97.769231,39.987408,49.615385,34.383268,45.400000,47.011900,36.415385,58.831298,116.384615,68.457033,67.353846,56.066766,98.969231,55.215195,57.953846,35.793868,15069.dcm
66.698276,62.103031,57.112069,67.502628,133.120690,49.391102,52.956897,30.465488,106.258621,40.360790,67.551724,39.408087,40.948276,59.112692,41.517241,63.030632,137.146552,48.567524,65.689655,39.179723,98.439655,57.243080,57.051724,40.172637,1507.dcm
56.161290,49.108509,41.548387,57.600568,141.435484,55.320414,54.774194,35.879315,110.725806,60.290599,67.548387,50.095541,51.661290,52.573740,37.758065,60.448782,125.112903,60.108946,63.258065,31.127414,154.306452,70.566000,74.096774,37.624421,15072.dcm
80.062901,47.876984,71.459564,54.317091,101.765083,57.797982,85.059050,48.113956,70.946085,47.045672,81.046213,45.893309,49.050064,36.839558,43.080873,40.772330,105.750963,59.281123,94.120668,52.582884,64.044929,44.522480,87.540436,45.094438,15081.dcm
77.162791,53.730889,83.453488,63.113839,129.325581,52.154396,112.209302,51.874762,95.686047,51.567948,103.058140,55.698000,56.209302,57.459165,58.720930,56.588224,128.093023,54.555881,118.953488,54.013921,136.406977,56.629316,107.848837,57.655675,15089.dcm
39.258065,53.032169,37.204301,51.044856,144.021505,43.190422,122.892473,57.231882,114.010753,54.574738,108.268817,57.422753,46.892473,44.247688,38.645161,43.088293,145.236559,50.231723,85.634409,55.356902,107.849462,56.270493,93.397849,59.750412,15092.dcm
61.935897,58.304249,47.692308,44.918196,125.871795,45.156685,125.615385,66.997428,116.846154,57.504845,115.987179,53.958737,83.769231,54.887115,55.102564,56.871144,120.564103,47.355958,86.282051,34.282212,114.230769,59.121034,57.615385,29.480450,15097.dcm
84.972222,57.044577,115.472222,67.650088,108.805556,48.162471,110.722222,56.996719,126.069444,60.689542,95.958333,53.311320,60.527778,64.923568,63.861111,67.119676,108.166667,47.728398,131.861111,54.178189,79.777778,43.102636,102.875000,64.098502,15103.dcm
59.333333,63.435532,74.392157,58.548468,113.235294,46.699288,132.921569,56.752390,112.509804,61.433663,98.901961,60.603054,70.627451,69.989702,87.450980,65.980698,102.352941,49.501040,80.372549,41.071139,98.921569,57.099857,95.019608,56.539363,15104.dcm
105.600000,63.733527,70.030769,51.569422,135.707692,46.872408,129.784615,61.914632,99.153846,51.403499,102.523077,46.667075,90.830769,61.936098,86.030769,62.963772,130.015385,47.681067,99.446154,61.479171,121.538462,56.596731,109.753846,52.461304,15105.dcm
66.081633,66.407466,80.530612,61.739406,122.673469,45.854111,133.102041,57.395283,82.163265,57.792858,117.224490,62.334202,53.224490,46.518484,96.081633,65.021098,112.530612,48.968996,96.693878,67.907782,108.734694,61.391427,91.571429,68.269381,15106.dcm
36.188119,46.431824,42.168317,51.527094,144.504950,49.369550,105.346535,61.775956,113.831683,55.308782,123.079208,58.095556,58.693069,49.308162,50.366337,42.824928,140.772277,55.333693,84.128713,57.210430,113.980198,53.797952,88.960396,61.996277,15111.dcm
78.648819,47.005012,73.497638,54.098502,116.913386,54.438751,96.825197,52.092789,76.973228,49.890393,89.965354,44.209089,67.631496,43.035195,49.716535,43.018795,121.308661,55.637905,92.047244,51.760742,73.502362,43.277710,91.519685,49.174519,15121.dcm
55.250000,61.823870,65.125000,70.093460,126.982143,45.011308,106.089286,68.205645,101.321429,56.461767,84.214286,62.245763,82.839286,60.279282,71.678571,68.323058,126.732143,47.911089,131.803571,59.158468,122.035714,63.308183,94.607143,63.616658,15136.dcm
30.445983,18.526947,13.584488,13.218639,177.703601,50.315926,41.019391,17.566767,90.783934,37.785989,39.556787,16.037031,24.844875,33.060522,15.099723,37.254322,177.542936,51.203124,52.249307,23.818735,107.750693,43.897531,50.886427,20.479688,1514.dcm
96.537736,48.973107,110.084906,70.216281,132.632075,49.552920,123.396226,60.961296,111.745283,53.251615,88.594340,46.984248,91.820755,57.060335,70.566038,64.018006,129.037736,51.832133,127.311321,53.391164,124.830189,49.540646,101.716981,47.784986,15140.dcm
62.625000,66.142692,97.175000,78.415359,114.250000,45.080412,135.200000,61.191251,105.950000,62.764497,119.725000,60.412254,64.400000,75.774564,87.600000,75.944244,116.550000,46.309411,131.000000,48.838824,137.850000,50.388516,111.125000,64.448822,15146.dcm
41.688679,55.626195,48.103774,59.593053,142.405660,49.193646,105.471698,61.552023,114.235849,56.522486,123.707547,57.786465,60.867925,52.725177,53.254717,47.220468,138.405660,55.169829,83.688679,57.284480,113.754717,54.290017,88.301887,61.162418,15148.dcm
85.545845,47.405982,67.744986,53.763559,107.299427,55.547883,95.858166,52.585668,77.995702,49.725862,88.878223,45.728640,66.243553,43.601637,48.189112,41.912511,111.613181,57.253364,57.843840,35.633878,57.957020,40.146230,71.402579,37.993465,15159.dcm
53.320000,57.436489,64.786667,65.127586,124.146667,57.339363,54.773333,36.131731,72.586667,47.795763,69.573333,39.469856,43.373333,57.494952,59.893333,58.473504,118.600000,58.898906,118.880000,45.534946,68.373333,40.354099,131.640000,53.786022,15177.dcm
58.349206,64.371191,81.809524,65.038911,127.253968,52.828380,82.142857,49.373121,124.380952,72.528177,61.587302,50.662270,56.619048,63.911337,60.079365,70.706869,123.555556,53.407375,93.253968,42.678456,84.158730,45.351390,78.269841,41.064939,15181.dcm
70.118280,47.559311,91.795699,59.073381,128.978495,50.761586,122.043011,58.871990,105.860215,56.691114,78.709677,47.873833,86.967742,55.327572,68.096774,66.128180,122.569892,51.852298,113.430108,51.529729,107.182796,46.674624,87.064516,52.256642,15184.dcm
68.916667,64.760558,56.333333,53.815800,111.229167,51.171431,119.947917,65.312265,113.760417,55.805630,107.500000,55.456953,91.968750,60.958563,63.812500,62.286826,105.479167,53.346924,85.583333,36.207782,107.302083,58.315317,66.104167,36.800023,15190.dcm
81.670330,56.751124,96.505495,71.390845,124.373626,51.886553,107.318681,49.158447,78.186813,50.858608,102.802198,54.733540,87.560440,62.496793,75.000000,53.896403,110.076923,52.403823,105.362637,57.622240,102.021978,51.304533,98.813187,57.747133,15193.dcm
60.666667,64.194939,58.231884,64.780658,132.130435,47.053134,128.202899,64.630074,103.173913,53.974110,100.550725,66.945223,58.855072,72.187924,58.115942,73.220966,130.492754,52.868489,105.942029,61.284986,92.985507,51.494858,107.289855,57.793268,15204.dcm
46.880952,55.268834,56.547619,62.246639,128.952381,49.904275,72.023810,34.417443,100.666667,50.529714,106.904762,60.979729,51.547619,63.574885,53.261905,66.903301,125.023810,51.196650,97.714286,46.733957,71.833333,40.820796,113.166667,52.050124,15207.dcm
33.371968,27.029147,20.611860,31.595078,176.638814,50.732142,37.221024,18.801515,97.274933,41.698531,38.986523,15.977935,26.342318,29.149546,15.037736,30.003940,174.070081,51.001171,42.037736,19.574492,96.781671,39.165184,49.070081,20.055071,1521.dcm
72.111111,73.856532,70.527778,78.245944,128.611111,48.297458,88.083333,42.792105,107.027778,62.759626,85.527778,55.288070,37.333333,47.948782,54.666667,49.656535,127.527778,54.385653,79.083333,56.876998,89.805556,56.768613,103.722222,58.238235,15211.dcm
86.434783,49.673782,86.246377,60.579167,139.710145,44.098186,115.043478,59.468834,107.028986,55.921944,111.159420,56.320152,68.478261,63.627965,58.594203,71.906254,128.985507,46.510433,116.550725,50.673562,94.420290,51.641697,96.014493,53.376987,15217.dcm
48.899471,44.889764,27.851852,52.590846,117.386243,62.675320,40.005291,23.585178,126.640212,53.703160,43.973545,24.891773,52.174603,26.556768,20.571429,33.199453,117.772487,65.066056,42.947090,26.108353,142.582011,65.865513,57.719577,30.826569,15226.dcm
49.006452,38.351670,26.890323,48.105480,130.051613,60.911453,37.432258,21.851928,131.651613,48.341533,39.677419,24.463844,44.122581,41.433774,28.225806,51.872039,131.716129,63.194685,45.322581,23.790191,147.561290,57.766220,57.632258,27.935226,15239.dcm
48.586207,46.203894,32.000000,56.770248,133.303448,60.321744,37.041379,19.683918,136.110345,45.766181,39.103448,21.261835,43.531034,38.622470,26.331034,48.961728,134.227586,62.334865,45.868966,23.846516,153.855172,55.199887,58.144828,28.019333,15250.dcm
43.242938,47.529450,29.169492,55.090262,120.892655,61.687766,49.435028,29.737440,138.169492,51.036134,55.559322,32.617761,43.367232,20.109237,16.016949,23.043061,122.079096,62.880248,55.101695,32.258382,147.457627,65.088049,70.152542,36.913049,15264.dcm
31.441964,21.953097,17.607143,21.322120,164.638393,58.417563,40.497768,18.612497,91.386161,42.839281,39.040179,16.111141,24.665179,25.814853,14.421875,29.508247,164.140625,58.358764,48.756696,23.737777,97.122768,42.423935,46.890625,20.816318,1527.dcm
34.056667,32.023196,23.833333,27.416133,183.993333,48.964870,27.780000,18.631570,56.130000,25.971294,23.733333,15.592712,25.810000,39.302709,20.546667,37.357728,185.250000,46.417700,40.183333,23.204264,78.033333,49.410155,30.783333,18.468170,15281.dcm
31.292135,41.001248,24.910112,41.535828,180.494382,37.873491,49.172285,27.359901,68.595506,37.647071,47.685393,26.974060,25.123596,25.425028,15.569288,29.042972,164.419476,37.981249,42.973783,22.919671,87.295880,35.318403,37.749064,19.889184,15299.dcm
49.453704,58.341307,41.342593,62.666326,137.138889,53.435341,46.416667,32.391624,60.064815,49.278016,42.666667,29.253964,54.833333,54.514767,35.629630,47.367837,146.129630,48.021431,67.342593,34.192736,108.462963,61.269502,56.398148,36.668492,15311.dcm
30.685965,29.665350,16.268421,26.686092,164.766667,43.001409,67.180702,36.663539,72.012281,39.849165,88.110526,42.466322,34.205263,37.520070,20.870175,40.756864,166.875439,41.882969,90.708772,48.947439,59.605263,36.008498,86.931579,44.321170,15325.dcm
92.724138,80.898038,111.275862,79.602987,94.379310,38.151403,73.310345,47.842826,129.517241,62.606264,85.275862,46.759183,61.068966,73.083089,76.310345,80.948442,108.310345,42.481175,115.000000,55.153034,132.413793,70.724575,78.172414,33.741739,15335.dcm
45.840000,31.753714,33.586667,39.126646,134.586667,65.848124,71.400000,45.101088,105.440000,59.050880,64.106667,38.225354,68.466667,53.220940,45.840000,61.295262,131.266667,70.375697,78.360000,50.734508,129.933333,62.644284,80.813333,43.463154,15344.dcm
42.253333,38.456396,46.026667,44.400199,134.040000,48.745184,71.293333,36.634341,112.760000,41.780585,53.773333,29.836751,62.306667,51.179328,63.706667,71.406672,133.573333,50.677351,70.480000,38.595743,102.093333,68.837485,37.893333,34.212600,15354.dcm
17.556017,30.551561,12.170124,30.172147,118.995851,38.445253,33.099585,18.887122,85.564315,52.199108,32.153527,14.906000,14.688797,15.467124,9.161826,16.406641,120.966805,37.095807,28.834025,11.848587,58.668050,22.349445,29.058091,11.827438,1536.dcm
25.529570,26.425437,19.045699,28.327799,172.965054,48.837829,56.467742,33.338928,64.497312,31.094977,55.303763,29.062841,33.733871,53.292426,24.053763,49.232572,165.629032,44.887485,78.857527,42.602768,65.220430,39.968584,55.588710,31.856572,15361.dcm
44.758389,54.694069,40.348993,55.707480,162.899329,43.724374,57.067114,34.423371,70.288591,36.947606,57.395973,37.336820,37.355705,51.480523,30.604027,54.206415,167.684564,44.815551,59.456376,38.785182,81.436242,42.346754,53.550336,35.841512,15373.dcm
57.833333,69.916041,53.277778,73.372687,140.466667,42.255563,53.644444,33.687030,76.733333,50.109274,38.488889,36.608541,59.955556,64.659508,63.388889,74.225998,148.388889,43.652534,46.455556,37.202803,88.522222,48.489829,43.766667,43.095934,15382.dcm
44.338129,55.179490,38.366906,58.709324,133.496403,48.974169,37.014388,21.814430,87.021583,35.708455,34.568345,18.308567,32.870504,47.984423,32.460432,55.118222,138.561151,48.308057,50.122302,27.987953,93.021583,54.178512,43.388489,26.677492,1539.dcm
23.559846,38.330156,27.876448,43.906792,185.525097,35.522707,41.857143,20.031730,56.501931,21.492089,49.463320,23.517304,25.691120,42.867802,22.783784,48.191313,178.652510,34.220032,72.316602,38.510043,55.857143,35.314298,65.969112,34.964309,15396.dcm
31.135294,41.119964,24.147059,38.495625,149.105882,42.316929,53.341176,34.953918,67.500000,36.520117,38.782353,22.816343,33.929412,48.709084,29.782353,54.399081,150.917647,41.413119,53.170588,29.336051,100.358824,42.719334,45.864706,25.477672,15410.dcm
71.808000,66.954209,64.880000,73.935630,136.912000,51.190349,51.568000,33.094278,105.080000,41.835045,65.984000,38.176792,32.824000,52.015826,29.488000,56.094479,138.696000,51.222668,66.392000,43.605433,104.248000,57.969633,57.056000,42.191442,1542.dcm
33.355422,49.742003,30.463855,52.750257,169.162651,32.880187,75.289157,39.493622,73.993976,46.802033,56.566265,29.070111,30.957831,41.631188,25.463855,45.833247,163.777108,33.991332,54.289157,25.733614,103.162651,45.849729,44.578313,23.319712,15420.dcm
46.400000,53.395311,55.890909,65.256381,139.709091,46.585911,73.545455,40.788442,107.490909,56.177916,53.836364,35.306994,64.218182,53.128667,48.181818,60.112885,140.618182,47.654035,59.636364,39.774998,109.200000,53.169331,60.745455,40.973441,15428.dcm
31.149606,24.101333,19.181102,24.639437,152.960630,52.267839,52.535433,31.723457,66.889764,45.449296,43.291339,22.862290,28.212598,31.004769,17.850394,33.700614,158.826772,49.407617,88.456693,43.483030,94.905512,60.870984,74.141732,31.566188,15435.dcm
27.293375,40.343373,25.760252,44.527753,171.126183,34.398399,73.826498,43.264401,77.085174,39.514246,68.829653,37.187466,30.580442,45.877285,23.627760,47.192243,165.141956,33.323720,71.000000,38.305402,78.347003,40.947861,65.476341,33.049209,15447.dcm
28.535849,43.359312,27.788679,47.607938,185.898113,46.213612,28.067925,21.635652,67.241509,26.265294,25.943396,23.686730,40.015094,57.870740,35.660377,57.208134,188.456604,44.215029,51.943396,28.959883,66.456604,47.939030,36.332075,21.574639,15465.dcm
54.692308,63.481527,52.637363,68.307884,142.384615,45.689962,76.791209,52.042614,80.043956,49.345024,58.197802,53.284398,50.417582,62.142143,54.703297,72.051138,144.340659,46.671957,65.131868,44.347419,103.714286,54.530580,51.406593,42.378448,15478.dcm
15.903846,25.028338,12.884615,28.710350,105.796703,39.378539,35.008242,20.493833,77.043956,51.058204,33.151099,16.215719,15.379121,22.001107,10.829670,24.530716,107.560440,38.385304,27.706044,12.278399,57.156593,26.738921,28.563187,12.069992,1548.dcm
39.391304,47.007968,37.773913,51.168977,159.330435,40.763916,51.747826,40.469361,63.286957,36.066402,52.852174,38.125886,40.895652,49.726863,38.260870,56.672665,162.226087,41.227240,68.156522,38.395356,80.443478,36.354539,62.652174,34.330704,15490.dcm
21.355114,30.079506,15.471591,33.191567,180.585227,28.666738,79.448864,44.872694,86.383523,40.630334,84.218750,35.758535,26.803977,31.629239,14.130682,27.886624,184.247159,27.850716,59.545455,33.700173,49.463068,23.245838,62.747159,30.585758,15503.dcm
56.742857,42.985230,38.057143,52.758373,140.700000,49.221578,83.171429,40.815233,100.157143,55.793521,58.071429,34.451109,59.971429,52.541487,47.428571,58.209908,141.785714,51.467421,87.685714,45.599880,129.500000,63.384666,65.842857,40.482824,15514.dcm
25.329741,17.855222,12.928879,14.018859,165.400862,54.994236,46.269397,20.614497,99.573276,45.652635,43.687500,16.718589,17.400862,17.398111,8.844828,18.200161,164.448276,55.086556,51.676724,24.888759,101.077586,45.910920,55.655172,23.801502,1552.dcm
32.064935,47.881800,36.480519,53.156326,135.467532,45.233192,43.883117,36.396925,91.064935,45.614326,46.103896,37.063454,38.116883,55.131177,40.038961,55.785407,131.363636,45.585925,34.974026,18.419793,89.506494,37.488112,32.922078,20.110070,15520.dcm
42.087912,48.932527,32.637363,57.555098,131.813187,48.817099,74.362637,46.023790,120.626374,63.334324,65.890110,41.637443,61.461538,51.225928,53.890110,62.226549,136.373626,55.158287,75.098901,47.466726,131.769231,48.663031,72.890110,39.903899,15526.dcm
35.920000,47.421684,29.448000,53.025170,124.440000,58.349669,66.576000,42.885117,113.296000,71.944426,59.512000,40.447221,101.800000,54.601046,46.280000,58.536672,122.912000,64.233071,58.768000,35.195110,135.112000,51.110919,64.288000,38.465489,15533.dcm
29.946809,46.559100,31.212766,50.016744,144.882979,43.216598,49.127660,41.575488,91.500000,53.750469,47.148936,40.614092,53.042553,69.670486,57.989362,71.494265,140.968085,43.639642,40.234043,32.501588,96.436170,50.223492,40.712766,34.587779,15538.dcm
55.493671,63.869031,57.063291,68.477086,119.139241,60.126519,30.848101,29.508403,110.607595,77.830753,31.367089,32.828293,81.974684,52.098520,54.835443,63.880584,113.974684,61.629783,38.987342,41.273166,94.670886,55.074942,42.025316,42.736214,15543.dcm
52.250000,65.635755,58.863636,65.293467,111.977273,43.534263,29.159091,24.210264,67.977273,26.916312,34.090909,27.425008,62.181818,60.163449,63.931818,57.088018,105.431818,43.868937,31.522727,26.141376,60.181818,29.800322,33.181818,27.822755,15548.dcm
38.442623,55.487093,40.721311,61.612534,132.360656,45.677505,36.721311,27.948245,111.508197,57.879940,39.983607,25.523513,53.442623,57.052468,44.688525,56.137492,131.950820,48.952162,53.475410,30.778026,114.852459,48.890639,63.491803,32.484162,15553.dcm
20.960526,29.094990,16.789474,33.548499,140.500000,44.373716,36.118421,23.968294,74.039474,27.901465,33.710526,19.625029,40.052632,48.032460,45.171053,51.226396,139.894737,46.836618,33.868421,15.406788,59.631579,41.412669,32.802632,15.089086,15560.dcm
118.205128,61.924478,59.615385,55.963623,130.820513,61.450396,75.769231,36.473106,149.487179,64.034888,52.051282,34.345726,101.461538,56.696257,76.410256,60.873777,127.051282,60.253827,60.333333,35.887495,164.461538,45.854373,39.282051,28.637433,15565.dcm
59.642857,71.509106,75.357143,73.266244,122.238095,52.102530,56.214286,44.763626,125.309524,60.669230,62.285714,49.730633,76.785714,69.099976,69.000000,75.993260,125.476190,52.010430,56.238095,56.261068,102.809524,56.937809,64.571429,60.322363,15571.dcm
48.765957,48.713989,37.574468,48.761953,138.808511,48.923915,26.276596,22.567485,76.255319,39.969808,18.234043,15.271760,54.234043,52.359216,50.680851,58.120230,138.212766,50.216027,45.234043,36.270249,92.063830,36.599123,45.148936,36.816217,15580.dcm
56.136364,62.186045,62.121212,65.633602,136.969697,44.567311,64.590909,39.253016,108.666667,51.070790,57.348485,39.247339,61.909091,54.993070,44.454545,59.847802,146.045455,40.119603,47.515152,38.186684,88.621212,53.997939,51.772727,35.820834,15589.dcm
137.160714,54.972977,64.196429,64.748021,135.946429,54.540534,134.714286,50.296472,109.732143,54.344186,84.089286,29.014903,141.035714,47.224017,58.017857,55.152183,130.196429,59.981336,52.285714,25.577486,141.375000,54.222961,35.303571,20.833469,15592.dcm
57.942857,62.948998,55.171429,69.540515,121.714286,60.175382,46.357143,39.764902,109.428571,62.025841,31.700000,41.496761,51.242857,55.473309,53.085714,66.338994,123.842857,62.651471,46.242857,47.556354,99.585714,47.151465,45.971429,49.261200,15599.dcm
11.031250,5.973613,6.359375,8.682260,75.109375,25.411336,20.625000,11.870694,36.554688,24.099469,16.523438,12.500686,17.828125,12.915906,10.929688,14.165603,70.132813,20.278522,15.648438,7.937343,24.562500,11.145954,13.406250,7.560192,15607.dcm
55.484848,73.925267,73.121212,66.489547,123.969697,38.088290,81.272727,44.725743,116.030303,58.204105,78.606061,41.364190,71.272727,74.419534,74.121212,70.957187,123.151515,33.845348,65.212121,38.155732,129.969697,58.463923,79.848485,41.442069,15608.dcm
49.276923,55.050973,35.523077,58.054691,143.661538,55.368447,37.261538,22.604809,91.753846,45.872115,23.046154,15.335244,47.030769,51.460230,44.261538,60.628293,143.015385,56.534418,35.000000,32.421540,91.323077,34.807106,37.307692,34.121531,15615.dcm
20.948858,16.157790,9.141553,14.980092,184.950685,56.014063,119.900457,48.914806,104.522374,36.323340,124.891324,46.861811,26.788128,20.680888,12.543379,21.673489,184.752511,55.930013,121.545205,42.312037,106.323288,37.658496,141.808219,47.163915,1562.dcm
49.696429,66.039911,66.946429,66.616520,122.428571,46.705210,50.714286,46.367588,84.035714,46.853336,50.017857,49.442893,60.660714,68.455500,67.589286,74.474835,125.589286,43.990403,44.446429,35.811588,107.392857,37.778627,39.500000,36.029786,15625.dcm
28.938907,44.583153,19.543408,47.766744,184.810289,57.028737,32.443730,18.364127,63.347267,35.983979,33.340836,17.395761,30.871383,38.790956,20.784566,42.798876,180.138264,60.012446,35.800643,17.782344,88.421222,46.382276,35.881029,16.595627,15631.dcm
102.037500,64.469489,60.037500,68.515072,120.987500,60.165488,115.225000,60.559621,100.075000,56.670439,83.312500,43.322340,58.875000,57.992661,59.612500,73.581522,118.800000,58.604748,92.075000,43.693343,134.437500,51.706779,63.025000,43.397478,15637.dcm
135.531646,58.395389,42.987342,54.638320,114.594937,73.336338,67.392405,55.469654,106.987342,70.799372,48.063291,51.503383,51.658228,54.234506,33.291139,60.921166,113.987342,72.118047,99.556962,48.615642,139.924051,51.688855,94.037975,74.177273,15640.dcm
53.796875,56.039436,42.218750,62.685020,131.343750,65.471239,71.359375,60.683244,110.718750,58.532441,43.375000,40.027966,141.140625,58.532278,99.140625,73.520943,126.484375,67.526830,131.437500,50.434894,149.062500,51.536356,90.296875,63.402639,15644.dcm
31.558528,49.512920,23.856187,52.280183,183.508361,52.487350,33.083612,18.585275,65.040134,36.279190,33.595318,17.645277,25.779264,36.099761,18.046823,38.562568,181.100334,54.595062,33.173913,17.633761,85.384615,43.330042,36.591973,16.369703,15649.dcm
59.283582,55.228398,44.343284,59.867670,127.014925,59.540282,121.432836,55.919917,96.746269,54.695671,60.522388,43.509789,56.223881,54.566840,67.059701,65.737974,126.447761,56.389953,105.149254,53.595074,110.746269,50.542015,63.432836,46.508463,15655.dcm
98.214286,44.455377,33.892857,43.477760,149.017857,60.408756,85.589286,56.654865,110.232143,57.284614,93.178571,63.982414,83.589286,53.763718,52.392857,68.605772,132.625000,62.709884,92.107143,64.125354,97.910714,62.762258,62.714286,53.814062,15658.dcm
32.124579,46.385735,26.481481,51.920617,180.060606,57.280984,32.905724,19.279537,67.919192,32.786474,33.612795,18.003798,47.242424,33.906397,23.457912,28.871554,179.077441,59.696621,31.545455,16.547397,84.454545,47.194166,36.491582,15.602563,15664.dcm
58.139535,40.826335,33.186047,46.312734,150.627907,51.911565,107.395349,47.606092,94.279070,59.053376,55.581395,38.191393,45.604651,55.571121,50.441860,57.513685,147.023256,51.427938,88.209302,40.621105,118.534884,46.868788,70.581395,45.908933,15670.dcm
29.798206,43.810090,22.852018,46.015084,184.251121,49.185342,35.641256,16.571616,59.040359,22.763436,34.560538,17.055940,16.681614,21.110007,9.686099,22.406565,190.345291,51.028892,33.977578,17.212358,90.995516,40.609378,42.565022,17.557474,15676.dcm
