angular_Second_Momentrg1,Contrastrg1,Correlationrg1,SoSVariancerg1,inverse_Diff_Momentrg1,sum_Averagerg1,sum_Variancerg1,sum_Entropyrg1,Entropyrg1,diff_Variancerg1,diff_Entropyrg1,info_M_Correlation_1rg1,info_M_Correlation_2rg1,angular_Second_Momentrg2,Contrastrg2,Correlationrg2,SoSVariancerg2,inverse_Diff_Momentrg2,sum_Averagerg2,sum_Variancerg2,sum_Entropyrg2,Entropyrg2,diff_Variancerg2,diff_Entropyrg2,info_M_Correlation_1rg2,info_M_Correlation_2rg2,angular_Second_Momentrg3,Contrastrg3,Correlationrg3,SoSVariancerg3,inverse_Diff_Momentrg3,sum_Averagerg3,sum_Variancerg3,sum_Entropyrg3,Entropyrg3,diff_Variancerg3,diff_Entropyrg3,info_M_Correlation_1rg3,info_M_Correlation_2rg3,angular_Second_Momentrg4,Contrastrg4,Correlationrg4,SoSVariancerg4,inverse_Diff_Momentrg4,sum_Averagerg4,sum_Variancerg4,sum_Entropyrg4,Entropyrg4,diff_Variancerg4,diff_Entropyrg4,info_M_Correlation_1rg4,info_M_Correlation_2rg4,angular_Second_Momentrg5,Contrastrg5,Correlationrg5,SoSVariancerg5,inverse_Diff_Momentrg5,sum_Averagerg5,sum_Variancerg5,sum_Entropyrg5,Entropyrg5,diff_Variancerg5,diff_Entropyrg5,info_M_Correlation_1rg5,info_M_Correlation_2rg5,angular_Second_Momentrg6,Contrastrg6,Correlationrg6,SoSVariancerg6,inverse_Diff_Momentrg6,sum_Averagerg6,sum_Variancerg6,sum_Entropyrg6,Entropyrg6,diff_Variancerg6,diff_Entropyrg6,info_M_Correlation_1rg6,info_M_Correlation_2rg6,ImageName
0.010204,2786.9898,83172337956.1283,1181295.754,0.023498,2180.0306,4737090.8181,4.2719,4.585,1.5023e-05,3.9745,-0.83642,0.99949,0.0044541,5041.1527,157058612919.7583,1204042.1714,0.024219,2189.5155,4778410.3382,4.9038,5.4159,9.2616e-06,4.4751,-0.81198,0.99978,0.0030624,9949.997,215817120801.1819,1207128.1625,0.021626,2182.6167,4753271.6901,5.2096,5.7917,7.2969e-06,4.7155,-0.80787,0.99985,0.0027584,11308.4337,237734629256.6895,1213830.242,0.020427,2185.319,4766785.2162,5.3015,5.896,6.8885e-06,4.776,-0.81229,0.99988,0.0025476,13394.5499,256348022300.0985,1219686.7413,0.01993,2185.0145,4767679.8143,5.3869,5.9753,6.4053e-06,4.8419,-0.81459,0.99989,0.0022098,16602.5784,302344065942.4802,1212577.2006,0.017704,2174.1299,4726548.6514,5.5465,6.1172,5.6654e-06,4.9671,-0.82813,0.99993,4011.dcm
0.076923,2973.8846,19887904030.069,1271260.9221,0.026692,2241.1923,5014244.2465,2.5116,2.5649,7.0144e-05,2.3315,-0.91226,0.99404,0.003333,6747.4959,208971840557.1648,1188309.636,0.024555,2168.7269,4690306.5987,5.1696,5.7069,7.299e-06,4.6189,-0.8014,0.99982,0.0028284,8508.118,236795973785.2384,1174109.2923,0.022322,2156.6459,4640103.3362,5.2957,5.8718,6.6656e-06,4.7119,-0.80208,0.99985,0.0025539,10160.9274,263333590985.1991,1165138.1354,0.022318,2148.5032,4607145.2024,5.3893,5.9735,6.2761e-06,4.7781,-0.80812,0.99988,0.0022469,12452.3844,299840275885.9695,1164451.7768,0.02084,2145.7056,4598140.7635,5.5092,6.1015,5.6088e-06,4.8873,-0.8119,0.99991,0.0020788,17352.9733,328074835292.8936,1156090.8242,0.020159,2132.1656,4548721.8225,5.5903,6.1791,5.1795e-06,4.9709,-0.82159,0.99993,4021.dcm
1,164416.5,941590979.9992,944783.9988,2.6552e-05,1744.5,3167896.5,-2.2204e-16,-2.2204e-16,0.00079745,-2.2204e-16,0,0,1,164416.5,941590979.9992,944783.9988,2.6552e-05,1744.5,3167896.5,-2.2204e-16,-2.2204e-16,0.00079745,-2.2204e-16,0,0,1,164416.5,941590979.9992,944783.9988,2.6552e-05,1744.5,3167896.5,-2.2204e-16,-2.2204e-16,0.00079745,-2.2204e-16,0,0,1,164416.5,941590979.9992,944783.9988,2.6552e-05,1744.5,3167896.5,-2.2204e-16,-2.2204e-16,0.00079745,-2.2204e-16,0,0,0.17143,73396.7643,7204211354.5695,1017269.0416,0.013601,1971.3214,3968313.2875,1.7084,1.7777,0.00015214,1.7084,-1,0.98477,0.17143,73396.7643,7204211354.5695,1017269.0416,0.013601,1971.3214,3968313.2875,1.7084,1.7777,0.00015214,1.7084,-1,0.98477,4036.dcm
0.125,5301.125,540723087.6495,175105.6207,0.0096212,785.4375,617679.0313,2.0794,2.0794,0.0002777,2.0794,-0.97917,0.99134,0.055556,8225.3472,1042541845.4576,153016.7738,0.021597,732.8472,541783.9251,2.8711,2.8904,0.00013106,2.8326,-0.97317,0.99812,0.038462,7562.6731,1418602321.6535,137222.7655,0.015931,703.6538,500857.4823,3.2181,3.2581,9.5297e-05,3.1515,-0.98343,0.99911,0.037037,7542.3241,1463139609.4003,135106.7,0.015355,699.3426,495146.9994,3.2445,3.2958,9.1101e-05,3.1931,-0.98424,0.99918,0.028992,7742.8584,1663226753.8888,119883.0222,0.012307,653.1176,440046.408,3.4911,3.5409,7.1139e-05,3.4293,-0.9771,0.99948,0.018425,8072.7235,2040863163.4607,89050.1739,0.011023,557.532,337093.7183,3.9195,3.9961,4.9688e-05,3.787,-0.97805,0.99977,4046.dcm
1,143251.5,3397717231.9994,1915455.9993,5.9923e-05,2658,7196115.5,-2.2204e-16,-2.2204e-16,0.00051894,-2.2204e-16,0,0,1,143251.5,3397717231.9994,1915455.9993,5.9923e-05,2658,7196115.5,-2.2204e-16,-2.2204e-16,0.00051894,-2.2204e-16,0,0,1,143251.5,3397717231.9994,1915455.9993,5.9923e-05,2658,7196115.5,-2.2204e-16,-2.2204e-16,0.00051894,-2.2204e-16,0,0,1,143251.5,3397717231.9994,1915455.9993,5.9923e-05,2658,7196115.5,-2.2204e-16,-2.2204e-16,0.00051894,-2.2204e-16,0,0,1,143251.5,3397717231.9994,1915455.9993,5.9923e-05,2658,7196115.5,-2.2204e-16,-2.2204e-16,0.00051894,-2.2204e-16,0,0,0.25,98656.9375,16238504118.6206,2123881.4992,8.3403e-05,2897.6875,8504330.2636,1.3863,1.3863,0.00012953,1.3863,-1,0.96825,4053.dcm
0.02439,1264.4207,1968235262.9117,97582.9742,0.037042,609.2012,369773.9733,3.5888,3.7136,5.6911e-05,3.3373,-0.92905,0.99927,0.018868,1590.4292,2293083128.8215,90781.3194,0.032847,584.9387,342578.6798,3.8411,3.9703,4.5305e-05,3.5623,-0.925,0.99951,0.010583,3201.3786,3411021346.1773,75123.1829,0.026643,534.9898,290577.4872,4.3814,4.5486,3.0551e-05,3.9711,-0.91965,0.99981,0.0090503,3184.5892,3730709287.6598,69137.0069,0.028064,507.8087,265679.8513,4.5423,4.705,2.8242e-05,4.0529,-0.92511,0.99986,0.0081325,3151.6161,3916867608.5903,64326.0172,0.027557,487.1184,247948.2224,4.6521,4.812,2.7222e-05,4.0972,-0.92749,0.99989,0.0065298,3067.8044,4284669469.1328,54255.6577,0.029397,438.7419,210550.0378,4.8663,5.0317,2.5245e-05,4.1887,-0.93088,0.99993,4057.dcm
0.0023125,1881.2541,69729872003.6275,1032149.9555,0.058563,2023.8172,4079113.3895,4.8026,6.1065,2.4246e-05,3.8475,-0.56773,0.99662,0.0021361,2411.107,75799890804.5574,1032189.8126,0.055823,2022.2396,4073386.4871,4.8907,6.1842,2.2927e-05,3.921,-0.58242,0.99725,0.0020663,3057.3125,78765221790.7456,1028530.138,0.05424,2016.9899,4053418.5853,4.9428,6.2165,2.1907e-05,3.9832,-0.5947,0.99764,0.0020169,3687.1308,81121535619.5368,1025076.4137,0.053087,2012.2801,4035828.4931,4.9838,6.2401,2.1148e-05,4.0361,-0.60548,0.99795,0.0019775,4518.5565,83257419792.9777,1021671.0689,0.052155,2006.5468,4014971.969,5.0228,6.2594,2.047e-05,4.0845,-0.61454,0.9982,0.0019621,4650.3075,84037002093.476,1020066.4053,0.051791,2004.9575,4009014.1599,5.0385,6.267,2.0221e-05,4.1025,-0.61795,0.99827,4105.dcm
0.5,7619.625,1058197856.5488,559759.9982,0.00085518,1512.625,2293513.1619,0.69315,0.69315,0.00054054,0.69315,-1,0.86603,0.33333,9369.25,1572655383.9707,574934.6649,0.00073395,1505.25,2270489.7513,1.0986,1.0986,0.00035997,1.0986,-1,0.94281,0.1,37430.5,4370263718.3785,529283.1983,0.00079293,1369.05,1904572.6937,2.3026,2.3026,0.00010717,2.3026,-1,0.99499,0.1,37430.5,4370263718.3785,529283.1983,0.00079293,1369.05,1904572.6937,2.3026,2.3026,0.00010717,2.3026,-1,0.99499,0.071429,38118.8214,5783294144.0846,501737.6412,0.00065629,1326.8929,1794214.222,2.6391,2.6391,7.6215e-05,2.6391,-1,0.99745,0.058824,37085.8824,6869816184.7453,481676.7043,0.00056576,1308.7353,1748733.1745,2.8332,2.8332,6.2558e-05,2.8332,-1,0.99827,4121.dcm
0.076923,6929.1923,7416646491.6219,774725.6132,0.038305,1716.9615,2944185.648,2.485,2.5649,9.7067e-05,2.4583,-0.91496,0.99485,0.052632,18749.1711,10725037154.8714,748171.9453,0.032979,1662.1711,2772764.0064,2.8897,2.9444,6.6263e-05,2.835,-0.94979,0.99799,0.043478,18172.0435,12972563142.4638,728811.6066,0.027423,1650.5652,2733905.1365,3.0903,3.1355,5.6344e-05,2.9999,-0.96098,0.99868,0.038462,21577.5288,14415119044.5077,712489.4595,0.024343,1622.8558,2650443.6176,3.2181,3.2581,4.9559e-05,3.1248,-0.96686,0.999,0.033333,29016.75,15640003888.3977,691800.1313,0.021121,1584.5833,2540313.06,3.3665,3.4012,4.1841e-05,3.2857,-0.97216,0.99921,0.033333,29016.75,15640003888.3977,691800.1313,0.021121,1584.5833,2540313.06,3.3665,3.4012,4.1841e-05,3.2857,-0.97216,0.99921,4134.dcm
1,31340.5,746871385.499,859328.9982,0.00012783,1725.5,2992178.5,-2.2204e-16,-2.2204e-16,0.00099108,-2.2204e-16,0,0,0.5,28082.625,1587474661.6544,907906.4981,0.00023532,1776.875,3169127.8337,0.69315,0.69315,0.00049505,0.69315,-1,0.86603,0.2,27249.15,4216357576.1783,970789.1981,0.0070337,1829.35,3351096.4898,1.6094,1.6094,0.00019743,1.6094,-1,0.9798,0.05,24664.1625,14989247966.0557,806928.9482,0.01261,1714.5875,2962840.7212,2.9091,2.9957,5.11e-05,2.9611,-0.99422,0.9987,0.04,26917.44,17387807539.8293,772906.1983,0.010424,1677.56,2841986.062,3.1218,3.2189,4.3461e-05,3.1357,-0.9827,0.99908,0.034483,30502.6034,19551000798.1827,743386.3776,0.0090303,1641.1724,2730354.2363,3.2717,3.3673,3.7355e-05,3.2836,-0.98575,0.99933,4144.dcm
0.5,29490.375,300281452.2652,156028.9991,0.0084019,799.875,668639.4933,0.69315,0.69315,0.00053305,0.69315,-1,0.86603,0.5,29490.375,300281452.2652,156028.9991,0.0084019,799.875,668639.4933,0.69315,0.69315,0.00053305,0.69315,-1,0.86603,0.5,29490.375,300281452.2652,156028.9991,0.0084019,799.875,668639.4933,0.69315,0.69315,0.00053305,0.69315,-1,0.86603,0.5,29490.375,300281452.2652,156028.9991,0.0084019,799.875,668639.4933,0.69315,0.69315,0.00053305,0.69315,-1,0.86603,0.5,29490.375,300281452.2652,156028.9991,0.0084019,799.875,668639.4933,0.69315,0.69315,0.00053305,0.69315,-1,0.86603,0.052721,27145.9028,1485384091.2353,95373.8565,0.0014778,594.3869,392771.0448,2.9152,2.9509,5.8046e-05,2.9152,-0.96265,0.99803,4166.dcm
1,113220.25,221787719.9988,403224.9983,2.6301e-05,1039.25,1140015.25,-2.2204e-16,-2.2204e-16,0.0011574,-2.2204e-16,0,0,1,113220.25,221787719.9988,403224.9983,2.6301e-05,1039.25,1140015.25,-2.2204e-16,-2.2204e-16,0.0011574,-2.2204e-16,0,0,1,113220.25,221787719.9988,403224.9983,2.6301e-05,1039.25,1140015.25,-2.2204e-16,-2.2204e-16,0.0011574,-2.2204e-16,0,0,1,113220.25,221787719.9988,403224.9983,2.6301e-05,1039.25,1140015.25,-2.2204e-16,-2.2204e-16,0.0011574,-2.2204e-16,0,0,1,113220.25,221787719.9988,403224.9983,2.6301e-05,1039.25,1140015.25,-2.2204e-16,-2.2204e-16,0.0011574,-2.2204e-16,0,0,0.1,60572.725,3772431026.8829,530611.3981,0.0018108,1316.775,1782796.1539,2.3026,2.3026,0.00011453,2.3026,-1,0.99499,4200.dcm
1,47167.75,404402643.7489,344568.9986,0.00011209,1348.25,1834582.75,-2.2204e-16,-2.2204e-16,0.001105,-2.2204e-16,0,0,0.33333,58622.5833,1210597877.6353,321955.6653,9.8403e-05,1351.4167,1835278.091,1.0986,1.0986,0.00036751,1.0986,-1,0.94281,0.33333,58622.5833,1210597877.6353,321955.6653,9.8403e-05,1351.4167,1835278.091,1.0986,1.0986,0.00036751,1.0986,-1,0.94281,0.33333,58622.5833,1210597877.6353,321955.6653,9.8403e-05,1351.4167,1835278.091,1.0986,1.0986,0.00036751,1.0986,-1,0.94281,0.2,43495.15,1928120233.1817,351199.3986,0.0030248,1340.85,1811695.1106,1.6094,1.6094,0.00024214,1.5401,-0.95693,0.97598,0.2,43495.15,1928120233.1817,351199.3986,0.0030248,1340.85,1811695.1106,1.6094,1.6094,0.00024214,1.5401,-0.95693,0.97598,4235.dcm
1,396792.5,2186302124.9996,1447208.9996,5.4419e-06,1978,4126092.5,-2.2204e-16,-2.2204e-16,0.00042644,-2.2204e-16,0,0,1,396792.5,2186302124.9996,1447208.9996,5.4419e-06,1978,4126092.5,-2.2204e-16,-2.2204e-16,0.00042644,-2.2204e-16,0,0,1,396792.5,2186302124.9996,1447208.9996,5.4419e-06,1978,4126092.5,-2.2204e-16,-2.2204e-16,0.00042644,-2.2204e-16,0,0,1,396792.5,2186302124.9996,1447208.9996,5.4419e-06,1978,4126092.5,-2.2204e-16,-2.2204e-16,0.00042644,-2.2204e-16,0,0,1,396792.5,2186302124.9996,1447208.9996,5.4419e-06,1978,4126092.5,-2.2204e-16,-2.2204e-16,0.00042644,-2.2204e-16,0,0,1,396792.5,2186302124.9996,1447208.9996,5.4419e-06,1978,4126092.5,-2.2204e-16,-2.2204e-16,0.00042644,-2.2204e-16,0,0,4268.dcm
1,113558.75,1329092738.9997,574563.9998,0.025006,1412.75,2098760.75,-2.2204e-16,-2.2204e-16,0.00037341,-2.2204e-16,0,0,1,113558.75,1329092738.9997,574563.9998,0.025006,1412.75,2098760.75,-2.2204e-16,-2.2204e-16,0.00037341,-2.2204e-16,0,0,1,113558.75,1329092738.9997,574563.9998,0.025006,1412.75,2098760.75,-2.2204e-16,-2.2204e-16,0.00037341,-2.2204e-16,0,0,1,113558.75,1329092738.9997,574563.9998,0.025006,1412.75,2098760.75,-2.2204e-16,-2.2204e-16,0.00037341,-2.2204e-16,0,0,1,113558.75,1329092738.9997,574563.9998,0.025006,1412.75,2098760.75,-2.2204e-16,-2.2204e-16,0.00037341,-2.2204e-16,0,0,1,113558.75,1329092738.9997,574563.9998,0.025006,1412.75,2098760.75,-2.2204e-16,-2.2204e-16,0.00037341,-2.2204e-16,0,0,4288.dcm
1,359198.5,1883911711.9997,811800.9998,0.00011499,1625,2968494.5,-2.2204e-16,-2.2204e-16,0.00034626,-2.2204e-16,0,0,1,359198.5,1883911711.9997,811800.9998,0.00011499,1625,2968494.5,-2.2204e-16,-2.2204e-16,0.00034626,-2.2204e-16,0,0,1,359198.5,1883911711.9997,811800.9998,0.00011499,1625,2968494.5,-2.2204e-16,-2.2204e-16,0.00034626,-2.2204e-16,0,0,1,359198.5,1883911711.9997,811800.9998,0.00011499,1625,2968494.5,-2.2204e-16,-2.2204e-16,0.00034626,-2.2204e-16,0,0,1,359198.5,1883911711.9997,811800.9998,0.00011499,1625,2968494.5,-2.2204e-16,-2.2204e-16,0.00034626,-2.2204e-16,0,0,1,359198.5,1883911711.9997,811800.9998,0.00011499,1625,2968494.5,-2.2204e-16,-2.2204e-16,0.00034626,-2.2204e-16,0,0,4296.dcm
1,149042.75,261400923.9993,131043.9996,4.1217e-05,883.75,904536.75,-2.2204e-16,-2.2204e-16,0.00072254,-2.2204e-16,0,0,1,149042.75,261400923.9993,131043.9996,4.1217e-05,883.75,904536.75,-2.2204e-16,-2.2204e-16,0.00072254,-2.2204e-16,0,0,0.5,180811,631360180.9522,156686.4996,5.1926e-05,968,1091180.0475,0.69315,0.69315,0.00036101,0.69315,-1,0.86603,0.5,180811,631360180.9522,156686.4996,5.1926e-05,968,1091180.0475,0.69315,0.69315,0.00036101,0.69315,-1,0.86603,0.33333,141430.4167,742291258.8421,130033.9996,0.00061498,833.5833,853682.7205,1.0986,1.0986,0.0002405,1.0986,-1,0.94281,0.33333,141430.4167,742291258.8421,130033.9996,0.00061498,833.5833,853682.7205,1.0986,1.0986,0.0002405,1.0986,-1,0.94281,4301.dcm
0.027757,2871.7838,13817675923.5936,726986.3762,0.06063,1683.0676,2825271.6151,3.42,3.5922,5.4446e-05,3.1588,-0.85344,0.99817,0.024376,3307.7857,16113315027.9152,717934.3788,0.053584,1669.7024,2781544.9991,3.553,3.7212,4.6483e-05,3.3064,-0.87616,0.99877,0.022716,4107.2556,17431067078.7266,710945.9312,0.050088,1659.4889,2749330.1018,3.6343,3.7913,4.2856e-05,3.3858,-0.88686,0.999,0.019224,8111.7264,20560693305.6717,690254.9224,0.042695,1624.7925,2644342.1666,3.8174,3.9572,3.5196e-05,3.5753,-0.90162,0.99935,0.018861,9010.787,20982409225.5208,687313.9238,0.04191,1619.5185,2629157.6215,3.8389,3.9761,3.4248e-05,3.6014,-0.90406,0.99939,0.017539,12174.2716,22440356531.1969,674413.5668,0.039116,1593.3233,2554622.9205,3.9148,4.0485,3.1884e-05,3.6719,-0.91266,0.99951,4319.dcm
1,23216.25,43024370.9977,121800.9963,0.00025052,631.75,417935.25,-2.2204e-16,-2.2204e-16,0.0022936,-2.2204e-16,0,0,1,23216.25,43024370.9977,121800.9963,0.00025052,631.75,417935.25,-2.2204e-16,-2.2204e-16,0.0022936,-2.2204e-16,0,0,0.047078,9380.8128,894295158.56,124238.8535,0.017285,654.1439,439791.2361,3.0396,3.0562,0.00014564,2.8005,-0.93483,0.99817,0.039259,9867.8267,1015812449.9001,114613.7354,0.014604,629.9748,411248.477,3.2243,3.2381,0.00011598,3.0128,-0.94846,0.99877,0.030123,9615.2555,1171367556.6945,98175.0516,0.016566,586.9144,362886.754,3.4625,3.5033,9.0636e-05,3.2674,-0.95112,0.99925,0.022649,8869.2324,1352046187.1935,79781.9994,0.013831,524.8159,301759.9355,3.7272,3.7888,6.3654e-05,3.5878,-0.96599,0.9996,4322.dcm
1,15193.25,2408305764.9993,1582563.999,0.12519,2486.75,6198263.25,-2.2204e-16,-2.2204e-16,0.00064185,-2.2204e-16,0,0,0.14286,8878.7857,17530693119.4888,1628910.2847,0.025571,2530.4286,6403999.7419,1.9459,1.9459,0.00010445,1.8469,-1,0.98974,0.1,12955.6,25267196863.0518,1667298.7989,0.018169,2539.5,6450853.6722,2.3026,2.3026,7.0236e-05,2.2333,-1,0.99499,0.0049261,27494.6687,316255208358.264,1428302.5704,0.015974,2358.5037,5575481.32,5.0696,5.3132,5.9155e-06,4.7496,-0.92776,0.99995,0.0045872,32263.2615,331267963607.5894,1416792.1733,0.01578,2339.383,5493059.3488,5.134,5.3845,5.6355e-06,4.7967,-0.92291,0.99996,0.0044444,34193.3178,339795189236.775,1410837.6346,0.015328,2331.2467,5458949.6361,5.1636,5.4161,5.5061e-06,4.8216,-0.92289,0.99996,4370.dcm
0.016528,5103.6639,59973902477.8704,1091269.3922,0.027471,2092.5164,4367909.8912,3.9034,4.1052,2.0065e-05,3.7209,-0.90435,0.99954,0.01005,9477.53,92636792690.4033,1102967.6188,0.023595,2084.035,4336040.3881,4.345,4.6017,1.4248e-05,4.0764,-0.90107,0.99978,0.007905,9249.1161,118450846229.1039,1109666.2114,0.020594,2093.4626,4376473.1256,4.5735,4.8415,1.193e-05,4.2535,-0.90194,0.99986,0.0071173,9598.2252,129903991369.2906,1094756.0839,0.019747,2080.2784,4323358.2634,4.6809,4.9463,1.1202e-05,4.3262,-0.90613,0.99988,0.0062695,10105.1109,152037174105.8863,1106526.7175,0.018647,2086.2828,4352166.8437,4.8197,5.073,1.0152e-05,4.4144,-0.91051,0.99991,0.0053191,15718.1705,183599530294.847,1108748.7748,0.016959,2080.6216,4338049.2978,4.9915,5.2373,9.0426e-06,4.5371,-0.91762,0.99994,4445.dcm
1,78053.5,371639095.9993,201600.9995,0.00042095,1077,1205941.5,-2.2204e-16,-2.2204e-16,0.00075873,-2.2204e-16,0,0,0.11111,27050.3889,3009372763.1378,205943.1106,0.0010926,1009.0556,1031251.0845,2.1972,2.1972,8.3791e-05,2.1972,-1,0.99381,0.11111,27050.3889,3009372763.1378,205943.1106,0.0010926,1009.0556,1031251.0845,2.1972,2.1972,8.3791e-05,2.1972,-1,0.99381,0.055556,25605.7222,5412788217.832,193736.0551,0.0010795,949.4444,920971.8594,2.8904,2.8904,4.5123e-05,2.8326,-1,0.99846,0.041667,26657.9583,6839294292.5148,180193.0828,0.008168,918.7083,870606.3498,3.1636,3.1781,3.5016e-05,3.0914,-1,0.99913,0.027799,29028.6324,9873244223.234,166730.954,0.0057904,892.4425,829688.5382,3.554,3.5831,2.3598e-05,3.4908,-1,0.99961,4468.dcm
1,20262.75,640402411.9989,824463.9978,0.00019381,1684.75,2841418.75,-2.2204e-16,-2.2204e-16,0.0011013,-2.2204e-16,0,0,0.5,74450.625,1064507942.1479,789812.4978,0.00010655,1544.875,2414455.454,0.69315,0.69315,0.00055005,0.69315,-1,0.86603,0.25,50132.25,2230091030.8086,736872.7479,0.0038176,1571.875,2493699.7589,1.3863,1.3863,0.00027442,1.3863,-1,0.96825,0.25,50132.25,2230091030.8086,736872.7479,0.0038176,1571.875,2493699.7589,1.3863,1.3863,0.00027442,1.3863,-1,0.96825,0.076923,37881.75,6298711797.4425,607536.9981,0.0035243,1451.9038,2136633.7478,2.5649,2.5649,8.3596e-05,2.5649,-1,0.99704,0.076923,37881.75,6298711797.4425,607536.9981,0.0035243,1451.9038,2136633.7478,2.5649,2.5649,8.3596e-05,2.5649,-1,0.99704,4478.dcm
0.1,3664.575,10848990075.0797,906710.0986,0.030732,1923.325,3694267.0839,2.2679,2.3026,0.00010674,2.1509,-1,0.99499,0.0095238,3281.6595,80929722418.8468,977837.9128,0.020638,1985.569,3930221.0515,4.3634,4.654,1.638e-05,4.0515,-0.90148,0.99981,0.0026894,4597.7742,157545196426.2573,1017572.7992,0.019275,2003.0227,3999563.304,5.276,5.9228,9.2498e-06,4.617,-0.78617,0.99982,0.002492,4757.3115,171724203465.5952,1009310.2509,0.018468,1994.7216,3967829.4053,5.36,5.9991,9.0215e-06,4.646,-0.796,0.99985,0.0023133,4984.0013,186692616255.4746,995631.4381,0.018463,1980.109,3912185.876,5.4443,6.0732,8.6872e-06,4.682,-0.80301,0.99988,0.0019941,5614.0574,218388979560.2428,964196.3973,0.017898,1948.3543,3793718.1906,5.6151,6.2212,8.1999e-06,4.7498,-0.81345,0.99991,4518.dcm
1,1827.5,835206399.999,802815.9983,0.025324,1801,3245347.5,-2.2204e-16,-2.2204e-16,0.00097087,-2.2204e-16,0,0,0.029412,7700.0735,21928335368.1663,810797.1748,0.021005,1776.6471,3155328.7145,3.4652,3.5264,3.3944e-05,3.3938,-0.91586,0.99899,0.021277,10670.2819,29550463198.5209,778054.5303,0.016417,1730.4734,2999736.354,3.7985,3.8501,2.6113e-05,3.6556,-0.93626,0.99951,0.018868,10999.3396,32267002910.159,772970.8285,0.017111,1725.6038,2982989.8844,3.918,3.9703,2.3793e-05,3.7639,-0.9354,0.99959,0.015152,13804.4432,42060922372.3939,794589.5892,0.015845,1734.8523,3023208.2078,4.1266,4.1897,1.8912e-05,3.9799,-0.94588,0.99975,0.012987,16331.2987,48186165822.0338,761019.4919,0.013692,1692.7922,2889635.0678,4.2718,4.3438,1.6185e-05,4.1291,-0.95536,0.99983,4538.dcm
0.029412,5329.7721,19075863761.6241,920345.5863,0.052981,1888.5074,3559015.2813,3.3837,3.5264,4.7665e-05,3.1325,-0.84878,0.99805,0.02439,7604.9146,22799914498.9101,906474.3883,0.044759,1869.0244,3488968.1402,3.5783,3.7136,3.7887e-05,3.3584,-0.8703,0.9987,0.022727,8364.4886,24490898017.3906,897589.7026,0.041751,1857.375,3447586.3271,3.6582,3.7842,3.5119e-05,3.4296,-0.88134,0.99892,0.019231,13162.4327,28703971523.0926,873560.0173,0.037796,1824.5385,3335858.6753,3.8313,3.9512,2.9541e-05,3.5954,-0.89017,0.99927,0.018182,14264.6591,30427417025.4991,863189.9799,0.035745,1811.9864,3293093.9619,3.8876,4.0073,2.7303e-05,3.6709,-0.8978,0.99938,0.017857,16279.3929,30909892023.0663,859376.516,0.035113,1802.8304,3264702.8173,3.9078,4.0254,2.6624e-05,3.6949,-0.90023,0.99942,4548.dcm
0.029412,5329.7721,18605102773.0031,905061.8215,0.052981,1872.5074,3498947.323,3.3837,3.5264,4.8046e-05,3.1325,-0.84878,0.99805,0.02439,7604.9146,22234393304.8609,891308.7297,0.044759,1853.0244,3429529.8661,3.5783,3.7136,3.8189e-05,3.3584,-0.8703,0.9987,0.022727,8364.4886,23881473249.2389,882501.3389,0.041751,1841.375,3388523.3883,3.6582,3.7842,3.5398e-05,3.4296,-0.88134,0.99892,0.019231,13162.4327,27983100159.8895,858683.4019,0.037796,1808.5385,3277852.0454,3.8313,3.9512,2.9774e-05,3.5954,-0.89017,0.99927,0.018182,14264.6591,29660617405.7487,848406.8526,0.035745,1795.9864,3235490.8017,3.8876,4.0073,2.7518e-05,3.6709,-0.8978,0.99938,0.017857,16279.3929,30128901695.2079,844628.2302,0.035113,1786.8304,3207393.2943,3.9078,4.0254,2.6833e-05,3.6949,-0.90023,0.99942,4556.dcm
0.038462,3168.9327,17476912632.9849,891388.3057,0.038086,1864.875,3469471.8471,3.0964,3.2581,5.3785e-05,3.0348,-0.91465,0.99834,0.015152,2980.928,38547231287.7198,830964.4223,0.034507,1803.6174,3244557.3831,4.0662,4.1897,2.9439e-05,3.6919,-0.9148,0.99965,0.011628,3894.9012,47353453659.8447,803384.4748,0.029031,1771.7151,3133337.8183,4.2976,4.4543,2.3796e-05,3.9018,-0.91381,0.99977,0.010526,4170.4447,50920376000.9674,789283.0086,0.026505,1757.8395,3085678.0905,4.3974,4.5539,2.1877e-05,3.9788,-0.9164,0.9998,0.008547,4834.5085,61887283407.1856,753855.2289,0.02439,1714.547,2942601.5776,4.5996,4.7622,1.8313e-05,4.1386,-0.92732,0.99988,0.0074074,5375.2463,68096103703.4784,725169.9389,0.021699,1678.3278,2826810.7962,4.7387,4.9053,1.6684e-05,4.2327,-0.92246,0.9999,4568.dcm
