Areaorg1,MajorAxisLengthorg1,MinorAxisLengthorg1,Eccentricityorg1,ConvexAreaorg1,EquivDiameterorg1,Solidityorg1,Extentorg1,Perimeterorg1,ConvexPerimeterorg1,Circularityorg1,Roughnessorg1,Elongationorg1,Compactnessorg1,MaxChordLengthorg1,RadialDistanceSDorg1,SecondMomentorg1,ImageName
87.000000,15.977196,8.844627,0.832797,115.000000,10.524820,0.756522,0.478022,48.384776,43.060862,0.589608,0.889967,1.806430,2.141353,16.124515,1.842595,0.237666,12652.dcm
141.000000,13.988768,13.017781,0.366068,144.000000,13.398760,0.979167,0.719388,44.870058,43.727394,0.926663,0.974534,1.074589,1.136277,14.560220,0.420101,0.160674,1270.dcm
43.000000,9.117797,6.300201,0.722875,45.000000,7.399277,0.955556,0.796296,25.899495,25.395623,0.837839,0.980545,1.447223,1.241379,9.219544,0.649254,0.174651,1275.dcm
118.000000,12.922803,11.926372,0.385055,122.000000,12.257335,0.967213,0.756410,41.213203,40.308310,0.912647,0.978044,1.083549,1.145462,13.416408,0.507990,0.162378,1281.dcm
108.000000,16.938543,9.236975,0.838226,135.000000,11.726460,0.800000,0.482143,50.284271,46.168520,0.636710,0.918150,1.833776,1.863077,17.888544,1.684978,0.213871,12837.dcm
473.000000,30.210738,21.030515,0.717919,515.000000,24.540626,0.918447,0.750794,90.183766,84.874524,0.825118,0.941129,1.436519,1.368314,30.265492,2.151918,0.178687,1286.dcm
95.000000,15.308677,8.418627,0.835214,105.000000,10.998080,0.904762,0.659722,41.455844,39.728082,0.756377,0.958323,1.818429,1.439587,16.031220,1.411090,0.199054,1290.dcm
65.000000,12.698699,6.986785,0.835035,72.000000,9.097284,0.902778,0.625000,34.627417,32.746349,0.761724,0.945677,1.817531,1.467969,13.038405,1.181239,0.199428,1291.dcm
81.000000,13.628283,7.726865,0.823737,84.000000,10.155413,0.964286,0.778846,35.556349,34.840134,0.838562,0.979857,1.763753,1.242051,13.601471,1.114217,0.187321,12919.dcm
54.000000,9.712832,7.313740,0.658023,55.000000,8.291860,0.981818,0.750000,27.556349,27.378204,0.905303,0.993535,1.328025,1.119025,9.848858,0.618936,0.168013,12925.dcm
54.000000,10.070220,6.982695,0.720552,54.000000,8.291860,1.000000,0.750000,28.142136,27.607699,0.890314,0.981009,1.442168,1.167106,10.000000,0.609889,0.170718,12927.dcm
53.000000,9.252983,7.890641,0.522291,57.000000,8.214724,0.929825,0.736111,28.142136,27.672882,0.869715,0.983326,1.172653,1.189127,9.486833,0.705008,0.171242,12928.dcm
86.000000,12.394058,9.090520,0.679735,89.000000,10.464158,0.966292,0.710744,35.798990,35.087096,0.877836,0.980114,1.363405,1.185859,12.529964,0.734120,0.169755,12931.dcm
44.000000,8.123838,7.055307,0.495742,46.000000,7.484821,0.956522,0.785714,24.727922,24.371631,0.930879,0.985592,1.151451,1.105892,8.246211,0.329730,0.160664,12933.dcm
80.000000,12.799517,8.383111,0.755668,89.000000,10.092530,0.898876,0.606061,37.798990,35.503146,0.797565,0.939262,1.526822,1.421217,12.806248,0.908019,0.180811,12937.dcm
448.000000,28.642575,20.707118,0.690902,480.000000,23.883285,0.933333,0.702194,85.597980,81.607940,0.845324,0.953386,1.383224,1.301485,29.154759,1.792923,0.173900,1294.dcm
58.000000,9.859919,8.001362,0.584347,65.000000,8.593480,0.892308,0.644444,32.384776,29.330798,0.847208,0.905697,1.232280,1.438944,10.198039,0.650903,0.170876,12940.dcm
59.000000,9.095194,8.578573,0.332230,62.000000,8.667245,0.951613,0.728395,28.970563,28.540481,0.910205,0.985155,1.060222,1.132014,9.486833,0.527762,0.162763,12942.dcm
59.000000,9.707377,7.972537,0.570516,62.000000,8.667245,0.951613,0.737500,29.556349,28.725246,0.898534,0.971881,1.217602,1.178256,10.049876,0.494129,0.164330,12947.dcm
44.000000,8.123838,7.055307,0.495742,46.000000,7.484821,0.956522,0.785714,24.727922,24.371631,0.930879,0.985592,1.151451,1.105892,8.246211,0.329730,0.160664,12948.dcm
63.000000,9.953798,8.558471,0.510598,67.000000,8.956232,0.940299,0.700000,32.970563,30.346665,0.859663,0.920417,1.163035,1.373100,10.198039,0.617278,0.168312,12951.dcm
59.000000,9.095194,8.578573,0.332230,62.000000,8.667245,0.951613,0.728395,28.970563,28.540481,0.910205,0.985155,1.060222,1.132014,9.486833,0.527762,0.162763,12953.dcm
82.000000,12.598116,8.587545,0.731675,84.000000,10.217908,0.976190,0.621212,35.455844,34.808445,0.850461,0.981741,1.467022,1.219978,12.649111,0.799445,0.175146,12960.dcm
66.000000,9.820658,8.888816,0.425169,70.000000,9.166996,0.942857,0.660000,31.213203,30.634036,0.883782,0.981445,1.104833,1.174689,10.198039,0.565861,0.163627,12962.dcm
79.000000,11.557339,9.258586,0.598530,83.000000,10.029253,0.951807,0.658333,34.627417,34.003520,0.858597,0.981983,1.248283,1.207823,12.165525,0.846887,0.171382,12967.dcm
120.000000,16.379840,9.786995,0.801867,128.000000,12.360774,0.937500,0.571429,45.941125,43.616294,0.792672,0.949395,1.673633,1.399626,16.155494,1.301439,0.188238,12970.dcm
132.000000,13.716009,12.441142,0.421017,133.000000,12.964090,0.992481,0.846154,42.970563,42.362336,0.924324,0.985845,1.102472,1.113162,14.764823,0.465754,0.161101,12974.dcm
86.000000,10.779612,10.346846,0.280502,87.000000,10.464158,0.988506,0.710744,34.627417,34.197336,0.924110,0.987580,1.041826,1.109512,11.401754,0.321077,0.160313,12983.dcm
113.000000,12.994490,11.193898,0.507869,117.000000,11.994835,0.965812,0.790210,39.798990,39.041677,0.931604,0.980972,1.160855,1.115465,13.341664,0.436925,0.161224,12989.dcm
116.000000,12.440385,12.104864,0.230680,117.000000,12.153016,0.991453,0.686391,40.284271,39.854190,0.917740,0.989324,1.027718,1.113277,13.341664,0.378017,0.160897,12995.dcm
1031.000000,41.637644,34.440188,0.561995,1229.000000,36.231340,0.838893,0.633292,160.752309,131.933468,0.744318,0.820725,1.208984,1.994555,48.010416,3.055427,0.176840,13.dcm
452.000000,28.825370,20.733116,0.694735,469.000000,23.989670,0.963753,0.779310,84.769553,81.489182,0.855359,0.961302,1.390306,1.265119,29.154759,1.831435,0.173963,1300.dcm
301.000000,24.951896,18.490695,0.671446,377.000000,19.576647,0.798408,0.570076,86.911688,74.997714,0.672481,0.862919,1.349430,1.997009,26.627054,2.360994,0.199717,13011.dcm
106.000000,14.737681,10.674011,0.689520,136.000000,11.617375,0.779412,0.509615,48.183766,43.790403,0.694637,0.908821,1.380707,1.742953,16.124515,1.341199,0.193672,13033.dcm
338.000000,27.556983,18.533249,0.740058,417.000000,20.744999,0.810552,0.541667,94.426407,81.744344,0.635640,0.865694,1.486894,2.099232,30.610456,2.685428,0.203440,13045.dcm
207.000000,17.709156,15.163543,0.516554,215.000000,16.234549,0.962791,0.821429,55.798990,54.240078,0.884178,0.972062,1.167877,1.196940,18.601075,0.729465,0.163309,13059.dcm
86.000000,13.120385,8.732410,0.746344,90.000000,10.464158,0.955556,0.661538,37.213203,36.382101,0.816456,0.977666,1.502493,1.281403,13.892444,0.955364,0.178585,13064.dcm
39.000000,8.295464,6.258764,0.656323,41.000000,7.046726,0.951220,0.812500,24.485281,23.906114,0.857544,0.976346,1.325416,1.223308,8.544004,0.498667,0.168782,13069.dcm
490.000000,31.663196,21.674719,0.728975,569.000000,24.977738,0.861160,0.658602,101.740115,90.973421,0.744007,0.894175,1.460835,1.681042,33.421550,2.611171,0.187460,1307.dcm
307.000000,25.058113,17.996739,0.695837,360.000000,19.770800,0.852778,0.609127,80.426407,73.066670,0.722619,0.908491,1.392370,1.676676,27.294688,2.227024,0.193226,13082.dcm
49.000000,10.245148,6.528136,0.770704,57.000000,7.898654,0.859649,0.700000,29.556349,27.962002,0.787534,0.946057,1.569383,1.418717,10.049876,0.867765,0.184838,13095.dcm
91.000000,12.486945,9.665319,0.633144,93.000000,10.764051,0.978495,0.689394,36.627417,36.271126,0.869219,0.990273,1.291933,1.173171,13.000000,0.727223,0.169420,13101.dcm
78.000000,11.384725,9.316843,0.574701,84.000000,9.965575,0.928571,0.644628,35.213203,34.214755,0.837293,0.971646,1.221951,1.265047,12.083046,0.751503,0.171273,13106.dcm
83.000000,11.635029,9.409722,0.588165,86.000000,10.280023,0.965116,0.685950,35.213203,34.184190,0.892560,0.970778,1.236490,1.188839,11.704700,0.611185,0.166604,13112.dcm
78.000000,10.752858,9.543009,0.460835,82.000000,9.965575,0.951220,0.709091,33.798990,32.999436,0.900101,0.976344,1.126779,1.165475,11.180340,0.486398,0.163483,13117.dcm
67.000000,10.887724,8.327786,0.644175,74.000000,9.236182,0.905405,0.620370,33.798990,32.257980,0.809115,0.954407,1.307397,1.356822,12.165525,0.760710,0.172787,13121.dcm
110.000000,14.301571,10.564379,0.674049,123.000000,11.834541,0.894309,0.625000,44.627417,42.224221,0.775317,0.946150,1.353754,1.440791,16.031220,1.037767,0.178110,13125.dcm
328.000000,30.826917,14.101403,0.889242,356.000000,20.435816,0.921348,0.643137,79.012193,74.924523,0.734236,0.948265,2.186089,1.514623,31.048349,2.992667,0.218461,13129.dcm
124.000000,13.032631,12.286272,0.333552,124.000000,12.565099,1.000000,0.733728,40.870058,40.870058,0.932870,1.000000,1.060747,1.071961,13.601471,0.322676,0.160350,13133.dcm
71.000000,9.956589,9.221017,0.377224,72.000000,9.507892,0.986111,0.788889,30.970563,30.792417,0.940981,0.994248,1.079771,1.075053,10.440307,0.309051,0.159766,13136.dcm
139.000000,13.812963,12.992087,0.339594,141.000000,13.303394,0.985816,0.709184,43.698485,43.342194,0.929829,0.991847,1.063183,1.093221,14.560220,0.353943,0.160488,13139.dcm
172.000000,18.370369,15.558536,0.531694,236.000000,14.798554,0.728814,0.502924,68.284271,58.743896,0.626344,0.860284,1.180726,2.157263,19.849433,1.934942,0.209619,1314.dcm
58.000000,8.882524,8.714279,0.193710,61.000000,8.593480,0.950820,0.716049,28.970563,28.257980,0.912758,0.975403,1.019307,1.151532,9.219544,0.799669,0.163978,13142.dcm
262.000000,38.787634,10.038781,0.965927,329.000000,18.264412,0.796353,0.467857,89.112698,83.405455,0.473284,0.935955,3.863779,2.411949,37.336309,4.904572,0.382297,13144.dcm
69.000000,9.732622,9.364285,0.272505,72.000000,9.373021,0.958333,0.766667,30.970563,30.614272,0.925148,0.988496,1.039334,1.106214,10.198039,0.787189,0.162814,13147.dcm
87.000000,10.741492,10.477284,0.220429,88.000000,10.524820,0.988636,0.719008,34.627417,34.271126,0.930834,0.989711,1.025217,1.096759,11.401754,0.285140,0.159832,13150.dcm
74.000000,10.008599,9.541846,0.301820,77.000000,9.706685,0.961039,0.740000,32.384776,31.494048,0.937529,0.972495,1.048916,1.127821,10.440307,0.272539,0.159250,13152.dcm
87.000000,10.741492,10.477284,0.220429,88.000000,10.524820,0.988636,0.719008,34.627417,34.271126,0.930834,0.989711,1.025217,1.096759,11.401754,0.285140,0.159832,13154.dcm
42.000000,7.753646,7.141509,0.389440,42.000000,7.312733,1.000000,0.750000,24.142136,23.963990,0.919054,0.992621,1.085715,1.104313,8.246211,0.348827,0.161389,13157.dcm
92.000000,11.195686,10.583989,0.326019,93.000000,10.823033,0.989247,0.760331,35.213203,35.035058,0.941872,0.994941,1.057795,1.072540,11.704700,0.248099,0.159441,13159.dcm
212.000000,32.119895,9.614631,0.954148,256.000000,16.429449,0.828125,0.504762,78.769553,70.190422,0.540742,0.891086,3.340731,2.329008,30.463092,3.874466,0.330620,13162.dcm
66.000000,9.539257,9.123166,0.292122,68.000000,9.166996,0.970588,0.814815,30.142136,29.785844,0.934833,0.988180,1.045608,1.095454,9.848858,0.792950,0.162465,13166.dcm
81.000000,10.780669,9.648589,0.446086,82.000000,10.155413,0.987805,0.810000,32.970563,32.792417,0.946560,0.994597,1.117331,1.067967,11.180340,0.258251,0.159453,13169.dcm
42.000000,8.272739,6.624142,0.599040,43.000000,7.312733,0.976744,0.750000,24.142136,23.963990,0.919054,0.992621,1.248877,1.104313,8.544004,0.386037,0.163171,1317.dcm
62.000000,9.974138,8.187647,0.571090,64.000000,8.884866,0.968750,0.775000,30.727922,29.689614,0.883878,0.966210,1.218193,1.211895,10.295630,0.508389,0.165176,13172.dcm
225.000000,36.918292,8.702470,0.971820,257.000000,16.925688,0.875486,0.401786,84.426407,80.856188,0.432480,0.957712,4.242277,2.520950,37.336309,4.915880,0.398896,13175.dcm
1126.000000,54.733145,32.867491,0.799621,1496.000000,37.863805,0.752674,0.518178,235.078210,149.504932,0.633049,0.635980,1.665267,3.905499,59.481089,5.669456,0.226095,13183.dcm
114.000000,12.297482,11.895254,0.253666,115.000000,12.047793,0.991304,0.791667,39.213203,38.856912,0.948808,0.990914,1.033814,1.073371,12.649111,0.229837,0.159023,13194.dcm
389.000000,32.050598,16.367615,0.859771,431.000000,22.255116,0.902552,0.552557,86.911688,82.141053,0.724501,0.945109,1.958171,1.545243,32.388269,2.996786,0.207660,13198.dcm
45.000000,8.045239,7.251738,0.433049,45.000000,7.569398,1.000000,0.803571,24.727922,24.549776,0.938269,0.992796,1.109422,1.081317,8.246211,0.280502,0.159232,13204.dcm
331.000000,27.891314,15.763004,0.824983,384.000000,20.529060,0.861979,0.551667,84.083261,75.089701,0.737695,0.893040,1.769416,1.699735,28.844410,2.338918,0.193303,13206.dcm
84.000000,10.571750,10.229565,0.252365,87.000000,10.341766,0.965517,0.763636,34.384776,33.598404,0.935087,0.977130,1.033451,1.120065,11.180340,0.261343,0.159032,13209.dcm
65.000000,9.522798,8.871364,0.363505,67.000000,9.097284,0.970149,0.722222,30.384776,29.909965,0.913043,0.984373,1.073431,1.130287,10.440307,0.313491,0.160306,1321.dcm
259.000000,27.925920,13.053939,0.884020,304.000000,18.159544,0.851974,0.513889,75.012193,70.734557,0.650499,0.942974,2.139271,1.728837,28.442925,2.950468,0.228667,13213.dcm
438.000000,35.926844,17.692764,0.870331,555.000000,23.615226,0.789189,0.521429,114.225397,92.666370,0.640973,0.811259,2.030595,2.370508,35.468296,3.539061,0.228468,13220.dcm
91.000000,11.218157,10.532078,0.344348,94.000000,10.764051,0.968085,0.827273,36.142136,35.311033,0.917129,0.977005,1.065142,1.142290,11.704700,0.396897,0.160786,13223.dcm
299.000000,30.140469,14.003379,0.885519,353.000000,19.511500,0.847025,0.524561,81.840620,75.927412,0.651754,0.927747,2.152371,1.782612,30.413813,3.146968,0.230325,13227.dcm
399.000000,32.008756,16.850145,0.850223,473.000000,22.539356,0.843552,0.536290,94.911688,85.787462,0.681295,0.903866,1.899613,1.796622,33.541020,3.028095,0.204546,13231.dcm
67.000000,9.826331,8.898117,0.424265,72.000000,9.236182,0.930556,0.744444,32.142136,30.906962,0.881398,0.961572,1.104316,1.227057,10.295630,0.402221,0.161443,13234.dcm
334.000000,30.729160,14.977208,0.873182,376.000000,20.621882,0.888298,0.575862,81.597980,77.278566,0.702810,0.947065,2.051728,1.586363,29.966648,2.994991,0.218176,13238.dcm
314.000000,20.610505,20.527007,0.089922,328.000000,19.994930,0.957317,0.545139,74.911688,70.755725,0.788164,0.944522,1.004068,1.422197,24.738634,1.211744,0.167891,13244.dcm
42.000000,8.162192,6.770614,0.558493,42.000000,7.312733,1.000000,0.666667,24.384776,24.384776,0.887609,1.000000,1.205532,1.126622,9.055385,0.384382,0.163387,1325.dcm
409.000000,23.388941,22.394256,0.288526,422.000000,22.820056,0.969194,0.773157,76.183766,73.397397,0.954052,0.963426,1.044417,1.129254,24.041631,0.470528,0.159823,13252.dcm
113.000000,14.866153,9.796831,0.752141,116.000000,11.994835,0.974138,0.724359,41.213203,39.945400,0.889928,0.969238,1.517445,1.196147,14.764823,0.960586,0.173846,13257.dcm
378.000000,22.433845,21.560555,0.276296,391.000000,21.938198,0.966752,0.747036,74.183766,70.916542,0.944510,0.955958,1.040504,1.158553,23.345235,0.408938,0.159634,13263.dcm
482.000000,25.071727,24.712266,0.168728,499.000000,24.772999,0.965932,0.741538,83.840620,80.548535,0.933559,0.960734,1.014546,1.160518,26.925824,0.605788,0.160350,13271.dcm
98.000000,11.784409,10.730780,0.413308,100.000000,11.170384,0.980000,0.742424,37.213203,36.426831,0.928097,0.978868,1.098188,1.124497,12.369317,0.362578,0.160303,13277.dcm
71.000000,9.824227,9.492209,0.257778,73.000000,9.507892,0.972603,0.710000,31.798990,31.219823,0.915392,0.981787,1.034978,1.133335,10.440307,0.391095,0.161929,13281.dcm
49.000000,8.943303,7.243612,0.586502,52.000000,7.898654,0.942308,0.612500,27.798990,26.789741,0.857964,0.963695,1.234647,1.255024,10.000000,0.485131,0.165543,13283.dcm
79.000000,10.972800,9.460056,0.506675,83.000000,10.029253,0.951807,0.652893,34.627417,33.449318,0.887284,0.965978,1.159909,1.207823,11.704700,0.499938,0.163946,13286.dcm
62.000000,10.452544,7.649446,0.681491,64.000000,8.884866,0.968750,0.775000,29.556349,29.200058,0.913764,0.987945,1.366445,1.121244,10.770330,0.545508,0.166434,13290.dcm
96.000000,14.594035,8.758642,0.799886,97.000000,11.055813,0.989691,0.671329,39.213203,38.812182,0.800839,0.989773,1.666244,1.274628,15.264338,1.123871,0.186870,13292.dcm
102.000000,12.110715,11.002444,0.417910,106.000000,11.396071,0.962264,0.772727,38.384776,37.378204,0.917431,0.973777,1.100729,1.149497,12.649111,0.531811,0.162412,13295.dcm
105.000000,12.214310,11.148746,0.408494,107.000000,11.562446,0.981308,0.867769,38.727922,37.941549,0.916577,0.979695,1.095577,1.136709,13.038405,0.427747,0.161201,13298.dcm
105.000000,12.214310,11.148746,0.408494,107.000000,11.562446,0.981308,0.867769,38.727922,37.941549,0.916577,0.979695,1.095577,1.136709,13.038405,0.427747,0.161201,13301.dcm
47.000000,9.834271,6.576771,0.743478,53.000000,7.735778,0.886792,0.610390,30.970563,27.827899,0.762688,0.898527,1.495304,1.624017,11.180340,0.765190,0.182580,13304.dcm
54.000000,9.065878,7.724988,0.523387,56.000000,8.291860,0.964286,0.750000,27.556349,27.021912,0.929333,0.980606,1.173578,1.119025,9.486833,0.373492,0.161110,1331.dcm
87.000000,11.699425,9.659149,0.564243,89.000000,10.524820,0.977528,0.725000,35.213203,34.604976,0.912961,0.982727,1.211227,1.134180,12.369317,0.527743,0.163440,13311.dcm
77.000000,11.000179,9.092934,0.562765,80.000000,9.901487,0.962500,0.712963,33.798990,32.938827,0.891835,0.974551,1.209750,1.180611,12.041595,0.482125,0.163165,13315.dcm
39.000000,8.713264,6.074933,0.716872,40.000000,7.046726,0.975000,0.619048,24.970563,24.362336,0.825727,0.975642,1.434298,1.272279,9.219544,0.656698,0.176537,1332.dcm
77.000000,11.065695,9.100987,0.568837,80.000000,9.901487,0.962500,0.855556,33.899495,33.143687,0.880844,0.977704,1.215879,1.187643,12.206556,0.528201,0.164457,13322.dcm
91.000000,11.867691,10.186768,0.513046,94.000000,10.764051,0.968085,0.689394,36.041631,35.818755,0.891313,0.993816,1.165010,1.135946,12.369317,0.730706,0.166171,13325.dcm
208.000000,20.318573,16.964006,0.550399,275.000000,16.273716,0.756364,0.495238,73.012193,63.782013,0.642505,0.873580,1.197746,2.039471,21.540659,2.194912,0.209722,13328.dcm
109.000000,13.442850,10.503335,0.624115,111.000000,11.780624,0.981982,0.762238,40.041631,38.678767,0.915569,0.965964,1.279865,1.170542,13.928388,0.710840,0.165346,13332.dcm
77.000000,11.430761,9.053223,0.610514,82.000000,9.901487,0.939024,0.777778,34.142136,33.320328,0.871529,0.975930,1.262618,1.204705,11.401754,0.794401,0.170419,13336.dcm
99.000000,12.828302,10.033304,0.623125,104.000000,11.227231,0.951923,0.692308,40.041631,37.261877,0.896016,0.930578,1.278572,1.288779,13.341664,0.663269,0.165761,13340.dcm
406.000000,27.483996,19.655525,0.698958,457.000000,22.736210,0.888403,0.666667,89.982756,78.793423,0.821781,0.875650,1.398283,1.587021,29.154759,1.777988,0.175345,13346.dcm
49.000000,8.885422,7.250442,0.578062,50.000000,7.898654,0.980000,0.777778,26.727922,26.297841,0.890360,0.983909,1.225501,1.160178,9.219544,0.460222,0.164353,13349.dcm
241.000000,24.038252,15.570249,0.761872,328.000000,17.517155,0.734756,0.507368,89.053824,68.057976,0.653836,0.764234,1.543858,2.618655,25.179357,2.316276,0.212034,13355.dcm
97.000000,12.502837,10.090182,0.590509,101.000000,11.113246,0.960396,0.678322,39.455844,36.854236,0.897443,0.934063,1.239109,1.277148,13.152946,0.618429,0.164604,13359.dcm
47.000000,8.802058,7.158861,0.581821,49.000000,7.735778,0.959184,0.746032,27.556349,26.119695,0.865708,0.947865,1.229533,1.285688,9.219544,0.534975,0.167631,13363.dcm
239.000000,18.831869,16.497557,0.482230,252.000000,17.444319,0.948413,0.702941,60.526912,58.182556,0.887201,0.961268,1.141494,1.219802,20.223748,0.731379,0.163217,13366.dcm
189.000000,17.249336,14.094853,0.576461,191.000000,15.512649,0.989529,0.738281,51.112698,50.578262,0.928419,0.989544,1.223804,1.099983,17.464249,0.645742,0.163207,13368.dcm
113.000000,13.700644,10.648441,0.629227,115.000000,11.994835,0.982609,0.784722,39.798990,39.264553,0.921058,0.986572,1.286634,1.115465,13.892444,0.629341,0.165061,13370.dcm
149.000000,15.491887,12.376951,0.601423,151.000000,13.773623,0.986755,0.760204,45.455844,44.921407,0.927875,0.988243,1.251672,1.103528,15.652476,0.629436,0.163809,13374.dcm
108.000000,12.865118,10.916398,0.529152,112.000000,11.726460,0.964286,0.750000,39.213203,38.540481,0.913691,0.982844,1.178513,1.133003,13.416408,0.529786,0.163202,13378.dcm
81.000000,11.585847,9.141013,0.614418,83.000000,10.155413,0.975904,0.818182,34.142136,33.628152,0.900096,0.984946,1.267458,1.145214,12.083046,0.599476,0.165990,1338.dcm
67.000000,9.649826,9.060954,0.343983,69.000000,9.236182,0.971014,0.744444,30.970563,30.323164,0.915663,0.979096,1.064990,1.139236,10.440307,0.382271,0.160964,13381.dcm
97.000000,11.274556,11.160126,0.142112,100.000000,11.113246,0.970000,0.734848,37.798990,36.498633,0.915015,0.965598,1.010253,1.172138,12.369317,0.377505,0.160436,13382.dcm
104.000000,13.309589,10.305075,0.632868,107.000000,11.507255,0.971963,0.722222,39.213203,38.596094,0.877317,0.984263,1.291557,1.176580,13.416408,0.729061,0.168674,13385.dcm
197.000000,17.419226,14.625339,0.543191,201.000000,15.837556,0.980100,0.827731,52.627417,51.691959,0.926467,0.982225,1.191031,1.118789,17.720045,0.718253,0.163282,13388.dcm
86.000000,12.947541,9.088190,0.712252,95.000000,10.464158,0.905263,0.796296,37.798990,35.963990,0.835550,0.951454,1.424656,1.322063,12.649111,1.030054,0.179918,13390.dcm
71.000000,11.739438,7.836863,0.744550,73.000000,9.507892,0.972603,0.806818,32.142136,31.672882,0.889392,0.985401,1.497977,1.157927,11.704700,0.782748,0.173032,13392.dcm
117.000000,14.181412,11.341013,0.600387,132.000000,12.205287,0.886364,0.642857,46.870058,42.756583,0.804248,0.912237,1.250454,1.494154,15.264338,0.989774,0.174714,13394.dcm
63.000000,10.204493,8.095758,0.608763,65.000000,8.956232,0.969231,0.700000,30.384776,29.598404,0.903678,0.974120,1.260474,1.166169,10.440307,0.553031,0.165681,13396.dcm
126.000000,13.961071,11.641451,0.551990,130.000000,12.666025,0.969231,0.692308,42.870058,41.510076,0.918911,0.968277,1.199255,1.160721,14.560220,0.524790,0.162583,13398.dcm
931.000000,39.635819,30.844618,0.628016,1062.000000,34.429435,0.876648,0.599099,148.267027,119.799290,0.815175,0.807997,1.285016,1.879012,44.271887,2.160613,0.169154,134.dcm
127.000000,14.503983,11.621688,0.598295,130.000000,12.716187,0.976923,0.647959,43.698485,42.912112,0.866670,0.982005,1.248010,1.196518,14.764823,0.778262,0.168682,13401.dcm
72.000000,10.709016,8.685645,0.584964,73.000000,9.574615,0.986301,0.727273,31.798990,31.442699,0.915172,0.988796,1.232956,1.117595,11.180340,0.446911,0.162723,13404.dcm
76.000000,11.613569,8.457781,0.685293,77.000000,9.836982,0.987013,0.767677,32.970563,32.436126,0.907748,0.983790,1.373122,1.138228,11.704700,0.607268,0.167551,13405.dcm
136.000000,14.476713,12.188958,0.539524,139.000000,13.159049,0.978417,0.697436,44.284271,43.275023,0.912587,0.977210,1.187691,1.147493,15.524175,0.583300,0.163364,13409.dcm
81.000000,11.381018,9.377920,0.566595,85.000000,10.155413,0.952941,0.669421,35.213203,34.233015,0.868570,0.972164,1.213597,1.218193,12.083046,0.566291,0.165746,13412.dcm
81.000000,11.360610,9.193069,0.587526,81.000000,10.155413,1.000000,0.750000,33.798990,33.264553,0.919881,0.984188,1.235780,1.122309,12.041595,0.494122,0.162739,13415.dcm
57.000000,10.147625,7.322927,0.692269,60.000000,8.519076,0.950000,0.712500,28.970563,28.427519,0.886353,0.981255,1.385733,1.171734,10.198039,0.633765,0.168786,13417.dcm
74.000000,11.515005,8.325362,0.690847,76.000000,9.706685,0.973684,0.747475,32.970563,32.184190,0.897752,0.976149,1.383124,1.168991,11.661904,0.630891,0.168277,13419.dcm
72.000000,11.220321,8.332004,0.669756,76.000000,9.574615,0.947368,0.720000,32.970563,32.065670,0.879958,0.972555,1.346653,1.201463,11.661904,0.580867,0.167232,13423.dcm
83.000000,10.694893,10.500066,0.190005,87.000000,10.280023,0.954023,0.685950,36.384776,35.316591,0.836239,0.970642,1.018555,1.269263,12.083046,0.636421,0.167143,13428.dcm
84.000000,10.890658,10.019772,0.391839,88.000000,10.341766,0.954545,0.694215,35.213203,34.111637,0.907160,0.968717,1.086917,1.174686,11.180340,0.399445,0.160964,1343.dcm
78.000000,11.647217,8.776900,0.657377,83.000000,9.965575,0.939759,0.722222,34.970563,33.631034,0.866611,0.961696,1.327031,1.247673,12.165525,0.667826,0.168289,13431.dcm
78.000000,11.172732,9.341700,0.548553,80.000000,9.965575,0.975000,0.644628,34.627417,33.841044,0.855888,0.977290,1.196006,1.223308,11.401754,0.615189,0.167813,13434.dcm
123.000000,13.582356,11.674740,0.511048,127.000000,12.514330,0.968504,0.732143,42.041631,40.834472,0.926960,0.971287,1.163397,1.143521,14.317821,0.464916,0.161643,13437.dcm
51.000000,9.180699,7.497432,0.577131,54.000000,8.058239,0.944444,0.708333,27.556349,27.063010,0.875040,0.982097,1.224513,1.184850,9.219544,0.597607,0.168909,13441.dcm
121.000000,13.541309,11.772210,0.494187,128.000000,12.412171,0.945313,0.720238,43.455844,41.037940,0.902868,0.944360,1.150278,1.241942,14.142136,0.721085,0.164920,13446.dcm
53.000000,9.320912,7.542414,0.587543,55.000000,8.214724,0.963636,0.841270,27.899495,27.365058,0.889392,0.980844,1.235800,1.168711,9.848858,0.524957,0.166392,13452.dcm
115.000000,13.250673,11.479106,0.499518,121.000000,12.100518,0.950413,0.684524,42.284271,40.309547,0.889389,0.953299,1.154330,1.237229,14.142136,0.701927,0.165589,13458.dcm
37.000000,7.378269,6.620456,0.441439,37.000000,6.863663,1.000000,0.660714,22.970563,22.792417,0.895016,0.992245,1.114465,1.134832,8.062258,0.320735,0.161491,13462.dcm
38.000000,8.172346,6.099015,0.665611,38.000000,6.955796,1.000000,0.678571,23.556349,23.200058,0.887187,0.984875,1.339945,1.162044,8.544004,0.430531,0.166642,13466.dcm
24.000000,6.189799,5.065433,0.574718,24.000000,5.527906,1.000000,0.800000,17.899495,17.899495,0.941325,1.000000,1.221968,1.062332,6.324555,0.279758,0.159650,1347.dcm
39.000000,7.918526,6.425452,0.584428,40.000000,7.046726,0.975000,0.696429,23.556349,23.200058,0.910534,0.984875,1.232369,1.132248,8.246211,0.377313,0.162376,13472.dcm
128.000000,16.346790,11.381347,0.717806,151.000000,12.766153,0.847682,0.568889,51.112698,47.314312,0.718513,0.925686,1.436279,1.624194,17.492856,1.411476,0.192425,13475.dcm
