angular_Second_Momentorg1,Contrastorg1,Correlationorg1,SoSVarianceorg1,inverse_Diff_Momentorg1,sum_Averageorg1,sum_Varianceorg1,sum_Entropyorg1,Entropyorg1,diff_Varianceorg1,diff_Entropyorg1,info_M_Correlation_1org1,info_M_Correlation_2org1,ImageName
0.029451,11701.2659,3588080771.8316,161272.0932,0.0050392,641.1192,543311.4412,3.504,3.5257,4.5002e-005,3.4056,-1,0.99957,14257.dcm
0.024752,66205.939,28137443261.1823,573552.7873,0.0066857,1300.8348,2174860.1253,3.6912,3.7,1.8326e-005,3.6823,-0.98826,0.99964,14259.dcm
0.014045,14224.0479,14436354943.2653,293815.6688,0.0051151,947.6836,1086083.2707,4.2168,4.2658,2.1616e-005,4.1032,-0.98386,0.99987,14263.dcm
0.0074884,10515.2306,17410705002.3953,187573.96,0.012716,770.5353,721892.4021,4.8427,4.8952,1.6993e-005,4.4437,-0.97513,0.99996,14265.dcm
0.041415,8325.9388,520392215.0849,54538.6892,0.015555,382.4134,205075.1359,3.1583,3.1862,0.00010969,3.0774,-0.98195,0.99903,14268.dcm
0.027654,7583.2303,960084383.7837,69893.625,0.019599,459.1802,255596.2644,3.5517,3.5892,7.5635e-005,3.4103,-0.97559,0.99947,14272.dcm
0.0073106,929.1634,339862463.3644,14733.3313,0.03796,216.5477,54571.8599,4.6759,4.9192,9.5068e-005,3.8095,-0.88353,0.9998,14274.dcm
0.021175,6374.4103,1331239214.9682,69759.4324,0.01722,448.6341,255622.7344,3.7965,3.8552,5.9525e-005,3.6051,-0.97469,0.99968,14276.dcm
0.04265,8922.116,700543959.0125,80230.8454,0.011186,496.5034,292973.1791,3.142,3.1559,0.00010759,3.0692,-0.98098,0.99888,14279.dcm
0.0073106,929.1634,339862463.3644,14733.3313,0.03796,216.5477,54571.8599,4.6759,4.9192,9.5068e-005,3.8095,-0.88353,0.9998,14281.dcm
0.016783,5578.8805,1290149768.953,56338.9663,0.024216,376.9644,201145.704,4.0244,4.0912,5.237e-005,3.7551,-0.96527,0.99977,14284.dcm
0.01445,5125.2409,1317936360.8496,48299.6013,0.030309,340.1488,178604.3853,4.1773,4.2374,4.6436e-005,3.8698,-0.95887,0.99981,14288.dcm
0.029884,8278.1191,879395627.9281,70390.967,0.013848,440.018,250417.2751,3.481,3.511,7.544e-005,3.4147,-0.98513,0.99946,14291.dcm
0.034916,7389.5617,781210683.4427,80939.6957,0.022287,475.3431,273757.5428,3.3439,3.3567,9.4729e-005,3.1951,-0.96676,0.99908,14292.dcm
0.015244,13287.8781,8590829248.2857,181262.17,0.0046148,740.0969,693017.0702,4.1694,4.1847,2.6549e-005,3.9599,-0.99492,0.99987,14295.dcm
0.018272,14089.0203,7773886867.9823,207827.5019,0.0040851,805.5753,780894.2703,3.9839,4.0026,3.0889e-005,3.8081,-0.98726,0.99981,14297.dcm
0.0064541,24169.3486,45275527452.6983,339723.7932,0.0089144,995.2476,1311809.8309,4.9835,5.0442,1.0812e-005,4.6294,-0.97101,0.99996,143.dcm
0.021981,13050.7681,2467746439.3595,110507.2747,0.020055,539.5159,395589.0966,3.7685,3.8177,4.8384e-005,3.5702,-0.97125,0.99966,14301.dcm
0.012866,10580.53,8239797641.4277,185591.1426,0.015183,841.7463,756303.7786,4.2352,4.3533,3.6881e-005,3.8028,-0.95079,0.99982,14305.dcm
0.021659,13759.02,2285757346.9559,106305.9524,0.025204,545.1491,393357.7969,3.7773,3.8332,5.0852e-005,3.5546,-0.94891,0.99958,14312.dcm
0.011948,2845.1674,494289454.5944,25247.8002,0.02635,283.6746,96459.6613,4.1942,4.4293,9.8539e-005,3.504,-0.9096,0.99971,14317.dcm
0.0055335,5048.643,17538285523.073,129866.419,0.022609,621.1232,497015.8477,5.0835,5.1979,1.4149e-005,4.4373,-0.95338,0.99996,14323.dcm
0.0024116,22414.8443,241469096334.972,710713.3513,0.020583,1588.7643,2759701.984,5.814,6.029,5.8364e-006,5.078,-0.92092,0.99998,1434.dcm
0.0048898,5483.674,22234005168.425,129248.0217,0.018793,641.7871,500455.3724,5.1957,5.3221,1.0721e-005,4.5462,-0.94903,0.99997,14342.dcm
0.0073952,6385.7124,15455142653.4982,159707.2557,0.019571,726.2417,608863.7214,4.8144,4.9081,1.4351e-005,4.3841,-0.95067,0.99993,14359.dcm
0.030373,252052.6884,79109875935.1172,1293934.9619,0.0080745,1742.448,4641193.5847,3.4852,3.4954,1.3657e-005,3.4743,-0.98783,0.99946,1437.dcm
0.0026299,31990.0214,426199586892.7905,841735.9177,0.0096034,1696.473,3268968.3797,5.8045,5.9416,3.3763e-006,5.2478,-0.95489,0.99999,14378.dcm
0.0058398,5830.9904,19194948161.8542,142797.0797,0.021673,684.9435,549164.573,5.0327,5.144,1.1513e-005,4.4842,-0.94394,0.99995,14418.dcm
0.0090335,2115.9677,401711196.6338,16959.7682,0.027806,215.1909,59438.379,4.5413,4.707,6.7737e-005,3.9456,-0.91266,0.99982,14428.dcm
0.024427,327448.7715,120792025587.3224,1363634.6017,0.0083906,1510.0278,4813394.2992,3.7048,3.7128,1.0286e-005,3.6288,-0.99322,0.99969,14433.dcm
0.012134,341407.232,459265946599.8636,2211149.8283,0.011226,2175.5376,8310480.1949,4.3918,4.4123,4.5354e-006,4.3332,-0.98844,0.99991,14441.dcm
0.0027285,17336.1422,201123147815.6753,713825.6912,0.02382,1605.2297,2785524.1714,5.6848,5.9057,7.0348e-006,4.9283,-0.91745,0.99998,1445.dcm
0.012283,1154.1529,134618277.4207,11116.8817,0.040939,189.2987,42798.1415,4.2317,4.4001,0.00013375,3.6501,-0.90208,0.99966,14452.dcm
0.02487,33409.4155,3586756680.2197,145921.417,0.022238,537.994,522721.116,3.6779,3.6946,3.9154e-005,3.5238,-0.97393,0.99957,14455.dcm
0.015635,417648.3457,413406135252.5533,2657932.43,0.0064504,2534.1355,9898722.0821,4.1428,4.1586,5.6413e-006,4.1263,-0.98817,0.99985,14464.dcm
0.038188,469407.8383,111760357966.9887,1999834.1107,0.00030223,2090.4057,6861008.9679,3.2664,3.2664,1.4913e-005,3.2412,-1,0.99927,14472.dcm
0.023167,1181.6554,71997562.5995,10850.5254,0.035315,188.307,40318.769,3.6857,3.766,0.0002207,3.2874,-0.95106,0.99948,14476.dcm
0.020553,2747.1247,280893913.369,26468.3105,0.012299,292.6801,93273.335,3.8083,3.8857,0.00011161,3.4807,-0.93269,0.99951,14484.dcm
0.030373,194784.6085,60295980970.486,1055841.2846,0.0086252,1556.5856,3659810.3354,3.4954,3.4954,1.5248e-005,3.4539,-0.99687,0.99953,14494.dcm
0.037749,964.6161,46388376.1369,13343.2881,0.047341,209.8191,46925.3197,3.2118,3.277,0.00032915,2.9531,-0.9503,0.99876,14497.dcm
0.0138,385944.3998,417026332227.3817,2355208.7608,0.0082343,2301.7775,8823874.997,4.2643,4.2833,5.0419e-006,4.2403,-0.98758,0.99988,14509.dcm
0.013294,2751.867,359001073.8328,22824.79,0.012924,268.1864,82151.9192,4.209,4.3206,8.2592e-005,3.7657,-0.91733,0.9997,14514.dcm
0.015523,411440.0538,409362662546.9217,2637320.576,0.0065099,2517.9434,9825813.1108,4.1558,4.166,5.5557e-006,4.1394,-0.98554,0.99985,14523.dcm
0.002538,19381.8894,220091190656.4055,696148.6042,0.022681,1561.692,2699323.4353,5.7698,5.9779,6.6267e-006,4.982,-0.92014,0.99998,1453.dcm
0.021309,1288.1622,72179789.8862,10099.1302,0.036161,175.8622,37237.2258,3.7195,3.8494,0.00020149,3.3766,-0.94098,0.99952,14530.dcm
0.0034341,12677.2192,93896309832.2388,412025.8074,0.016236,1202.1482,1605551.0015,5.4878,5.6746,9.363e-006,4.8598,-0.94623,0.99998,14539.dcm
0.0046359,10811.7207,77048285473.4229,502247.1242,0.017853,1367.6899,1954225.6855,5.1745,5.3747,1.1874e-005,4.6429,-0.93937,0.99996,14541.dcm
0.0035594,12017.9385,91786497400.6251,420235.4303,0.015438,1213.6872,1640022.856,5.4612,5.6388,9.6215e-006,4.8318,-0.94727,0.99998,14544.dcm
0.008373,7996.1014,10108814430.2938,141545.0806,0.011132,669.1769,540544.1827,4.7407,4.7843,2.1787e-005,4.298,-0.96995,0.99994,14547.dcm
0.0028457,11641.1289,103297178650.0436,347197.0947,0.01396,1057.5917,1351694.8059,5.6751,5.8625,8.8647e-006,4.9164,-0.9512,0.99999,14550.dcm
0.0070676,7203.8726,11428661419.8677,133290.2715,0.012055,622.5582,499852.2686,4.8562,4.9534,1.9387e-005,4.3814,-0.96589,0.99995,14553.dcm
0.021325,17173.0053,6558696679.3295,198165.2257,0.0049313,796.0036,761293.3904,3.7899,3.849,3.6014e-005,3.6723,-0.99225,0.99974,14555.dcm
0.022112,6552.5454,1491035829.4397,73842.5978,0.016614,451.874,270235.0057,3.7652,3.8119,5.6995e-005,3.592,-0.98378,0.99971,14557.dcm
0.032055,260943.5068,75808930879.3085,1325883.835,0.0085617,1756.6475,4715079.9899,3.4303,3.4412,1.4456e-005,3.4188,-0.98695,0.9994,1457.dcm
0.0027855,9972.9446,23741921821.1172,92527.7815,0.020648,559.0488,362763.2639,5.5738,5.885,8.1989e-006,4.7556,-0.89797,0.99997,14572.dcm
0.016831,32969.0935,10369105883.1599,227932.6516,0.016863,712.3629,852456.134,4.0476,4.0879,1.9409e-005,3.9821,-0.96233,0.99976,14577.dcm
0.0063809,10381.0263,13438327554.643,119500.7334,0.01838,559.0277,458030.7263,4.9585,5.0555,1.4075e-005,4.5213,-0.96506,0.99996,14582.dcm
0.013257,13380.9696,7888430965.8091,102708.1462,0.012609,510.3065,376124.0485,4.2914,4.3237,1.4781e-005,4.1188,-0.98937,0.9999,14587.dcm
0.027402,5881.232,947878957.5795,64018.3878,0.015949,468.973,246244.6479,3.5592,3.5972,8.576e-005,3.3724,-0.98953,0.99959,14591.dcm
0.0092644,4227.3217,3412004698.9357,42429.6158,0.026206,352.2922,160370.167,4.5691,4.6819,2.2017e-005,4.0533,-0.96628,0.99992,14596.dcm
0.010186,18316.8654,14385063870.0327,187097.1414,0.0075871,738.2471,713848.6835,4.548,4.5871,1.6273e-005,4.3319,-0.98567,0.99994,1460.dcm
0.0026437,14384.895,31458373048.3043,115083.6073,0.019809,606.1345,451849.6462,5.6371,5.9368,7.6815e-006,4.8291,-0.90101,0.99997,14609.dcm
0.018895,64989.6546,47211810651.8449,671233.7742,0.0034355,1352.7578,2506675.0643,3.9633,3.9696,1.4652e-005,3.8731,-0.99497,0.99981,14613.dcm
0.012849,55069.2079,51790389801.1406,511698.5079,0.0082372,1159.2359,1948761.9385,4.342,4.3556,1.0273e-005,4.2279,-0.98566,0.9999,14616.dcm
0.018362,28767.6878,17859655659.8494,475645.198,0.025334,1203.608,1743357.6597,3.9283,3.9978,2.5577e-005,3.8151,-0.96471,0.99972,1462.dcm
0.0077414,41380.5917,121895242796.3727,694907.3591,0.008199,1430.9094,2690582.9641,4.8426,4.8615,6.7353e-006,4.6291,-0.98235,0.99996,14623.dcm
0.0066911,36269.4618,171712844902.4575,846697.022,0.0062498,1670.4842,3295899.149,4.97,5.0071,6.0219e-006,4.7518,-0.98114,0.99997,14627.dcm
0.0056027,41992.9179,268821833429.7163,1020201.3331,0.0037641,1810.372,3939517.9338,5.1398,5.1845,5.1098e-006,4.8714,-0.98423,0.99998,14630.dcm
0.0062506,29245.1675,139154147073.4307,640317.4472,0.0092064,1336.4762,2474624.8665,5.0362,5.0751,6.2991e-006,4.7182,-0.97939,0.99997,14633.dcm
0.0078472,33047.4803,129058222126.6578,728545.6699,0.0046519,1484.0036,2789464.8889,4.8181,4.8479,7.0771e-006,4.5874,-0.98691,0.99996,14639.dcm
0.0058654,43052.904,266681883964.9155,1064606.7238,0.0034,1876.1722,4110498.0387,5.0981,5.1387,5.2514e-006,4.8411,-0.98376,0.99998,14642.dcm
0.0069137,37214.0466,170247701351.0725,873855.0866,0.0053859,1712.936,3393611.2876,4.936,4.9746,6.1062e-006,4.7379,-0.98038,0.99997,14645.dcm
0.011003,43105.6393,96913769177.4533,834267.0001,0.0082081,1618.4636,3201683.6259,4.4912,4.5102,8.8303e-006,4.3714,-0.98077,0.99992,14647.dcm
0.011982,60790.2195,59017305282.8295,515790.5956,0.0040687,1141.0416,1952243.3892,4.3996,4.4246,9.4478e-006,4.2976,-0.9953,0.99992,14649.dcm
0.023572,31133.2792,9883532657.5279,282644.9488,0.011742,856.7178,1047687.2982,3.6919,3.7486,2.8984e-005,3.6578,-0.99349,0.99971,1465.dcm
0.0051096,35468.7135,184161026117.1493,691320.6477,0.0096135,1433.3142,2704277.4222,5.2212,5.2767,5.107e-006,4.9276,-0.97633,0.99998,14651.dcm
0.0073271,39338.6201,122845466043.6477,659277.0895,0.007937,1368.3919,2552282.8053,4.8958,4.9163,6.5256e-006,4.6679,-0.98246,0.99996,14656.dcm
0.0047008,27005.8237,159510682058.5033,549837.1089,0.0080679,1250.8072,2143668.9146,5.3048,5.3601,5.1576e-006,4.9124,-0.97691,0.99998,14659.dcm
0.012352,51614.357,54348008794.8228,514338.7095,0.011133,1144.3583,1959094.3098,4.3816,4.3942,9.4961e-006,4.2819,-0.98423,0.9999,14662.dcm
0.0054797,41485.7821,269932176137.7745,1002787.5682,0.0036831,1788.8609,3871041.6089,5.1612,5.2067,5.1162e-006,4.8754,-0.98463,0.99998,14664.dcm
0.016986,65676.7703,50908734897.4807,652631.0208,0.0031302,1328.0244,2425028.0035,4.0708,4.0764,1.3257e-005,3.9754,-0.99422,0.99985,14667.dcm
0.014727,31689.5711,17963423319.5961,321179.782,0.0158,923.582,1209156.6784,4.1783,4.2188,1.9911e-005,4.0343,-0.98533,0.99987,1467.dcm
0.015286,59457.3535,49279798884.4088,595140.086,0.0081667,1283.9233,2236684.156,4.1762,4.1814,1.1841e-005,4.0833,-0.98462,0.99985,14670.dcm
0.009761,42007.6964,102701980199.0378,765907.5145,0.0068842,1529.5711,2939675.9356,4.6158,4.6296,7.968e-006,4.474,-0.98481,0.99994,14677.dcm
0.0067004,32750.8035,175211499943.7182,853416.2888,0.0061204,1655.393,3281188.8872,4.9684,5.0056,6.1579e-006,4.7353,-0.98306,0.99997,14680.dcm
0.022912,3911.554,482859502.9077,37098.1733,0.0092502,329.4926,138793.6018,3.7529,3.7773,8.9642e-005,3.5353,-0.97449,0.99964,14682.dcm
0.0066471,44388.152,256122066368.5671,1146108.3237,0.0034339,2004.8141,4472336.3952,4.97,5.0138,5.9322e-006,4.7385,-0.98697,0.99997,14685.dcm
0.0072108,31068.9145,141767641881.1642,735670.9599,0.0063971,1510.9046,2841943.5021,4.9001,4.9324,6.8244e-006,4.6315,-0.98273,0.99997,14688.dcm
0.016539,19103.1452,6126481758.4534,149075.2046,0.003681,623.8862,554513.6209,4.0679,4.1023,2.6509e-005,3.9576,-0.99161,0.99985,1469.dcm
0.031754,15487.1132,1272669017.5317,90102.3637,0.018955,496.4871,300458.7781,3.4279,3.4499,6.3392e-005,3.3391,-0.98086,0.99942,14692.dcm
0.017325,6566.0854,683455964.024,41707.7632,0.025064,350.4905,149225.9086,4.0016,4.0559,6.053e-005,3.809,-0.95652,0.99973,14694.dcm
0.035498,8065.0452,445955629.4046,53150.7974,0.024879,417.6852,191908.8849,3.314,3.3397,0.00011065,3.2302,-0.97005,0.99915,14698.dcm
0.013305,20611.8383,11315961131.2388,209690.1346,0.0084889,794.2313,786876.4704,4.2971,4.3202,2.0368e-005,4.1319,-0.98227,0.99989,1470.dcm
0.019525,6855.0633,606654880.0662,41916.0091,0.025494,347.9168,149462.9335,3.9021,3.9364,6.4707e-005,3.7465,-0.95616,0.99966,14702.dcm
0.0081156,5170.3703,4865332873.6438,46361.1982,0.020952,398.0762,174527.5818,4.6703,4.8141,1.2306e-005,4.2464,-0.92758,0.99988,14706.dcm
0.019056,14021.4662,2569850936.8406,93134.8933,0.021226,531.7696,341415.5978,3.914,3.9606,3.8327e-005,3.7634,-0.97629,0.99975,14708.dcm
0.034255,7237.1501,432890483.9853,53248.3968,0.033308,427.4379,195056.8465,3.3266,3.3749,0.00011813,3.2298,-0.96396,0.99912,14711.dcm
0.019339,12000.5735,1889831521.1308,77631.9477,0.015342,448.5854,265796.7559,3.9123,3.946,3.7861e-005,3.7596,-0.96733,0.99971,14712.dcm
0.026896,19217.344,4773737630.479,167569.5893,0.0064121,698.9466,665261.4404,3.6071,3.6167,3.8862e-005,3.4936,-0.98961,0.99959,14715.dcm
0.052458,22038.0018,2996341913.413,196676.9846,0.0010953,804.7681,787897.5278,2.9526,2.9526,7.1545e-005,2.8834,-1,0.99861,14716.dcm
0.018727,16837.4088,5969210113.0889,177577.1957,0.0083352,732.2227,680188.656,3.9518,3.9787,3.2995e-005,3.7504,-0.97087,0.99974,1472.dcm
0.0096158,25648.1227,19427877691.4213,244442.9411,0.0045511,925.7659,926586.6195,4.6009,4.6444,1.4189e-005,4.4187,-0.97697,0.99993,14722.dcm
0.013998,27705.5071,19407538975.9334,298144.0071,0.0051484,1023.3429,1155130.9798,4.2256,4.2693,1.6291e-005,4.1405,-0.98167,0.99988,14724.dcm
0.00976,12405.7122,6849236623.3439,123613.6594,0.01048,647.1842,466828.4184,4.5526,4.6297,2.1298e-005,4.3063,-0.96266,0.99991,14727.dcm
0.0088973,26626.2136,26079552789.0593,253740.3346,0.0075687,898.3946,955169.1653,4.6757,4.7225,1.1556e-005,4.4741,-0.98279,0.99995,14729.dcm
0.0043153,22180.1369,35014415285.2023,198660.1401,0.0065975,816.4416,754919.6325,5.3321,5.4456,8.0188e-006,4.9676,-0.96059,0.99998,14736.dcm
0.016342,11843.2866,4857528667.1376,159217.6648,0.0086861,746.1386,583506.4167,4.0835,4.1145,3.3447e-005,3.8858,-0.96381,0.99977,14739.dcm
0.015883,31900.4422,19417671329.9798,427749.427,0.019519,1124.7932,1567371.2631,4.0825,4.1428,2.1565e-005,3.9771,-0.97479,0.99981,1474.dcm
0.017418,30821.5349,14507939489.8561,275621.4577,0.0051772,886.9997,1051023.2324,4.0149,4.051,2.123e-005,3.9281,-1,0.99985,14742.dcm
0.025683,22541.5526,5572432546.6098,217849.0494,0.0026585,789.589,772293.5988,3.6536,3.6627,3.2115e-005,3.6276,-0.97751,0.99955,14745.dcm
0.01628,21855.4312,7138148002.1411,175459.9693,0.012377,719.9595,678552.1684,4.1012,4.1184,2.677e-005,3.967,-0.98614,0.99984,1475.dcm
0.0059021,39039.9475,61997673340.5804,324595.844,0.005619,962.5369,1227561.9426,5.0814,5.1327,6.2739e-006,4.8698,-0.98113,0.99998,14751.dcm
0.010141,20053.3026,18739979443.9866,261339.9702,0.0078057,899.8742,983497.9619,4.5564,4.5919,1.5583e-005,4.3296,-0.96732,0.99991,14754.dcm
0.018528,11206.7197,4416612544.7341,163686.4467,0.0086385,765.9225,610863.9399,3.9415,3.9887,3.6375e-005,3.7981,-0.96254,0.9997,14758.dcm
0.014612,29794.4413,17003493244.6254,258338.4009,0.0056811,843.0859,979925.1483,4.1708,4.2264,1.7856e-005,4.0629,-0.99885,0.99989,14760.dcm
0.0054735,23058.6316,47187540951.3753,257609.8494,0.010497,914.7332,988564.0908,5.1393,5.208,7.748e-006,4.8013,-0.97382,0.99998,14764.dcm
0.0058833,23865.5445,24464173144.8061,204306.6863,0.0054468,828.6808,768365.0539,5.0561,5.1357,1.0087e-005,4.7888,-0.96249,0.99997,14766.dcm
0.019067,19910.2252,5573999242.4847,161949.8355,0.0043213,642.8124,593441.9028,3.9208,3.9603,2.9466e-005,3.8484,-0.99153,0.9998,1477.dcm
0.017663,23240.3665,6969700303.9623,167964.438,0.0066284,695.0833,618430.1622,4.006,4.0375,2.6553e-005,3.8761,-0.99389,0.99983,14771.dcm
0.011115,48834.1304,48688811843.5209,505355.8207,0.0045055,1313.841,1906955.1258,4.4765,4.4997,1.0345e-005,4.3815,-0.98259,0.99992,14775.dcm
0.0061465,24591.1704,26987776745.148,228933.1653,0.0052361,888.126,863186.7018,5.0068,5.092,1.0084e-005,4.751,-0.96426,0.99996,14786.dcm
0.020462,32406.5359,14576994129.2957,326407.8953,0.0059098,1003.1165,1248570.3353,3.848,3.8905,2.4201e-005,3.7961,-1,0.99979,14790.dcm
0.025538,23367.0809,10642388408.933,417406.1341,0.0097413,1206.4401,1512191.8587,3.6594,3.6688,3.1105e-005,3.6149,-0.94991,0.99939,14793.dcm
0.022801,34621.4768,4742490820.4704,210531.9232,0.021316,857.6319,767285.629,3.7321,3.7861,3.3173e-005,3.7189,-0.93946,0.99945,14795.dcm
0.013522,11595.7491,5196559215.3912,136832.3651,0.010713,683.3631,507209.8304,4.2459,4.3037,2.7254e-005,4.0723,-0.96579,0.99984,14798.dcm
0.01583,31650.3567,17272598828.4584,335576.0514,0.014591,938.1393,1246746.4365,4.1084,4.1465,2.1693e-005,3.9578,-0.9879,0.99985,1480.dcm
0.013123,24174.4675,23365502360.6436,329650.7341,0.0022045,991.5838,1261804.4128,4.3204,4.3337,1.5697e-005,4.1672,-0.98727,0.99989,14801.dcm
0.001694,12703.5677,275324030946.3652,753706.1017,0.035774,1646.3754,2968105.0369,6.0223,6.3873,9.0745e-006,4.8837,-0.88187,0.99998,14803.dcm
0.0011233,5386.124,93569203843.6721,170665.5596,0.021934,729.4066,667412.9394,6.3603,6.7925,9.0079e-006,4.8055,-0.87098,0.99999,14809.dcm
0.0013038,13960.3786,402645814284.4002,699145.3439,0.031584,1542.8448,2766667.3213,6.3146,6.6476,7.1311e-006,5.0558,-0.89646,0.99999,14814.dcm
0.014565,23979.7485,21166558481.3109,343910.5629,0.0022486,1016.8506,1298300.8163,4.2201,4.2298,1.7564e-005,4.0703,-0.98436,0.99987,14818.dcm
0.0219,16224.123,5658606474.4727,188121.2472,0.012745,705.785,680103.7592,3.8073,3.8222,3.2887e-005,3.7056,-0.98398,0.99971,14820.dcm
0.017659,23022.097,18900604443.1995,370991.7164,0.0060344,1056.5775,1397787.9283,4.0262,4.0376,2.0139e-005,3.9233,-0.98776,0.99981,14823.dcm
0.0012099,5954.444,97162079731.6261,183643.3007,0.01873,765.5878,716233.6267,6.314,6.7178,8.3833e-006,4.8589,-0.8792,0.99999,14825.dcm
0.013581,29258.4737,22558593240.3983,427866.1477,0.022661,1129.4084,1578481.1479,4.229,4.2999,1.908e-005,4.1031,-0.96687,0.99985,1483.dcm
0.0017815,12688.658,249772676585.7628,745015.8801,0.037168,1633.5348,2921040.2014,5.9654,6.3372,9.697e-006,4.8342,-0.88022,0.99998,14831.dcm
0.017782,123172.2925,186610642543.3637,1700350.7385,0.0018545,2249.4037,6308051.7666,4.0115,4.0297,9.3736e-006,3.9436,-1,0.99984,14835.dcm
0.020286,25020.7116,9827128721.008,243119.8819,0.0050685,878.2031,925925.5179,3.8663,3.8999,2.464e-005,3.8061,-0.98739,0.99975,14841.dcm
0.019312,2246.0403,343743934.8147,22212.2474,0.034146,266.5727,79091.0529,3.7715,3.9522,0.00010501,3.218,-0.92152,0.99946,14844.dcm
0.016214,14766.7152,5900762949.3858,152080.0858,0.013285,640.1123,578122.8117,4.0885,4.1225,2.8302e-005,3.8986,-0.97341,0.9998,1485.dcm
0.012579,1550.8955,341479858.9085,21955.2522,0.046537,270.5973,82174.4116,4.1012,4.3776,0.00012539,3.3415,-0.88367,0.99955,14850.dcm
0.024064,11033.1993,1115495968.2766,67671.3276,0.012063,423.2603,247532.3875,3.6809,3.7294,6.2578e-005,3.5183,-0.965,0.99954,14855.dcm
0.0094654,16850.4936,14072717309.3304,169554.3444,0.0070623,673.5371,643539.1116,4.6133,4.6606,1.5795e-005,4.3663,-0.98667,0.99994,1486.dcm
0.023419,1868.9842,152836991.8283,19329.1868,0.034765,231.2171,64998.4157,3.659,3.7583,0.00020583,3.0667,-0.93369,0.99942,14861.dcm
0.0054442,18357.476,62394720257.0934,465546.2556,0.021437,1234.2682,1810336.7104,5.0569,5.2134,1.2391e-005,4.5799,-0.943,0.99996,14866.dcm
0.026946,13076.8694,4747021111.351,226354.1155,0.013706,907.4343,893947.1399,3.5871,3.6158,5.2399e-005,3.4482,-0.96823,0.99946,14876.dcm
0.029505,29067.8193,7253560553.0725,274838.1081,0.0099133,930.2466,1035556.0403,3.5248,3.5248,3.989e-005,3.439,-1,0.99956,14881.dcm
0.014877,21665.8725,10221974893.3808,220851.9241,0.012156,792.0621,828819.7881,4.1773,4.2082,2.4136e-005,4.0269,-0.98889,0.99987,14889.dcm
0.012213,10522.9938,8510305803.0647,153365.0085,0.017401,663.1646,574258.7583,4.3676,4.406,2.295e-005,4.1044,-0.97658,0.9999,1489.dcm
0.012065,13473.3543,11122828344.9057,202160.5815,0.020482,787.303,819424.8943,4.3725,4.4181,2.1628e-005,4.1613,-0.96207,0.99987,14894.dcm
0.012674,20586.0857,10110640218.8672,190143.3568,0.014228,706.4805,720010.4606,4.3164,4.3688,2.1238e-005,4.1579,-0.98193,0.99989,14902.dcm
0.017408,20592.2373,5836953198.3238,156781.4239,0.0061575,654.9302,585865.0738,4.0291,4.0539,2.8452e-005,3.8982,-0.98646,0.99981,1491.dcm
0.021421,27228.2062,8167139396.7905,215482.8216,0.011622,786.1209,832391.7942,3.8369,3.8441,2.8444e-005,3.738,-0.99227,0.99976,14911.dcm
0.0038283,17025.8477,77205363810.5277,402620.1825,0.01998,1075.9329,1550160.4781,5.4034,5.5654,1.0732e-005,4.7261,-0.93547,0.99997,14920.dcm
0.026361,19873.5647,2947887576.8793,124205.4948,0.0062022,545.6092,462862.4663,3.6184,3.6367,4.507e-005,3.4879,-0.9899,0.99961,14926.dcm
0.018891,24729.6547,5381282992.0438,158450.4815,0.014635,605.4222,579537.176,3.9508,3.9697,2.8151e-005,3.8644,-0.98251,0.99979,1493.dcm
0.0057651,18072.6148,60365637211.2224,484488.4301,0.022398,1268.3166,1876137.5315,5.001,5.1561,1.2894e-005,4.538,-0.94181,0.99995,14934.dcm
0.024879,14085.7283,8119002147.0414,303452.0262,0.012822,1057.3956,1221128.0231,3.6682,3.6944,4.1199e-005,3.5386,-0.97123,0.99954,14945.dcm
0.016043,24073.6168,10188037171.0812,233987.7286,0.012844,837.4887,879333.6307,4.0952,4.1338,2.5208e-005,3.9851,-0.99059,0.99986,14949.dcm
0.019185,32107.8033,15890733274.1341,456064.2771,0.01979,1135.4308,1622894.042,3.8953,3.9548,2.7126e-005,3.7763,-0.96458,0.99969,1495.dcm
0.0065478,19665.8649,55272636539.4713,516800.2209,0.023863,1327.5439,1974175.4106,4.8748,5.0287,1.41e-005,4.4537,-0.94063,0.99994,14955.dcm
0.039968,27320.7772,1772743988.163,129901.5563,0.013088,573.2009,450771.1119,3.1975,3.2243,6.0676e-005,3.1709,-0.98244,0.99899,14969.dcm
0.014448,20494.7212,10136133364.9716,211406.0902,0.01584,754.0841,787601.237,4.2077,4.2374,2.3942e-005,4.0396,-0.98815,0.99988,14974.dcm
0.018438,35257.3095,14904757690.6881,353666.7137,0.014336,984.0038,1306203.1878,3.9615,3.9935,2.3485e-005,3.8764,-0.98227,0.99979,1498.dcm
0.031029,20104.7944,2658057098.2016,136566.5482,0.004934,566.7681,493569.6115,3.4519,3.4732,5.3262e-005,3.329,-0.98757,0.99946,14980.dcm
0.051233,14269.4992,404513375.99,66954.8432,0.026872,405.9165,222142.0727,2.9599,2.9772,0.00011197,2.9395,-0.94,0.99757,14985.dcm
0.022607,25693.8809,7458006625.4901,221342.6972,0.013407,770.3078,818077.3106,3.7897,3.7897,3.1081e-005,3.6704,-0.99179,0.99973,14990.dcm
0.048385,34851.827,1663574338.0303,136437.1737,0.017971,550.9293,479567.8697,3.0306,3.0306,6.6086e-005,3.0148,-0.97783,0.99865,14995.dcm
