gabormean_0_0otsu1,gaborSD_0_0otsu1,gabormean_0_1otsu1,gaborSD_0_1otsu1,gabormean_0_2otsu1,gaborSD_0_2otsu1,gabormean_1_0otsu1,gaborSD_1_0otsu1,gabormean_1_1otsu1,gaborSD_1_1otsu1,gabormean_1_2otsu1,gaborSD_1_2otsu1,gabormean_2_0otsu1,gaborSD_2_0otsu1,gabormean_2_1otsu1,gaborSD_2_1otsu1,gabormean_2_2otsu1,gaborSD_2_2otsu1,gabormean_3_0otsu1,gaborSD_3_0otsu1,gabormean_3_1otsu1,gaborSD_3_1otsu1,gabormean_3_2otsu1,gaborSD_3_2otsu1,gabormean_0_0otsu2,gaborSD_0_0otsu2,gabormean_0_1otsu2,gaborSD_0_1otsu2,gabormean_0_2otsu2,gaborSD_0_2otsu2,gabormean_1_0otsu2,gaborSD_1_0otsu2,gabormean_1_1otsu2,gaborSD_1_1otsu2,gabormean_1_2otsu2,gaborSD_1_2otsu2,gabormean_2_0otsu2,gaborSD_2_0otsu2,gabormean_2_1otsu2,gaborSD_2_1otsu2,gabormean_2_2otsu2,gaborSD_2_2otsu2,gabormean_3_0otsu2,gaborSD_3_0otsu2,gabormean_3_1otsu2,gaborSD_3_1otsu2,gabormean_3_2otsu2,gaborSD_3_2otsu2,gabormean_0_0otsu3,gaborSD_0_0otsu3,gabormean_0_1otsu3,gaborSD_0_1otsu3,gabormean_0_2otsu3,gaborSD_0_2otsu3,gabormean_1_0otsu3,gaborSD_1_0otsu3,gabormean_1_1otsu3,gaborSD_1_1otsu3,gabormean_1_2otsu3,gaborSD_1_2otsu3,gabormean_2_0otsu3,gaborSD_2_0otsu3,gabormean_2_1otsu3,gaborSD_2_1otsu3,gabormean_2_2otsu3,gaborSD_2_2otsu3,gabormean_3_0otsu3,gaborSD_3_0otsu3,gabormean_3_1otsu3,gaborSD_3_1otsu3,gabormean_3_2otsu3,gaborSD_3_2otsu3,gabormean_0_0otsu4,gaborSD_0_0otsu4,gabormean_0_1otsu4,gaborSD_0_1otsu4,gabormean_0_2otsu4,gaborSD_0_2otsu4,gabormean_1_0otsu4,gaborSD_1_0otsu4,gabormean_1_1otsu4,gaborSD_1_1otsu4,gabormean_1_2otsu4,gaborSD_1_2otsu4,gabormean_2_0otsu4,gaborSD_2_0otsu4,gabormean_2_1otsu4,gaborSD_2_1otsu4,gabormean_2_2otsu4,gaborSD_2_2otsu4,gabormean_3_0otsu4,gaborSD_3_0otsu4,gabormean_3_1otsu4,gaborSD_3_1otsu4,gabormean_3_2otsu4,gaborSD_3_2otsu4,ImageName
107.514286,55.161356,65.242857,59.886471,121.385714,51.553910,80.114286,60.066519,121.685714,61.724855,73.928571,52.374438,90.742857,61.799978,77.557143,76.488634,131.271429,53.265515,84.857143,54.466925,110.057143,59.640684,74.857143,50.457124,114.981818,57.752502,65.036364,60.387319,135.963636,46.347705,75.854545,52.684743,128.509091,63.697163,72.254545,45.861393,88.381818,64.762384,67.018182,73.435154,147.454545,45.626023,95.818182,54.479725,116.345455,62.261164,83.636364,51.139375,118.756757,53.287692,58.864865,45.714186,157.810811,37.806406,70.810811,50.468273,137.054054,62.088175,67.243243,44.615272,75.000000,51.582189,51.081081,49.937393,167.513514,37.560782,99.837838,53.179211,131.000000,57.597261,87.837838,46.798334,123.235294,58.689362,55.176471,35.375195,186.000000,28.242256,70.882353,49.788154,158.823529,58.665615,68.764706,39.817599,72.941176,45.766350,36.411765,31.412694,188.352941,30.302519,103.352941,57.542312,156.411765,46.221016,93.294118,51.024216,1886.dcm
52.367347,54.157348,40.459184,65.494026,140.561224,56.392598,49.061224,34.369675,104.693878,41.852073,40.806122,34.424775,55.459184,49.113621,33.448980,60.629536,135.204082,57.099652,57.836735,41.464851,123.918367,60.665667,44.765306,42.983526,55.301370,58.512507,41.534247,68.882767,162.821918,46.034812,50.068493,38.797669,101.767123,44.638213,39.712329,38.890687,61.739726,53.996921,40.465753,67.723105,158.150685,46.703162,65.246575,44.068690,143.780822,51.673990,51.808219,47.027668,52.020408,55.065298,38.346939,63.169597,182.816327,40.775132,50.122449,42.598725,93.530612,41.646880,37.265306,41.712196,62.959184,57.983460,45.551020,72.462364,179.346939,42.036468,67.000000,49.802527,149.551020,55.454208,58.653061,51.524085,32.541667,17.189428,13.583333,20.006340,214.083333,20.308312,32.500000,14.419190,88.041667,25.143897,22.708333,14.727907,39.708333,20.345877,14.041667,20.539420,213.333333,20.792278,43.166667,24.672933,143.041667,63.320770,42.250000,27.849362,1895.dcm
53.767442,46.744738,33.775194,53.900116,125.147287,58.140065,102.627907,50.413303,106.062016,56.416386,78.449612,44.857406,77.751938,60.129162,52.093023,65.193156,117.348837,58.574425,95.333333,45.936664,116.441860,56.495700,77.852713,41.225770,56.694737,48.349145,33.473684,55.555577,148.631579,47.441577,94.642105,42.202631,109.010526,58.053624,69.800000,38.770081,68.989474,58.134198,37.378947,60.241214,140.357895,49.392677,98.978947,44.861010,127.536842,56.202675,79.694737,36.446718,48.566667,26.902439,24.183333,28.448879,176.116667,34.502808,86.700000,43.124691,111.050000,56.156689,69.666667,39.040469,49.350000,30.301214,14.083333,21.781886,168.516667,37.218317,91.750000,43.943579,137.100000,52.836717,73.450000,34.541267,42.285714,15.913789,17.642857,17.556711,205.500000,20.010183,74.392857,39.395750,105.821429,51.318940,59.392857,34.740668,36.821429,14.892339,9.071429,13.229956,198.392857,24.233951,76.857143,40.853591,115.107143,38.069468,63.250000,29.397184,1896.dcm
68.275862,61.409981,77.482759,72.213922,120.706897,49.946290,71.379310,43.188622,125.913793,53.324325,61.189655,45.412904,55.568966,64.192176,53.689655,69.530558,128.655172,46.614715,67.862069,44.903190,112.655172,65.091987,61.448276,48.539791,66.130435,64.946682,72.021739,74.063783,136.108696,42.730280,73.652174,37.651158,140.652174,47.200856,59.695652,38.393790,56.195652,63.725320,51.847826,69.877661,141.913043,42.286760,65.086957,38.340478,120.108696,64.726168,60.130435,42.594527,59.718750,62.226555,61.343750,73.972798,156.343750,33.477589,66.843750,30.604774,145.281250,48.397703,49.062500,32.576399,55.562500,57.939311,43.000000,67.549743,160.281250,33.917580,63.718750,38.233775,135.218750,57.281272,53.406250,43.179938,41.214286,27.574176,47.714286,48.891447,183.642857,21.367146,64.428571,23.197196,153.357143,52.317973,46.642857,22.862826,40.428571,34.110035,30.357143,46.952688,183.500000,21.830642,65.642857,35.456598,167.785714,30.473642,60.357143,35.090229,1902.dcm
67.202128,63.405773,58.914894,69.927714,139.936170,49.677846,69.085106,42.436711,108.117021,59.588167,63.946809,43.328792,46.978723,59.608396,43.159574,64.895168,139.904255,43.520622,43.297872,35.990390,86.361702,54.527462,38.957447,37.267967,62.913043,56.546633,54.971014,64.808081,157.666667,44.297014,68.942029,47.076560,115.507246,62.924236,64.898551,48.172528,50.985507,62.814969,45.028986,68.553966,155.927536,37.602534,47.188406,39.397400,95.492754,58.312198,38.913043,41.435187,62.500000,57.998755,60.760870,65.826433,171.478261,43.007358,74.782609,50.400579,126.239130,61.230052,73.956522,53.660644,52.043478,65.755762,43.326087,71.055238,167.173913,35.883951,53.130435,44.973873,106.391304,62.248419,45.086957,48.541769,54.576923,47.384532,58.923077,55.415466,183.538462,39.537558,71.230769,46.482089,127.769231,64.753877,77.038462,47.626447,45.884615,51.835376,31.692308,57.551208,178.653846,32.209244,51.115385,36.165538,108.230769,61.509874,44.115385,43.568178,1903.dcm
61.154286,43.169463,38.114286,51.834380,133.417143,57.660548,84.462857,48.483408,96.880000,53.851354,97.480000,48.418653,42.211429,45.640850,30.440000,52.938542,133.348571,58.313054,82.280000,48.014323,99.434286,56.746917,65.857143,41.078522,58.809160,39.036101,29.503817,45.259317,154.893130,48.766674,87.923664,49.638945,104.343511,55.553131,99.114504,45.982713,44.167939,49.772892,30.916031,56.918706,154.282443,51.063200,86.473282,50.991452,105.458015,56.073065,67.984733,43.453775,52.727273,24.207782,17.556818,26.274789,179.556818,36.781385,90.420455,52.096224,103.704545,60.531774,102.238636,44.779150,45.943182,53.876265,31.704545,60.670991,180.215909,39.098887,91.897727,53.887076,108.806818,51.697808,72.250000,41.337203,46.893617,16.123483,10.127660,5.936684,204.829787,25.614465,78.148936,49.210276,93.957447,58.582516,99.021277,44.610629,34.404255,28.244014,20.127660,34.025960,209.170213,22.618114,90.914894,54.186806,104.595745,47.011405,68.702128,40.056436,1909.dcm
65.647059,47.301637,38.080882,56.199256,116.441176,58.334256,67.007353,40.650725,120.433824,60.470464,59.000000,43.072549,61.485294,48.193743,46.801471,62.727372,125.183824,61.792748,43.183824,36.610098,81.110294,60.710445,42.963235,36.732750,69.333333,41.783569,32.718750,49.862274,139.062500,52.745828,66.135417,40.293037,127.354167,60.007540,54.489583,39.880346,58.489583,46.880137,37.375000,58.776696,148.729167,56.085363,39.656250,36.660269,88.145833,61.690224,37.614583,36.359425,64.142857,27.647468,18.730159,21.678893,165.714286,41.703032,63.952381,27.886538,130.809524,60.595395,47.285714,22.825727,48.857143,22.054812,21.809524,32.553112,177.476190,41.343899,34.000000,23.814471,93.380952,59.818658,31.444444,18.841253,62.363636,25.712130,14.333333,10.737396,197.181818,27.073343,69.303030,24.964331,124.727273,57.885271,48.121212,22.339368,49.242424,24.062458,20.363636,31.681834,205.060606,27.970899,31.424242,21.851817,95.909091,57.355996,27.333333,17.296435,1920.dcm
89.360000,52.389817,60.120000,68.450803,120.013333,54.510969,89.640000,62.913420,91.013333,63.955325,64.973333,48.567583,75.240000,61.227056,56.253333,74.906265,112.720000,53.047291,73.413333,45.532612,139.346667,55.500059,64.826667,42.382548,95.696429,53.908650,58.428571,72.922090,135.982143,51.523866,89.071429,62.700691,100.821429,63.286968,57.785714,41.199168,74.589286,59.643113,50.285714,71.347986,127.071429,50.815838,64.464286,40.418252,145.500000,56.121297,58.000000,36.732943,107.486486,50.954567,61.729730,76.859774,160.351351,40.780044,93.297297,60.311628,115.567568,53.010764,57.756757,42.720282,53.918919,36.401601,24.351351,43.311030,151.189189,38.218551,53.000000,34.377803,142.027027,54.024422,49.648649,34.956494,100.473684,26.017875,45.368421,47.630768,190.842105,21.013919,77.105263,25.477430,110.105263,33.194536,45.473684,35.158954,40.631579,25.749241,9.263158,4.794002,179.315789,19.711961,36.578947,26.573412,131.736842,56.726284,42.210526,24.036035,1923.dcm
86.904762,58.673470,82.833333,68.345220,131.571429,49.752628,101.380952,50.858461,144.119048,50.389315,99.642857,55.726169,73.500000,69.901411,68.857143,75.162773,134.047619,45.257503,117.761905,49.975999,147.428571,43.744905,65.047619,44.406082,90.866667,60.277367,72.533333,64.077396,151.800000,40.387263,106.400000,55.767745,163.333333,38.848364,100.333333,52.806304,80.433333,75.488608,72.500000,82.179262,155.466667,34.186843,111.533333,47.876806,152.033333,48.371040,55.833333,33.398413,70.052632,46.015062,52.105263,31.458782,175.473684,24.934065,103.789474,58.398610,182.631579,25.638969,97.631579,51.221969,85.421053,79.915452,83.263158,84.326641,173.736842,28.301633,107.526316,46.013728,152.052632,50.861985,41.315789,27.276471,60.666667,43.321473,55.666667,26.286879,194.000000,17.564168,104.444444,55.980155,198.111111,18.306040,98.444444,41.279871,52.222222,51.453323,60.666667,53.693575,197.444444,13.163502,85.555556,22.528377,145.777778,52.824658,24.444444,16.614084,1938.dcm
63.089552,57.019064,56.044776,68.081598,138.716418,57.634377,107.955224,51.890162,148.820896,60.525458,89.656716,47.326254,69.850746,53.950947,66.044776,70.663615,136.208955,56.703518,117.537313,55.820418,101.358209,63.019165,86.671642,50.604643,62.940000,61.696562,54.280000,72.550346,160.200000,47.866737,114.120000,45.443681,160.620000,62.990407,86.700000,37.230802,76.920000,57.112792,72.180000,76.183905,158.520000,46.578106,119.940000,53.285680,109.640000,63.866493,75.260000,39.011150,62.558824,63.947038,53.588235,75.257585,183.235294,35.882011,119.500000,43.211425,160.911765,68.113705,84.676471,34.887456,72.705882,49.283060,68.323529,72.713102,180.647059,37.815247,134.411765,49.492036,123.264706,59.508242,78.176471,41.275476,58.333333,57.708191,52.388889,69.385656,206.388889,28.263755,119.555556,47.084682,153.166667,68.634797,78.055556,37.177590,56.111111,12.587991,47.055556,44.421076,206.555556,26.057001,138.055556,53.646416,129.888889,52.442561,65.666667,35.864123,1946.dcm
76.931507,53.528634,49.643836,63.155973,134.671233,54.038324,70.876712,41.134584,115.671233,67.105442,43.794521,42.543755,83.520548,54.938377,61.972603,68.313203,134.315068,54.947166,62.589041,39.795950,124.534247,69.031410,48.534247,38.415160,78.314815,57.002093,51.462963,63.552300,155.611111,44.494399,64.277778,28.432254,122.851852,65.978958,33.092593,19.716164,84.592593,58.791451,60.092593,71.054130,154.555556,46.170997,57.074074,30.081557,135.444444,72.387757,42.259259,30.300498,74.432432,48.879978,43.729730,48.572196,175.432432,37.390240,67.000000,31.428932,134.729730,68.391296,33.108108,21.422708,72.297297,43.494486,44.486486,53.412245,176.864865,35.316161,55.972973,29.261737,139.189189,77.758114,43.162162,30.261374,83.833333,39.099045,37.277778,26.370227,203.444444,23.887536,75.444444,31.427268,136.000000,74.548050,36.722222,19.277556,66.833333,30.586906,27.722222,29.883707,203.444444,23.195391,54.055556,22.835659,164.444444,65.793994,39.611111,24.975609,1949.dcm
69.881890,59.092155,40.637795,63.574062,134.354331,52.481671,81.448819,45.827785,119.834646,65.374108,95.047244,47.569641,51.299213,54.821835,45.000000,62.953624,145.070866,54.579661,90.937008,54.402198,107.196850,64.720650,82.661417,49.374375,54.043011,36.658505,17.591398,26.380673,155.838710,42.338001,83.236559,44.104963,129.956989,63.854269,94.870968,45.550313,56.430108,59.510211,48.344086,68.112678,167.688172,43.819784,86.483871,51.193285,107.043011,70.067966,75.849462,44.295438,53.118644,36.289110,9.762712,8.765801,178.118644,33.288232,79.796610,39.380014,135.593220,65.345268,92.847458,44.132174,57.118644,59.676740,46.305085,68.319295,190.915254,33.020520,72.644068,36.538955,98.440678,65.110853,64.881356,34.010690,59.206897,37.063054,10.241379,9.912673,200.379310,24.100109,77.551724,27.324226,149.448276,56.489308,90.551724,33.769794,36.034483,25.414398,17.793103,28.972129,212.000000,20.497387,70.241379,35.013931,97.655172,68.392395,63.103448,32.188446,1956.dcm
46.741627,50.957375,41.023923,55.994715,150.009569,54.009881,96.023923,52.246866,87.636364,54.823509,79.138756,41.926732,54.727273,41.852962,25.172249,49.174816,142.645933,54.015035,72.837321,41.849230,106.454545,60.932017,66.229665,33.114529,43.295302,51.389281,36.375839,55.200430,175.536913,39.137582,101.617450,50.236145,96.221477,58.325490,81.362416,40.704475,49.268456,23.759388,13.107383,21.214841,167.583893,40.460708,72.375839,42.795629,117.496644,62.835868,69.006711,34.763000,42.465347,51.952779,35.287129,55.839831,194.029703,29.280183,106.346535,48.069416,100.881188,61.915796,83.435644,41.511785,51.653465,23.047098,10.039604,9.285387,186.415842,30.592897,67.653465,41.791730,123.801980,64.820679,67.524752,34.919506,29.500000,10.354027,8.388889,8.232924,213.055556,20.523938,77.888889,41.336338,61.166667,31.213214,74.000000,35.135034,52.611111,26.688043,10.777778,4.977072,204.666667,18.771067,94.055556,49.071943,190.333333,33.836979,95.277778,39.441402,1960.dcm
64.245283,57.701500,46.103774,61.494859,124.490566,52.972813,75.820755,43.344203,117.386792,57.655887,71.820755,43.373417,54.792453,63.997726,55.990566,70.544750,121.462264,51.098444,65.764151,43.379511,139.500000,58.356254,56.698113,40.993419,66.594937,58.483072,46.025316,64.195809,144.569620,44.668776,72.746835,37.840241,126.658228,58.693005,68.987342,41.779793,50.126582,66.082964,49.417722,70.729823,139.734177,44.098290,66.987342,43.048420,144.405063,57.557222,56.417722,38.506945,62.571429,62.524662,43.775510,69.414295,167.000000,36.903026,67.061224,40.435859,118.612245,54.843648,66.265306,45.410524,46.346939,67.499553,41.551020,71.201902,162.489796,35.007215,55.632653,35.925672,134.163265,52.656254,56.020408,42.018592,43.640000,35.435246,29.280000,40.491275,190.680000,24.335708,57.200000,41.596274,111.160000,58.737892,68.880000,37.494800,30.480000,36.179092,27.720000,41.680851,186.280000,22.099246,55.480000,31.717661,127.720000,42.328596,59.400000,31.808018,1968.dcm
81.126316,54.151922,71.210526,73.581753,127.926316,54.915068,72.231579,45.283141,126.736842,50.414497,58.557895,41.187613,68.936842,53.642197,50.263158,69.018994,128.189474,55.067134,67.294737,44.297081,147.136842,57.549352,48.410526,42.755489,77.328358,46.778455,62.194030,64.297895,150.402985,48.436794,75.223881,42.952695,137.895522,45.930492,60.149254,38.541302,64.134328,48.853490,43.970149,65.473791,152.059701,46.340270,63.761194,37.627396,154.686567,56.988890,42.223881,35.038430,69.390244,26.526287,34.780488,23.110076,180.560976,31.136031,68.243902,37.250356,134.609756,42.537559,52.073171,32.915339,54.926829,22.099084,31.097561,41.900958,181.780488,30.379691,53.195122,29.732322,159.780488,57.970041,29.439024,21.706046,63.476190,24.350809,25.428571,7.103319,205.952381,17.537036,59.047619,31.757639,123.190476,37.283534,39.666667,25.679434,53.809524,24.782290,19.333333,23.335238,207.190476,16.696164,36.238095,19.120420,172.238095,40.674199,23.238095,14.618156,1973.dcm
37.487681,31.854032,15.244203,28.716396,158.568841,63.046678,61.434783,37.251289,81.318841,42.700941,98.619565,48.184120,18.680435,22.498023,8.821014,22.644761,159.223913,63.759905,67.321739,36.747311,60.378986,36.726798,81.892754,38.685734,35.935282,27.291797,12.419624,21.246558,189.060543,48.494993,68.717119,36.086398,86.031315,42.329245,113.375783,43.450842,18.685804,24.064751,8.956159,24.682565,189.869520,49.573106,68.338205,34.252191,60.319415,29.721808,88.466597,37.357524,29.423944,16.611014,8.995775,7.045188,211.363380,31.193293,66.876056,27.153305,83.735211,37.134533,120.269014,39.242575,14.912676,10.503447,4.594366,2.866365,212.852113,31.147166,69.214085,30.367367,58.657746,26.707258,94.942254,33.624254,27.071298,14.827347,8.244973,4.573209,224.080439,20.174353,67.824497,24.424705,81.226691,31.964205,125.903108,35.753477,13.201097,7.162668,4.451554,2.154927,225.901280,19.511463,70.206581,27.425345,57.341865,22.380700,99.296161,32.306228,1997.dcm
68.280612,61.715043,32.219388,42.363601,152.153061,62.359890,84.301020,55.419021,68.602041,53.060824,104.290816,54.004578,75.954082,57.626142,37.846939,51.491269,151.000000,62.227622,116.132653,60.215960,100.382653,51.764472,113.193878,56.076808,66.084967,63.095682,23.019608,23.228972,175.039216,49.469007,83.562092,56.839204,69.712418,54.777621,108.941176,54.890829,73.117647,56.460855,30.718954,38.972909,173.882353,49.530552,120.915033,61.402142,106.633987,53.437094,119.424837,57.379243,54.495652,51.445487,21.443478,21.398144,196.278261,36.430792,76.339130,53.859285,64.486957,51.033248,109.721739,56.440552,68.008696,54.301061,24.556522,26.906332,195.069565,36.839558,121.008696,58.428618,103.452174,51.666482,120.330435,59.542366,48.976744,47.886134,20.686047,21.284770,212.383721,25.930300,68.197674,41.669800,53.965116,37.358816,109.813953,57.097133,54.046512,39.206514,18.779070,15.391672,210.953488,26.902835,121.755814,56.988531,94.325581,45.941508,121.837209,60.284202,2024.dcm
48.641176,50.619190,37.282353,53.290454,143.070588,59.589084,93.682353,53.550333,102.270588,54.742299,91.282353,54.953905,91.082353,64.814202,38.682353,53.048646,142.023529,59.713711,89.305882,50.041882,122.288235,59.532442,105.258824,55.731213,43.697674,51.999340,32.782946,54.355163,166.232558,47.684266,89.224806,53.048362,107.837209,55.053353,84.891473,49.782533,88.240310,68.017435,33.968992,47.699407,165.023256,48.506196,78.038760,38.364291,119.744186,64.193711,104.403101,52.741190,41.639175,51.679538,32.350515,53.799404,185.721649,36.846456,88.309278,53.001054,107.226804,54.596723,83.092784,47.816943,79.907216,62.082620,21.567010,21.665500,185.020619,36.800130,73.958763,36.057800,113.463918,63.404630,107.567010,53.277752,27.050000,28.122266,20.766667,28.143920,209.416667,22.197337,78.150000,44.579704,87.800000,36.966224,76.816667,41.659024,64.350000,55.197588,17.483333,14.532829,208.300000,23.400927,68.300000,30.609238,90.016667,50.373686,107.783333,53.328560,2029.dcm
68.904762,57.072878,64.603175,70.525342,119.936508,49.336852,97.730159,53.514004,121.142857,60.569304,81.460317,49.017056,74.238095,54.726509,63.682540,64.579490,120.857143,50.326629,66.158730,45.150360,112.825397,65.232967,91.031746,60.730756,71.148936,57.826569,58.787234,74.605028,138.829787,41.029321,99.680851,54.878960,128.106383,59.750654,75.787234,42.827224,72.042553,54.565460,57.936170,63.489268,139.404255,42.415983,62.042553,38.980462,127.595745,58.985134,89.489362,59.404242,76.935484,57.201361,60.354839,78.544488,156.806452,36.685528,95.806452,53.163533,127.064516,63.924401,69.129032,40.558387,72.967742,42.868391,39.741935,51.185263,158.064516,36.850089,59.225806,36.184444,139.774194,43.725439,85.870968,55.365297,58.000000,25.581243,19.875000,23.380547,184.437500,18.206112,81.500000,43.232704,119.375000,51.304158,56.937500,34.818518,67.125000,26.939129,27.437500,25.762942,184.187500,20.203032,49.437500,35.154836,163.312500,32.020241,68.437500,44.381631,2043.dcm
86.892086,60.064180,49.906475,58.539828,128.237410,60.628900,77.676259,48.674342,119.079137,58.466399,48.474820,43.800326,50.913669,48.621800,41.143885,56.526967,130.575540,59.481330,74.086331,44.328399,85.302158,54.475584,55.424460,41.313046,86.834951,60.997765,32.815534,32.999034,151.601942,51.845423,80.582524,52.008771,128.126214,60.320009,51.864078,46.258237,54.378641,53.903894,40.058252,60.154185,152.980583,51.350006,64.873786,38.058180,86.097087,57.627355,48.747573,38.636496,84.972603,66.135587,23.958904,21.950980,175.424658,38.965768,71.835616,47.329816,115.972603,57.755945,44.410959,35.473713,49.575342,47.126284,30.287671,51.885686,176.013699,38.513884,58.095890,28.719508,86.095890,57.938465,36.945205,23.382027,76.642857,63.155565,22.785714,24.058400,202.642857,23.847914,62.261905,42.349913,97.761905,49.331536,40.761905,28.834100,35.642857,20.773836,13.976190,18.429150,202.476190,21.981409,49.452381,24.648952,66.809524,40.345603,31.142857,17.429400,2070.dcm
25.785808,28.666895,17.197842,28.125922,98.399281,60.421016,40.617724,26.046511,58.143558,41.431705,32.260628,20.705620,22.072923,30.273342,12.267822,31.588382,98.720733,58.529699,40.404186,25.578223,58.726292,43.774326,27.860693,18.870378,29.416111,34.107548,19.489444,34.101505,127.537222,62.461922,41.426667,27.135060,62.947222,41.826344,34.463333,22.505926,24.231111,35.228121,13.858889,37.399739,126.810556,60.429877,42.916111,26.769229,70.065556,49.402411,30.821111,19.690750,33.519630,37.398136,18.117783,35.410849,161.473441,32.073626,34.981524,23.961285,59.667436,36.439387,28.669746,23.086781,26.577367,37.836443,14.482679,40.399055,158.217090,33.284812,56.173210,32.907700,107.547344,54.655217,39.662818,26.691515,41.913545,57.123267,38.700288,58.870506,202.046110,35.319731,48.420749,26.207518,59.835735,26.955628,51.236311,27.243317,29.492795,52.978367,24.371758,57.007175,199.763689,34.914620,44.144092,27.089490,52.919308,30.563860,38.449568,19.093160,2119.dcm
26.629537,33.409068,19.321652,39.424404,169.394243,50.953549,79.262829,28.195940,108.841051,29.283054,90.908636,33.997057,26.747184,42.398972,21.312891,45.778038,167.727159,50.671933,67.777222,25.656502,115.939925,33.432255,69.989987,26.961448,24.260255,29.721372,15.035361,33.366539,180.562942,41.921482,81.005658,26.459279,111.599717,26.074195,93.380481,32.487841,25.506365,40.819799,19.956153,44.607473,178.975955,41.440230,69.333805,24.213850,118.763791,30.117371,72.840170,24.552913,20.073770,14.583528,10.044262,15.665835,192.722951,29.046992,83.690164,24.610544,113.237705,22.753138,98.509836,29.334111,19.662295,29.237222,13.875410,33.033409,191.029508,28.711848,71.103279,22.003526,121.762295,27.243249,75.939344,20.720073,17.272912,7.294872,7.739308,4.869026,204.136456,16.304867,88.509165,22.351766,115.965377,17.390146,104.759674,26.929221,15.148676,14.857016,8.551935,17.536052,202.478615,15.888934,74.169043,20.142298,121.845214,20.331951,80.087576,18.789230,2166.dcm
29.377990,32.224076,15.831340,33.603557,169.860048,51.990310,87.831340,31.083569,104.641148,29.516185,105.551435,36.867018,25.799043,39.857264,19.496411,42.651954,171.578947,51.944786,74.474880,26.927058,122.735646,37.543852,80.293062,29.733894,25.021157,23.019541,10.645980,21.651520,184.964739,39.333000,90.344147,28.898469,107.331453,26.298995,109.768688,35.396903,23.437236,37.356022,16.918195,40.242507,186.723554,39.318269,77.317348,24.304321,127.210155,32.665132,84.482370,26.405546,21.404643,12.335110,7.426202,4.806810,197.139303,26.722342,94.039801,26.969007,109.252073,21.984353,115.865672,32.434655,18.868988,26.775077,12.167496,29.835209,199.119403,26.131071,80.063018,22.941990,129.485904,27.611226,89.011609,23.599050,19.232510,7.770513,7.170782,2.760108,207.615226,15.227691,100.039095,23.555780,111.627572,16.562508,124.111111,27.130460,14.901235,10.145667,8.053498,13.606291,209.633745,14.423692,84.302469,20.661461,129.244856,21.106889,94.773663,19.791235,2206.dcm
32.503676,45.544593,25.735294,49.177026,134.437500,61.730904,28.926471,23.268252,86.632353,42.041239,31.099265,23.916546,41.930147,43.309394,26.066176,47.188591,132.169118,60.631310,33.216912,28.792693,79.474265,46.446804,32.022059,30.339644,34.357895,50.814824,26.436842,55.029417,164.057895,47.165607,30.457895,26.106737,93.321053,42.576630,33.236842,26.760187,41.621053,43.482206,20.894737,44.871592,160.010526,48.975103,36.736842,32.423524,91.405263,45.335656,36.510526,34.252678,36.923664,57.548591,29.931298,61.444558,186.236641,36.181770,31.748092,29.457490,91.977099,39.818331,35.190840,30.446198,35.381679,35.170455,13.770992,32.123216,182.343511,39.706959,38.061069,34.816609,95.755725,40.421642,38.793893,36.122168,39.974359,65.875517,34.692308,69.474710,202.807692,33.886770,32.846154,32.628199,86.551282,34.665993,36.076923,33.260784,27.935897,29.013360,10.666667,27.514656,198.692308,38.315948,37.294872,34.320532,94.564103,34.881093,39.474359,34.341193,2212.dcm
45.774936,30.778039,25.404092,33.856490,160.120205,60.570649,88.872123,41.099492,102.971867,46.620857,109.754476,49.682232,50.560102,37.737567,22.002558,33.809383,160.248082,60.423822,95.335038,49.078041,98.826087,45.613937,106.007673,57.147784,45.562092,26.293509,18.866013,21.148306,183.163399,45.854647,90.261438,38.335494,108.823529,47.303917,112.238562,49.403643,49.509804,33.670850,18.637255,26.230175,183.032680,45.964693,94.735294,46.877292,103.503268,46.444414,105.143791,56.176119,43.926230,24.840120,16.360656,13.101733,200.155738,33.192051,91.233607,33.523635,105.709016,46.153811,114.204918,47.919074,46.049180,27.841513,15.938525,16.555938,199.684426,34.188939,92.991803,42.825994,101.069672,43.978662,106.274590,55.903452,39.052632,20.171985,15.719298,11.864561,218.064327,18.407526,90.315789,28.088196,97.690058,34.369837,118.005848,45.347222,40.824561,20.524983,13.315789,8.678895,218.064327,18.765784,90.538012,37.204720,89.754386,26.997351,112.192982,56.994769,2217.dcm
56.813953,56.830583,32.984496,55.887580,125.209302,54.089867,51.984496,40.296942,94.465116,53.389642,42.798450,34.692484,47.550388,58.452299,51.069767,70.096272,120.271318,54.486775,49.720930,37.364751,120.046512,52.533153,41.426357,36.437827,40.423529,39.845050,17.447059,31.589444,154.588235,39.028773,41.494118,22.177650,99.341176,53.924673,33.188235,16.716469,41.294118,58.124625,40.070588,68.576302,149.858824,39.879626,37.717647,20.166929,124.647059,49.027618,29.470588,18.114443,29.796296,21.877342,12.462963,18.121928,176.962963,27.979078,37.000000,19.077795,101.240741,45.694612,33.185185,17.366281,27.685185,26.970161,27.925926,43.216372,173.000000,28.942363,33.296296,17.015675,121.500000,50.000283,27.370370,15.637758,26.680000,15.134728,8.640000,9.746281,198.280000,17.882766,34.240000,16.825774,103.720000,36.403434,30.960000,13.352528,19.920000,7.973498,17.440000,21.225142,195.960000,19.132172,26.000000,14.294521,102.080000,43.951602,22.440000,12.473572,2240.dcm
