angular_Second_Momentotsu1,Contrastotsu1,Correlationotsu1,SoSVarianceotsu1,inverse_Diff_Momentotsu1,sum_Averageotsu1,sum_Varianceotsu1,sum_Entropyotsu1,Entropyotsu1,diff_Varianceotsu1,diff_Entropyotsu1,info_M_Correlation_1otsu1,info_M_Correlation_2otsu1,angular_Second_Momentotsu2,Contrastotsu2,Correlationotsu2,SoSVarianceotsu2,inverse_Diff_Momentotsu2,sum_Averageotsu2,sum_Varianceotsu2,sum_Entropyotsu2,Entropyotsu2,diff_Varianceotsu2,diff_Entropyotsu2,info_M_Correlation_1otsu2,info_M_Correlation_2otsu2,angular_Second_Momentotsu3,Contrastotsu3,Correlationotsu3,SoSVarianceotsu3,inverse_Diff_Momentotsu3,sum_Averageotsu3,sum_Varianceotsu3,sum_Entropyotsu3,Entropyotsu3,diff_Varianceotsu3,diff_Entropyotsu3,info_M_Correlation_1otsu3,info_M_Correlation_2otsu3,angular_Second_Momentotsu4,Contrastotsu4,Correlationotsu4,SoSVarianceotsu4,inverse_Diff_Momentotsu4,sum_Averageotsu4,sum_Varianceotsu4,sum_Entropyotsu4,Entropyotsu4,diff_Varianceotsu4,diff_Entropyotsu4,info_M_Correlation_1otsu4,info_M_Correlation_2otsu4,ImageName
0.019693,86150.5698,59077256472.5853,767280.7576,0.00063846,1545.2765,2932924.47,3.9101,3.9296,1.4039e-05,3.822,-1,0.99981,0.027056,98905.96,55935029649.402,1009867.4072,0.00041967,1864.9372,3832500.579,3.6006,3.6171,1.8213e-05,3.5608,-1,0.99963,0.037857,99782.8782,48466231574.826,1263780.3627,0.00055827,2100.1246,4668921.9265,3.2632,3.2755,2.5491e-05,3.2231,-1,0.99928,0.071429,104289.7143,33350856236.0329,1706049.999,0.00061355,2437.5,6095284.8459,2.6391,2.6391,4.5005e-05,2.6391,-1,0.99745,8805.dcm
0.02623,32024.1179,7750428673.4155,271667.1798,0.00111,908.6769,1013078.9241,3.6425,3.6425,3.1074e-05,3.6161,-0.98267,0.99959,0.033813,37055.4394,7404581658.8278,340513.11,0.00096422,1061.941,1259681.9586,3.3899,3.3899,4.0317e-05,3.3667,-0.97976,0.99931,0.046739,36706.9,6737102046.2411,433595.0492,0.00096526,1238.9196,1595691.5558,3.0656,3.0656,5.7038e-05,3.0332,-0.97859,0.99866,0.090909,32712.1591,4583502044.7908,571613.6342,0.0013404,1398.6591,1991183.142,2.3979,2.3979,0.00010719,2.3979,-1,0.99586,8809.dcm
0.016833,40537.1641,46294182590.3729,841845.2934,0.02218,1789.1773,3247551.1292,4.0041,4.0873,2.05e-05,3.8514,-0.96637,0.99976,0.019426,32677.8672,41690032533.6451,900517.0487,0.025492,1847.0408,3425740.8503,3.8502,3.9463,2.4292e-05,3.6948,-0.95974,0.99967,0.023762,34067.2723,34860623743.4495,928958.8975,0.030249,1864.7645,3489844.7474,3.6734,3.7417,2.7986e-05,3.5356,-0.96358,0.99953,0.058824,60603.1765,15482862261.777,1032667.763,0.020311,1905.3824,3658046.0236,2.8332,2.8332,5.9799e-05,2.7517,-0.97079,0.99778,8820.dcm
0.016832,71709.4698,28796640298.7754,429330.1547,0.0038895,1109.8066,1566743.5344,4.0487,4.0852,1.4954e-05,3.9712,-0.9913,0.99984,0.023262,83020.9527,27810276301.5671,572784.6458,0.0021426,1354.7984,2066318.7491,3.7532,3.7611,1.9402e-05,3.6971,-0.99578,0.99972,0.033908,89729.2293,23977990223.0287,733703.9754,0.001238,1553.4856,2582178.9486,3.3842,3.3842,2.7027e-05,3.3607,-1,0.99942,0.058824,89017.8529,18076193483.2411,967300.7047,0.00019799,1823.5,3388034.0333,2.8332,2.8332,4.5769e-05,2.8332,-1,0.99827,8823.dcm
0.016425,77381.7304,33446309650.8986,489388.232,0.0040095,1218.3366,1768806.7625,4.0952,4.1124,1.4331e-05,3.9636,-0.98467,0.99983,0.021086,83622.9014,31441496203.0231,605534.971,0.0038116,1398.691,2154665.4566,3.8558,3.8632,1.8106e-05,3.7365,-0.97919,0.99971,0.032796,86740.2777,25958231904.7736,803335.7431,0.004701,1616.4169,2754105.6237,3.4176,3.4176,2.6651e-05,3.3375,-0.97321,0.99932,0.066667,98517.6667,16862791235.4997,1045953.3322,0.0088448,1886.4333,3657933.2879,2.7081,2.7081,5.3931e-05,2.6387,-0.96557,0.99719,8826.dcm
0.01857,20698.596,5038587914.5616,136694.7132,0.012108,629.6286,513300.729,3.9685,3.9876,2.8906e-05,3.8514,-0.9935,0.99981,0.026633,25904.9615,4674024230.532,187652.4228,0.0077099,777.9115,698401.3793,3.6184,3.6283,3.9377e-05,3.5456,-0.98976,0.9996,0.039596,26231.8152,4227657798.1138,252258.7241,0.0018913,922.2865,915916.5324,3.2188,3.2338,5.6003e-05,3.194,-0.99629,0.99919,0.080128,27196.9679,2732840836.2329,353375.1676,0.0016933,1088.0321,1210702.9201,2.496,2.5249,0.00010907,2.5249,-1,0.99678,8829.dcm
0.027116,125988.3213,26919811599.4051,502877.498,0.001962,1117.9407,1815430.5287,3.5999,3.6093,1.8038e-05,3.5074,-0.99741,0.99962,0.034916,157800.7768,26309503416.8945,637427.7022,0.0023449,1339.4068,2303020.0504,3.3567,3.3567,2.1772e-05,3.3083,-0.9966,0.99937,0.055728,199897.4125,23620744912.3864,939080.1619,0.00024723,1693.1556,3275531.381,2.8888,2.8888,3.5513e-05,2.8298,-1,0.99844,0.11111,291486,18025882298.637,1498439.6658,0.00032409,2181.3333,4999985.8472,2.1972,2.1972,6.5435e-05,2.1972,-1,0.99381,8831.dcm
0.017571,73828.8141,26211512251.2476,465874.6061,0.0063186,1188.5864,1725312.0809,4.0171,4.0423,1.6398e-05,3.9572,-0.98316,0.9998,0.021754,82989.2679,25837364450.1092,563156.2806,0.0046397,1346.6663,2064761.9412,3.8052,3.8283,1.9825e-05,3.7677,-0.98415,0.99972,0.032544,78891.4153,23440431951.7274,759866.2239,0.0067263,1588.5215,2672669.0095,3.4028,3.4255,2.851e-05,3.4024,-0.99687,0.99946,0.0625,72530.3438,15659126739.4461,982511.4985,0.005211,1834.25,3419276.6841,2.7509,2.7726,5.3592e-05,2.7726,-1,0.99804,8837.dcm
0.00153,38895.5708,818724106925.9219,1063421.1146,0.011363,1930.7942,4141473.3395,6.2269,6.4828,2.7262e-06,5.4474,-0.92357,0.99999,0.001869,31928.0294,711375913750.5635,1252880.5717,0.012901,2156.7178,4858832.4113,5.9979,6.2828,3.2398e-06,5.2945,-0.91098,0.99999,0.0023268,22839.401,600640938669.6246,1402554.0288,0.013841,2309.8548,5453353.1264,5.7507,6.0639,3.9359e-06,5.099,-0.90092,0.99998,0.01049,22605.4076,289960198090.215,2195272.6367,0.0075483,2921.0479,8558693.9608,4.4706,4.5609,8.5859e-06,4.2723,-0.95248,0.99988,8844.dcm
0.019453,98651.9547,41102194579.2818,647263.152,0.003498,1407.9559,2399509.8317,3.9334,3.9407,1.6655e-05,3.8312,-0.99831,0.99981,0.024288,101631.8626,39547431622.1311,790006.4054,0.0029375,1615.2176,2893989.3215,3.7098,3.7187,1.9821e-05,3.64,-0.99786,0.9997,0.033908,105799.1764,35287653825.3171,988783.442,0.0039351,1855.0575,3599908.0763,3.3842,3.3842,2.7423e-05,3.3137,-1,0.99942,0.071429,103711.0357,20424303775.3601,1294168.3559,0.0070992,2080.4643,4418103.9284,2.6391,2.6391,5.6766e-05,2.5895,-1,0.99745,8859.dcm
0.012856,39192.1363,30995781538.2146,375406.8113,0.0032756,1085.4101,1340788.4857,4.3293,4.3553,1.2798e-05,4.2036,-0.99483,0.99991,0.01785,40396.3725,27952360830.052,474526.5343,0.0027038,1257.312,1678632.2572,4.0067,4.0302,1.6677e-05,3.9388,-0.99525,0.99983,0.030449,40088.4861,20932916658.6026,607736.2937,0.0031403,1448.2607,2144299.4643,3.4829,3.5022,2.8832e-05,3.4119,-0.99731,0.99952,0.10357,41337.6,9266285466.0328,790006.6058,0.0026052,1656.3929,2775241.9794,2.3817,2.3817,9.0742e-05,2.3569,-1,0.99303,8863.dcm
0.00090443,13230.7913,51627749525.49,126590.4223,0.015755,610.0197,481115.9292,6.3131,7.0121,5.9084e-06,5.1883,-0.80177,0.99997,0.0018613,19694.0681,72908251296.7541,216808.7858,0.010408,840.871,817327.3941,5.9579,6.2885,5.3685e-06,5.2237,-0.88607,0.99998,0.0051282,27431.6359,61222855033.7818,379695.0348,0.012129,1150.6615,1419159.6669,5.1683,5.273,7.7756e-06,4.827,-0.94902,0.99997,0.011905,31670.2024,39920056002.8278,578012.3796,0.01505,1437.7798,2113850.3443,4.3772,4.4308,1.3409e-05,4.2652,-0.9541,0.99987,8873.dcm
0.0011505,18926.8188,423107271712.7185,473877.3675,0.013456,1245.0506,1838759.4192,6.4854,6.7688,4.1709e-06,5.3378,-0.91739,0.99999,0.0018375,17139.9224,288948604190.1248,612150.9778,0.016253,1507.3654,2386629.3373,6.0186,6.3005,4.9308e-06,5.1809,-0.91252,0.99999,0.0027359,14364.7056,218569044899.945,753664.2538,0.020282,1692.9798,2920315.0365,5.6398,5.9029,6.3364e-06,4.9537,-0.90535,0.99997,0.0064513,11576.9263,113724556882.1574,974187.0628,0.024768,1936.8622,3754761.2822,4.8226,5.0454,1.1829e-05,4.3656,-0.89794,0.99989,8890.dcm
0.014676,285087.3572,386243279557.8446,2287622.7184,0.0013347,2431.8875,8540164.3942,4.1975,4.2224,5.7841e-06,4.1564,-0.99297,0.99988,0.019804,355677.0416,389121159264.7638,3045433.5837,0.0012331,3050.2192,11346412.0777,3.9014,3.9219,7.4967e-06,3.8854,-1,0.9998,0.029412,385162.8529,359535732533.1174,4188038.3818,0.0016927,3785.6912,15566121.3191,3.506,3.5264,1.1047e-05,3.4958,-1,0.99957,0.058824,313064.75,252834254939.8446,6060563.7052,0.0033679,4618.8382,21809619.6068,2.8128,2.8332,2.1911e-05,2.8128,-1,0.99827,8899.dcm
0.0012045,18410.4148,371912546197.4967,450502.3695,0.013053,1209.6034,1747000.7002,6.4435,6.723,4.4511e-06,5.3166,-0.91786,0.99999,0.001871,17197.6112,268452522664.1649,606474.2747,0.016044,1498.4459,2360137.8411,6.0034,6.2824,5.2382e-06,5.1685,-0.91138,0.99999,0.0027624,14605.2998,204355189998.7562,744457.8868,0.019741,1681.8479,2882700.5588,5.6302,5.8933,6.6918e-06,4.9499,-0.90571,0.99997,0.0066222,11147.8059,103994392575.128,965876.0051,0.024592,1928.5164,3721264.2352,4.7975,5.0193,1.2852e-05,4.3402,-0.89666,0.99988,8910.dcm
0.0019785,60035.7181,363568315044.2289,716144.0656,0.0097772,1539.3687,2750811.5105,6.0161,6.2261,3.3757e-06,5.427,-0.93119,0.99999,0.0025907,65229.0871,314843813708.7836,902470.4014,0.010017,1797.2169,3433323.1291,5.7192,5.9566,3.8257e-06,5.3019,-0.92317,0.99998,0.0034217,58536.6589,259874762940.2173,1082950.297,0.011392,2000.411,4074324.8118,5.4152,5.6787,4.9116e-06,5.0753,-0.91159,0.99997,0.0049018,41380.3951,188994803945.4381,1204168.0866,0.015321,2129.9049,4549232.6456,5.0301,5.3196,7.0639e-06,4.7281,-0.88838,0.99992,8948.dcm
0.0061379,70703.6665,172837442803.484,928612.0523,0.0072404,1842.7069,3606000.9812,4.9898,5.0935,6.1882e-06,4.788,-0.96364,0.99996,0.0075203,59124.7715,157021741802.8041,1083516.6228,0.0079055,2011.6697,4126452.1745,4.771,4.8902,7.6723e-06,4.5839,-0.95851,0.99994,0.0098582,48404.5734,127935035938.9267,1209820.486,0.010116,2126.6932,4549099.0494,4.4878,4.6198,1.0006e-05,4.3412,-0.94258,0.99989,0.069048,97645.5524,22934106120.7681,1373024.2297,0.0031453,2174.4929,4783488.5048,2.6736,2.6736,4.9652e-05,2.6736,-0.98209,0.99736,8971.dcm
0.016615,37240.306,11069632470.4597,237838.8591,0.01252,806.8704,897964.3485,4.0699,4.098,1.9495e-05,4.0063,-0.97274,0.9998,0.023016,44359.7167,10967322833.0652,323192.2059,0.00061057,1008.7119,1205672.8672,3.7568,3.7722,2.5617e-05,3.732,-0.98054,0.99965,0.032796,48033.0823,9648126300.0282,429954.5017,0.00061443,1201.8253,1570541.7983,3.4064,3.4176,3.6665e-05,3.3837,-0.97266,0.99923,0.0625,40923.6406,6960815183.9063,605916.0606,0.00092575,1457.1719,2174815.6763,2.7726,2.7726,6.9772e-05,2.7509,-0.937,0.9971,9012.dcm
0.0045283,19153.5273,81281927254.0427,409151.6595,0.012136,1143.3065,1615068.8864,5.2808,5.3978,9.105e-06,4.7997,-0.96258,0.99998,0.0060516,21199.0635,75758286171.7203,530838.241,0.010739,1376.8332,2087182.9524,4.9932,5.1082,1.0299e-05,4.6574,-0.96254,0.99996,0.0085293,17689.7377,63374260193.9623,686325.309,0.013518,1621.6167,2670422.0081,4.6219,4.7653,1.4464e-05,4.3404,-0.95386,0.99992,0.012677,6105.0615,46541724389.5427,774155.7394,0.019663,1737.9966,3015232.2776,4.2107,4.3687,2.3222e-05,3.8946,-0.93977,0.99981,9020.dcm
0.019929,44180.5257,10699762993.5262,291083.5095,0.0064014,864.4877,1041408.3607,3.9023,3.9163,2.314e-05,3.8549,-0.9768,0.99973,0.026014,52359.7726,10770498955.2414,375045.6624,0.00097487,1060.6416,1342675.5956,3.6312,3.6499,2.8732e-05,3.6326,-0.98523,0.99959,0.037749,53274.5659,9905076583.545,506817.9662,0.0013164,1295.6029,1792239.8419,3.277,3.277,4.1244e-05,3.277,-0.98383,0.99914,0.066667,39258.8333,7058733487.7334,659607.2646,0.0022017,1513.6,2325065.3573,2.7081,2.7081,7.3808e-05,2.7081,-0.96527,0.99705,9041.dcm
0.046261,46591.2667,5705470682.6437,334978.31,0.0022914,1079.2935,1246128.8036,3.0766,3.0766,5.5521e-05,3.0465,-1,0.99892,0.057292,40984.6406,5206958707.6213,392774.6024,0.0027842,1165.092,1408691.0706,2.8609,2.8609,6.8149e-05,2.8417,-1,0.99835,0.081731,36716.6426,4136961090.1522,458850.0847,0.0033641,1253.5529,1603363.0461,2.5049,2.5049,9.5213e-05,2.5049,-1,0.99665,0.16667,54053.5,2304637207.2699,553203.3313,0.0059345,1348.25,1852465.231,1.7918,1.7918,0.00019561,1.7918,-1,0.98601,9044.dcm
0.0010155,4635.9419,182776631813.5336,844305.2086,0.043412,1814.8314,3403173.5093,5.8619,6.9116,1.6317e-05,4.3768,-0.71917,0.99981,0.0011089,2879.9058,164336098302.4287,905004.3067,0.046925,1899.5925,3634907.934,5.6932,6.8251,1.86e-05,4.2047,-0.68778,0.99965,0.0012021,1716.4632,147098556817.9283,948360.3628,0.049775,1949.6829,3795241.0029,5.5313,6.7458,2.0553e-05,4.0593,-0.6556,0.99937,0.001347,696.2293,125400982949.5669,982790.6354,0.053147,1982.4119,3913174.095,5.3171,6.6341,2.3754e-05,3.8322,-0.61933,0.99875,9045.dcm
0.01908,52083.4959,60223637339.6326,680284.1066,0.026989,1618.1055,3003146.6299,3.9428,3.9624,1.3143e-05,3.8346,-0.9728,0.99974,0.025127,33404.2918,55357339565.2852,869875.9156,0.035513,1893.504,3746374.6,3.6629,3.6896,1.7828e-05,3.5462,-0.96119,0.9995,0.03497,20650.9758,44676940537.9557,1044362.5387,0.049238,2079.2526,4396733.7649,3.3233,3.3604,2.5676e-05,3.197,-0.94456,0.99887,0.055182,21360.2508,30293817731.6781,1144100.4831,0.063642,2186.6206,4861334.2519,2.8668,2.9076,4.3445e-05,2.701,-0.93202,0.99683,9061.dcm
0.0050583,24441.5545,50648762500.7408,343689.8594,0.012874,1042.921,1303164.7683,5.1132,5.2869,1.0982e-05,4.5338,-0.93169,0.99995,0.0071434,27182.8461,48643764661.0024,458569.4877,0.0096086,1261.8283,1725899.949,4.8169,4.9416,1.2765e-05,4.3918,-0.93505,0.99992,0.010257,24120.444,40439934989.6827,575531.3352,0.013358,1443.2257,2149617.2901,4.4502,4.5798,1.5496e-05,4.1776,-0.92624,0.99984,0.020408,18606.6122,25019108190.9621,728068.1005,0.019427,1649.5102,2743272.3627,3.7857,3.8918,2.4525e-05,3.6884,-0.89234,0.99934,9065.dcm
0.015184,68176.0302,29342563117.9885,535853.6271,0.023083,1180.0008,1970010.8317,4.1497,4.1907,1.9066e-05,3.8944,-0.94902,0.99977,0.022537,88768.6022,33497966345.6718,777207.7795,0.016465,1582.6831,2852044.6021,3.7601,3.7976,2.3639e-05,3.6448,-0.98179,0.99968,0.030819,80232.4357,29922897690.6316,985571.3514,0.022394,1842.6517,3545689.9209,3.4438,3.4852,3.0684e-05,3.383,-0.97855,0.99937,0.05125,53563.95,20210928874.2143,1174750.9983,0.034894,2049.125,4234361.4693,2.9264,2.9784,5.2959e-05,2.8506,-0.95754,0.99789,9067.dcm
0.014534,57445.5669,19159999289.0913,327999.6817,0.0049069,947.0255,1221898.733,4.1461,4.2327,1.7372e-05,4.0451,-0.97218,0.99984,0.018441,67361.2884,18729237845.1998,408161.5072,0.0030123,1105.6417,1512078.754,3.9225,3.9934,2.0199e-05,3.8769,-0.97073,0.99976,0.030303,70249.9697,17549401669.0353,619647.0591,0.0030322,1418.3182,2201047.723,3.4545,3.4965,3.0491e-05,3.4545,-0.98484,0.99946,0.058824,44303.4706,12460153768.3222,857217.4688,0.0047982,1724.0294,3019680.1908,2.7924,2.8332,5.8294e-05,2.8128,-0.97122,0.99796,9076.dcm
0.0022121,51947.6614,266699138791.6143,931795.5598,0.01611,1817.6677,3619069.2627,5.6991,6.1174,5.3578e-06,5.1101,-0.88348,0.99997,0.0025834,48174.5905,235418427673.7121,1068719.3931,0.018075,2006.0072,4128987.3735,5.4905,5.9628,6.2512e-06,4.9555,-0.86228,0.99994,0.0030318,34160.3954,197404067071.5808,1172093.4192,0.020928,2114.4595,4489513.2328,5.2571,5.8035,7.8695e-06,4.7194,-0.8334,0.99989,0.01081,62376.0269,104972532846.021,1355018.332,0.01516,2204.8118,4890859.3571,4.4105,4.5289,1.1706e-05,4.2272,-0.8971,0.9998,9110.dcm
0.012657,15806.0225,8174817310.2636,140574.308,0.0052762,637.7234,527180.5196,4.3285,4.3711,1.9957e-05,4.1698,-0.98812,0.9999,0.016803,17787.6814,7747748089.293,181609.3776,0.0055591,763.9914,676130.486,4.0664,4.0882,2.4151e-05,3.9654,-0.9885,0.99983,0.025641,18973.359,6752604060.9775,248132.0753,0.0058806,920.4359,908087.1485,3.6547,3.6636,3.4262e-05,3.6102,-0.9878,0.99963,0.047619,19682.3214,4996863563.6869,336413.9504,0.0093415,1094.5595,1231887.7089,3.028,3.0445,6.1787e-05,3.028,-0.99458,0.99883,9126.dcm
0.014708,51716.603,41893521323.7367,505369.778,0.010614,1323.2982,2133215.6771,4.1909,4.2213,1.3373e-05,4.1435,-0.99027,0.99988,0.020506,41108.3952,40035659896.9548,687376.6124,0.011894,1632.7667,2830948.9676,3.8689,3.8895,1.8941e-05,3.8103,-0.99264,0.99977,0.031447,19396.0892,32658634721.8057,886099.8418,0.018161,1872.0969,3535501.6726,3.4416,3.4627,2.9821e-05,3.3742,-0.98738,0.99946,0.095455,10785.3545,11652266156.7536,998864.894,0.0092627,1946.3682,3787412.1323,2.3502,2.3502,8.5637e-05,2.3156,-1,0.99542,9153.dcm
0.0013351,18475.9921,319604826315.8786,665429.3712,0.016344,1529.9203,2624112.1672,6.1964,6.6206,5.9435e-06,5.1806,-0.88088,0.99999,0.0016591,18401.9532,265256367234.4424,802562.5219,0.019215,1744.0615,3152632.6323,5.9292,6.4035,6.9341e-06,5.0609,-0.86501,0.99997,0.002004,13528.7548,215299548551.9917,906869.3937,0.022597,1873.9632,3539568.4158,5.678,6.2151,9.0086e-06,4.8096,-0.84087,0.99994,0.0026843,7472.5798,153879913982.0376,991879.4665,0.026082,1968.6569,3869232.6008,5.3004,5.9231,1.2543e-05,4.4488,-0.80045,0.99985,9165.dcm
0.019174,212458.8412,58436704872.6249,701503.2371,0.0094008,1196.3606,2550299.5716,3.9018,3.9551,1.06e-05,3.8709,-0.98145,0.99977,0.028571,302807.55,59212151181.5932,1030975.7996,0.0039352,1604.95,3731854.793,3.5553,3.5553,1.4437e-05,3.5355,-0.98883,0.99955,0.045455,402045.8295,57801367372.0344,1598325.2267,5.4939e-05,2179.0114,5635244.369,3.091,3.091,2.2466e-05,3.091,-0.9949,0.99893,0.090909,432001.4773,44470688563.6519,2608139.0901,3.4713e-05,2806.75,8455681.5512,2.3979,2.3979,4.5182e-05,2.3979,-1,0.99586,9218.dcm
0.0068722,116252.1299,599894973812.593,1900345.1285,0.010124,2463.8725,7344298.7168,4.9567,4.9811,3.8389e-06,4.7418,-0.98416,0.99997,0.0089154,122746.7547,559192666963.5449,2311786.6039,0.01188,2803.4116,8968041.3116,4.7015,4.7204,4.6443e-06,4.536,-0.98288,0.99995,0.017241,171092.6983,461719511648.3449,3643674.4476,0.0074205,3628.9483,13830505.1062,4.0425,4.0604,8.1711e-06,3.9686,-0.99408,0.99984,0.034483,79175.0948,297974841944.2787,4852153.5509,0.010092,4296.4224,18538011.0347,3.3434,3.3673,1.5511e-05,3.3195,-0.9856,0.99928,9234.dcm
0.030432,270796.7245,56976112741.733,1040117.3959,0.0016659,1599.7452,3803006.3379,3.4845,3.4944,1.5401e-05,3.4531,-0.98182,0.99944,0.044643,345320.8512,57321991857.9684,1498327.4548,7.7831e-05,2124.878,5403073.9565,3.0968,3.1113,2.1436e-05,3.1113,-0.99083,0.99892,0.071795,364547.8064,50343423003.706,2176607.2019,5.4495e-05,2601.7141,7325054.5807,2.6365,2.6365,3.4616e-05,2.6365,-1,0.99741,0.14286,304636.6786,36214024617.6019,3020468.4278,4.8733e-05,3176.9643,10303656.8625,1.9459,1.9459,6.9113e-05,1.9459,-1,0.98974,9237.dcm
0.0075597,7180.1866,30159391866,364831.5163,0.017358,1186.8226,1452833.1098,4.7777,4.8858,1.7527e-05,4.3267,-0.93975,0.99992,0.0091568,4834.8919,26677796286.5828,410868.6187,0.020457,1263.8087,1615077.6287,4.5669,4.6946,2.1383e-05,4.1376,-0.92851,0.99987,0.013637,3083.0721,20345695843.5533,468847.7781,0.019972,1351.9103,1828498.3584,4.1501,4.2961,2.8927e-05,3.8498,-0.92229,0.99974,0.028571,2517.2214,10349202720.5439,530217.312,0.029174,1435.05,2055663.734,3.486,3.5553,4.8714e-05,3.2928,-0.90576,0.99886,9254.dcm
0.013999,10388.6202,6914469132.726,152673.2301,0.0094128,715.8794,581790.1251,4.2257,4.2692,2.6802e-05,4.0214,-0.97823,0.99987,0.019091,10833.6055,6350147726.953,193501.0854,0.0099806,831.6209,733726.6583,3.9074,3.9597,3.4193e-05,3.7774,-0.98168,0.99977,0.029857,9816.4532,5220581786.5647,246199.1828,0.010385,939.4871,910314.4133,3.47,3.5114,5.1723e-05,3.3672,-0.9911,0.99952,0.0625,9946.0625,3237985242.6876,318427.2475,0.0046929,1084.4063,1186872.9481,2.7293,2.7726,9.7173e-05,2.7293,-1,0.99804,9261.dcm
0.011123,11991.2299,10082919493.9615,183696.9813,0.0032202,764.1235,676242.864,4.453,4.4993,2.2062e-05,4.1907,-0.97113,0.9999,0.015457,14039.6926,9287201175.0174,238417.3805,0.0027365,895.7733,866754.244,4.1268,4.1701,2.8007e-05,3.9536,-0.97254,0.99983,0.025049,13944.2945,7874992783.4975,317141.4873,0.0019997,1054.483,1141312.6174,3.6625,3.6879,4.277e-05,3.5286,-0.98592,0.99963,0.090909,12909.8636,2844598040.8387,411612.9064,0.0033826,1213,1478168.0469,2.3979,2.3979,0.00013526,2.3664,-1,0.99586,9263.dcm
0.019582,54623.197,19979610788.392,377264.5919,0.0039185,1088.8433,1406250.0192,3.9284,3.9349,1.9397e-05,3.8439,-0.99835,0.99981,0.024587,55223.7916,18933810668.7469,458408.5529,0.0042422,1227.1074,1673789.7264,3.6982,3.7065,2.4435e-05,3.6191,-1,0.9997,0.034483,63456.2328,16524852452.544,574341.7229,0.0056649,1398.1293,2068024.8757,3.3553,3.3673,3.3166e-05,3.3075,-1,0.99941,0.066667,67384.4833,11153611533.1828,775653.1319,0.0089003,1635.4833,2720828.0083,2.7081,2.7081,6.169e-05,2.6849,-1,0.99778,9273.dcm
0.011708,63430.1896,57989530920.707,568488.8048,0.01541,1308.9573,2176998.7203,4.4239,4.448,1.0656e-05,4.2658,-0.98112,0.99991,0.0169,75125.2475,58365435105.9795,788559.763,0.011062,1638.2424,2985931.089,4.0694,4.0811,1.4073e-05,3.9763,-0.99279,0.99984,0.023823,75527.5359,51674002685.0401,1011781.8009,0.0071965,1890.9051,3740166.1636,3.7293,3.7374,1.9714e-05,3.6468,-0.99116,0.9997,0.047619,66802.8452,34228247257.4519,1346799.0463,0.01342,2197.1548,4885245.7309,3.0445,3.0445,3.8706e-05,2.9785,-1,0.99887,9279.dcm
0.005834,70957.0144,160365011998.5772,903888.6106,0.011317,1765.564,3474636.1672,5.0443,5.1452,5.8156e-06,4.8398,-0.95275,0.99996,0.0070244,60504.4456,148197326241.7534,1065147.3732,0.0136,1981.9784,4056072.7063,4.8458,4.96,6.9766e-06,4.6677,-0.94524,0.99993,0.0085492,36395.6365,127704925133.6529,1186115.3525,0.016456,2113.6073,4490977.764,4.6332,4.7634,8.864e-06,4.4492,-0.93263,0.99988,0.017241,33419.7845,72205985975.9354,1322154.016,0.01897,2214.4483,4910358.4175,3.9506,4.0604,1.4961e-05,3.9103,-0.93172,0.99962,9287.dcm
0.0068187,65974.5733,127384804008.5548,787676.8686,0.010113,1657.9281,3046087.9705,4.9128,4.9884,7.6758e-06,4.6886,-0.97526,0.99996,0.0084462,58491.7021,119255675983.5389,946463.5484,0.011896,1872.4264,3612437.1375,4.6895,4.7745,9.6084e-06,4.4831,-0.97179,0.99994,0.010526,44662.6447,102930528117.841,1065526.6197,0.013225,1995.2184,4006369.9222,4.4554,4.5539,1.2439e-05,4.2391,-0.96391,0.99991,0.012821,33457.3269,87739372813.5291,1097993.114,0.014141,2039.9487,4166932.1026,4.2545,4.3567,1.478e-05,4.07,-0.96651,0.99986,9306.dcm
0.0022093,58590.7647,357590032910.4595,919151.8244,0.011491,1760.4469,3549932.8712,5.7475,6.1162,3.5862e-06,5.297,-0.90284,0.99998,0.0028799,51484.9368,297410002850.5585,1162576.9696,0.013277,2088.3469,4459481.9124,5.4051,5.8513,4.5316e-06,5.0713,-0.8755,0.99995,0.0032681,33972.1868,262179787527.536,1243111.4194,0.015003,2179.906,4765752.158,5.2313,5.7251,5.5117e-06,4.8751,-0.85626,0.99991,0.039201,45257.4327,37460164006.8511,1388979.6913,0.021627,2237.4712,5025470.5257,3.1781,3.2448,2.7719e-05,3.1864,-0.89598,0.99817,9317.dcm
0.004467,59971.9581,204146274071.711,840705.1646,0.014524,1596.3336,3287348.5295,5.2846,5.412,5.6977e-06,4.902,-0.94893,0.99997,0.0062197,66712.6862,196212579767.2438,1152475.6193,0.013872,2069.3957,4493253.0888,4.9343,5.0817,7.1693e-06,4.6699,-0.9453,0.99995,0.0079442,32518.5221,166851663568.3967,1345834.9137,0.017631,2273.0738,5184366.2923,4.6518,4.837,1.0068e-05,4.3548,-0.93138,0.9999,0.030018,13646.9138,62178618052.7803,1509410.803,0.019351,2396.4039,5737401.4477,3.4575,3.5088,2.6414e-05,3.3412,-0.96382,0.99935,9345.dcm
