fgMaxrg1,fgMinrg1,fgStdevrg1,fgMeanrg1,fgMedianrg1,bgMaxrg1,bgMinrg1,bgStdevrg1,bgMeanrg1,bgMedianrg1,sumIntensityrg1,fgMaxrg2,fgMinrg2,fgStdevrg2,fgMeanrg2,fgMedianrg2,bgMaxrg2,bgMinrg2,bgStdevrg2,bgMeanrg2,bgMedianrg2,sumIntensityrg2,fgMaxrg3,fgMinrg3,fgStdevrg3,fgMeanrg3,fgMedianrg3,bgMaxrg3,bgMinrg3,bgStdevrg3,bgMeanrg3,bgMedianrg3,sumIntensityrg3,fgMaxrg4,fgMinrg4,fgStdevrg4,fgMeanrg4,fgMedianrg4,bgMaxrg4,bgMinrg4,bgStdevrg4,bgMeanrg4,bgMedianrg4,sumIntensityrg4,fgMaxrg5,fgMinrg5,fgStdevrg5,fgMeanrg5,fgMedianrg5,bgMaxrg5,bgMinrg5,bgStdevrg5,bgMeanrg5,bgMedianrg5,sumIntensityrg5,fgMaxrg6,fgMinrg6,fgStdevrg6,fgMeanrg6,fgMedianrg6,bgMaxrg6,bgMinrg6,bgStdevrg6,bgMeanrg6,bgMedianrg6,sumIntensityrg6,ImageName
35.000000,35.000000,0.000000,35.000000,35.000000,119.000000,-968.000000,353.116710,-455.367028,-559.000000,378445.000000,101.000000,-52.000000,30.575213,13.954545,12.000000,119.000000,-968.000000,288.525907,-580.535061,-660.500000,383287.000000,119.000000,-64.000000,37.126420,11.808036,11.500000,77.000000,-968.000000,245.872728,-626.677632,-682.500000,383665.000000,119.000000,-79.000000,39.194912,9.534783,10.000000,77.000000,-968.000000,240.814971,-632.172757,-686.000000,382761.000000,119.000000,-105.000000,43.492372,5.527197,9.000000,77.000000,-968.000000,233.347054,-640.296796,-691.000000,381017.000000,119.000000,-129.000000,48.719430,0.987903,7.000000,77.000000,-968.000000,225.920535,-648.321918,-693.000000,378865.000000,3298.dcm
50.000000,-29.000000,19.931254,16.979167,13.000000,141.000000,-974.000000,339.214627,-511.367232,-588.000000,91327.000000,65.000000,-35.000000,27.758124,13.953846,10.000000,141.000000,-974.000000,309.191946,-566.275000,-641.500000,91511.000000,78.000000,-55.000000,30.682644,14.100000,10.500000,141.000000,-974.000000,295.362582,-585.058065,-687.000000,91671.000000,141.000000,-76.000000,39.000610,15.920000,11.000000,-84.000000,-974.000000,276.155734,-605.940000,-691.000000,92085.000000,141.000000,-104.000000,48.298393,6.609756,7.500000,-112.000000,-974.000000,257.725230,-631.041958,-715.000000,90781.000000,141.000000,-112.000000,49.737149,5.180723,6.000000,-128.000000,-974.000000,254.890659,-634.697183,-720.000000,90557.000000,3308.dcm
607.000000,607.000000,0.000000,607.000000,607.000000,905.000000,273.000000,204.790548,540.489362,506.000000,24796.000000,607.000000,607.000000,0.000000,607.000000,607.000000,905.000000,273.000000,204.790548,540.489362,506.000000,24796.000000,607.000000,607.000000,0.000000,607.000000,607.000000,905.000000,273.000000,204.790548,540.489362,506.000000,24796.000000,607.000000,607.000000,0.000000,607.000000,607.000000,905.000000,273.000000,204.790548,540.489362,506.000000,24796.000000,716.000000,607.000000,54.519110,662.333333,664.000000,905.000000,273.000000,206.769300,533.844444,484.000000,22036.000000,760.000000,506.000000,86.377016,616.100000,620.000000,905.000000,273.000000,220.367785,522.342105,422.000000,13688.000000,3330.dcm
727.000000,727.000000,0.000000,727.000000,727.000000,832.000000,230.000000,198.942806,508.902439,490.000000,20138.000000,727.000000,727.000000,0.000000,727.000000,727.000000,832.000000,230.000000,198.942806,508.902439,490.000000,20138.000000,832.000000,690.000000,50.885744,754.230769,747.000000,640.000000,230.000000,135.329911,406.448276,416.000000,1982.000000,832.000000,690.000000,50.885744,754.230769,747.000000,640.000000,230.000000,135.329911,406.448276,416.000000,1982.000000,832.000000,690.000000,50.885744,754.230769,747.000000,640.000000,230.000000,135.329911,406.448276,416.000000,1982.000000,832.000000,614.000000,71.381792,724.117647,721.000000,565.000000,230.000000,109.596426,371.280000,355.000000,3028.000000,3334.dcm
698.000000,663.000000,18.520259,684.000000,691.000000,793.000000,207.000000,177.079959,417.373832,381.000000,42607.000000,698.000000,617.000000,28.879058,655.500000,656.500000,793.000000,207.000000,174.241932,406.539216,351.000000,36223.000000,700.000000,584.000000,39.836930,644.533333,654.000000,793.000000,207.000000,168.536267,389.926316,316.000000,27375.000000,761.000000,584.000000,56.340108,674.727273,676.000000,793.000000,207.000000,141.643864,362.125000,299.000000,17023.000000,793.000000,584.000000,65.318957,691.384615,694.500000,571.000000,207.000000,109.921572,342.083333,295.500000,10759.000000,793.000000,551.000000,76.595643,670.677419,663.000000,540.000000,207.000000,97.611290,328.101266,291.000000,5129.000000,3336.dcm
1102.000000,999.000000,19.693556,1050.954839,1051.000000,1145.000000,102.000000,307.273166,446.815837,297.500000,661667.000000,1145.000000,926.000000,28.136042,1050.700665,1051.000000,1142.000000,102.000000,272.452472,405.699855,278.000000,365527.000000,1145.000000,926.000000,33.617200,1043.891683,1047.000000,1142.000000,102.000000,254.411222,386.204194,269.000000,233875.000000,1145.000000,826.000000,47.662623,1032.077052,1042.000000,1074.000000,102.000000,230.729184,362.511180,260.000000,80959.000000,1145.000000,826.000000,50.276836,1028.373591,1040.000000,1074.000000,102.000000,222.920128,355.260137,258.000000,36019.000000,1145.000000,826.000000,54.297868,1023.925581,1037.000000,1074.000000,102.000000,215.300530,348.174400,255.000000,7605.000000,3378.dcm
373.000000,373.000000,0.000000,373.000000,373.000000,1119.000000,31.000000,277.432465,370.511863,243.000000,1061514.000000,373.000000,373.000000,0.000000,373.000000,373.000000,1119.000000,31.000000,277.432465,370.511863,243.000000,1061514.000000,373.000000,373.000000,0.000000,373.000000,373.000000,1119.000000,31.000000,277.432465,370.511863,243.000000,1061514.000000,373.000000,373.000000,0.000000,373.000000,373.000000,1119.000000,31.000000,277.432465,370.511863,243.000000,1061514.000000,373.000000,373.000000,0.000000,373.000000,373.000000,1119.000000,31.000000,277.432465,370.511863,243.000000,1061514.000000,373.000000,373.000000,0.000000,373.000000,373.000000,1119.000000,31.000000,277.432465,370.511863,243.000000,1061514.000000,3402.dcm
789.000000,789.000000,0.000000,789.000000,789.000000,977.000000,156.000000,235.782698,465.816425,390.000000,95635.000000,789.000000,789.000000,0.000000,789.000000,789.000000,977.000000,156.000000,235.782698,465.816425,390.000000,95635.000000,843.000000,750.000000,46.701178,794.000000,789.000000,977.000000,156.000000,234.594932,462.590244,389.000000,92449.000000,843.000000,750.000000,46.701178,794.000000,789.000000,977.000000,156.000000,234.594932,462.590244,389.000000,92449.000000,843.000000,649.000000,65.195518,715.700000,692.000000,977.000000,156.000000,234.900629,454.828283,385.000000,82899.000000,843.000000,582.000000,79.510361,686.307692,665.000000,977.000000,156.000000,236.116126,452.774359,384.000000,79369.000000,3411.dcm
1126.000000,1022.000000,19.782309,1079.484127,1078.500000,1167.000000,167.000000,320.542490,700.239464,754.000000,229510.000000,1157.000000,1006.000000,29.929161,1074.433735,1074.000000,1167.000000,167.000000,281.112290,586.481203,557.000000,33528.000000,1157.000000,1001.000000,32.866312,1070.560150,1072.000000,1167.000000,167.000000,272.073929,567.463351,540.000000,67998.000000,1157.000000,974.000000,39.794348,1063.530822,1067.000000,1167.000000,167.000000,255.404241,536.485955,490.000000,119562.000000,1167.000000,951.000000,44.333486,1061.299342,1067.000000,949.000000,167.000000,243.336700,520.072674,463.000000,143730.000000,1167.000000,924.000000,52.756628,1053.249231,1062.000000,909.000000,167.000000,225.860789,492.984520,438.000000,183072.000000,3413.dcm
1089.000000,1018.000000,14.614016,1056.939394,1057.000000,1458.000000,152.000000,355.460622,654.011024,640.000000,240902.000000,1151.000000,1018.000000,26.035623,1070.219512,1064.000000,1458.000000,152.000000,334.358248,589.202166,546.500000,63144.000000,1151.000000,1003.000000,32.641333,1073.703947,1067.000000,1458.000000,152.000000,303.290972,530.818548,467.000000,63120.000000,1153.000000,984.000000,34.319259,1072.609677,1067.000000,1458.000000,152.000000,300.217685,524.863265,461.000000,75326.000000,1176.000000,959.000000,38.428617,1069.993750,1065.000000,1458.000000,152.000000,295.535576,515.195833,439.500000,95104.000000,1195.000000,940.000000,41.375237,1069.260736,1064.500000,1458.000000,152.000000,291.345271,508.677215,433.500000,107466.000000,3419.dcm
630.000000,630.000000,0.000000,630.000000,630.000000,1242.000000,160.000000,217.839446,525.107463,482.000000,175281.000000,673.000000,571.000000,37.025517,618.000000,619.500000,1242.000000,160.000000,220.209239,522.579755,470.500000,164181.000000,693.000000,552.000000,46.957367,628.925926,639.000000,1242.000000,160.000000,224.250139,516.375405,455.000000,142579.000000,708.000000,552.000000,48.442119,631.750000,639.500000,1242.000000,160.000000,224.347793,515.753247,454.500000,141163.000000,755.000000,537.000000,62.567515,644.200000,644.500000,1242.000000,160.000000,228.189108,504.653846,432.500000,112121.000000,975.000000,421.000000,108.473083,720.625899,740.000000,1242.000000,160.000000,162.928376,387.685279,369.000000,23793.000000,3432.dcm
1066.000000,1024.000000,16.097915,1046.142857,1053.000000,1301.000000,60.000000,265.509843,812.835430,906.000000,768122.000000,1162.000000,896.000000,41.964161,1030.563758,1033.000000,1301.000000,60.000000,269.885565,774.894089,875.000000,475660.000000,1162.000000,819.000000,49.888783,1011.226619,1010.500000,1301.000000,60.000000,275.435550,734.475842,821.000000,220526.000000,1162.000000,819.000000,59.037995,999.933333,1001.500000,1301.000000,60.000000,279.285319,717.575277,790.000000,122812.000000,1210.000000,702.000000,75.833116,972.974659,976.000000,1301.000000,60.000000,287.678958,633.107143,597.500000,215504.000000,1210.000000,702.000000,77.417886,971.117318,974.000000,1301.000000,60.000000,285.621313,616.221698,572.500000,260212.000000,3440.dcm
1066.000000,1024.000000,16.097915,1046.142857,1053.000000,1301.000000,60.000000,253.257895,836.881808,921.000000,714906.000000,1162.000000,896.000000,41.964161,1030.563758,1033.000000,1301.000000,60.000000,260.089637,798.887656,888.000000,422444.000000,1162.000000,819.000000,49.888783,1011.226619,1010.500000,1301.000000,60.000000,268.872893,757.484797,843.500000,167310.000000,1162.000000,819.000000,59.037995,999.933333,1001.500000,1301.000000,60.000000,274.462959,739.951852,817.500000,69596.000000,1210.000000,702.000000,75.991698,973.924152,976.000000,1301.000000,60.000000,290.540613,654.785908,630.000000,246320.000000,1210.000000,702.000000,78.516562,973.518727,976.000000,1301.000000,60.000000,284.558860,624.086310,592.000000,310166.000000,3448.dcm
1081.000000,1004.000000,14.402442,1037.878698,1038.000000,1044.000000,161.000000,261.746469,523.863510,450.000000,25331.000000,1081.000000,973.000000,19.393926,1033.238845,1035.000000,999.000000,161.000000,240.193260,493.737778,425.000000,60391.000000,1081.000000,960.000000,22.602450,1030.748111,1034.000000,999.000000,161.000000,231.108138,482.139605,416.000000,91477.000000,1081.000000,936.000000,29.054094,1026.154394,1033.000000,930.000000,161.000000,216.377041,464.450394,398.000000,137085.000000,1081.000000,915.000000,32.864414,1023.567130,1032.500000,912.000000,161.000000,209.384008,456.339744,391.000000,157425.000000,1081.000000,889.000000,39.378759,1019.236607,1032.000000,888.000000,161.000000,199.036143,444.603618,380.000000,186299.000000,3493.dcm
272.000000,225.000000,17.500000,245.666667,244.000000,994.000000,90.000000,215.031310,356.882716,318.000000,55604.000000,337.000000,206.000000,36.405231,291.783784,304.000000,994.000000,90.000000,234.902985,367.388060,350.500000,38434.000000,408.000000,206.000000,47.237657,315.000000,318.500000,994.000000,90.000000,251.402794,367.658120,260.000000,26006.000000,408.000000,206.000000,50.053852,317.694915,319.000000,994.000000,90.000000,256.569487,368.589286,232.000000,22538.000000,458.000000,204.000000,61.182528,314.289474,317.500000,994.000000,90.000000,274.577105,380.421053,192.000000,12254.000000,458.000000,149.000000,83.615980,278.134615,292.500000,994.000000,90.000000,286.614403,464.179104,492.000000,2174.000000,3518.dcm
371.000000,353.000000,12.727922,362.000000,362.000000,672.000000,192.000000,104.750681,341.750000,351.500000,12946.000000,371.000000,353.000000,12.727922,362.000000,362.000000,672.000000,192.000000,104.750681,341.750000,351.500000,12946.000000,451.000000,335.000000,32.004058,388.545455,384.500000,672.000000,192.000000,127.800461,292.300000,246.500000,2702.000000,451.000000,299.000000,38.504282,381.666667,381.500000,672.000000,192.000000,134.996974,290.777778,241.000000,3926.000000,473.000000,299.000000,41.886474,385.320000,382.000000,672.000000,192.000000,131.018353,280.058824,239.000000,4872.000000,473.000000,224.000000,71.897546,347.085714,368.000000,672.000000,192.000000,203.760831,320.857143,212.000000,9902.000000,3523.dcm
734.000000,719.000000,7.505553,726.333333,726.000000,2167.000000,137.000000,484.556717,686.000000,538.000000,160403.000000,751.000000,658.000000,30.958471,701.736842,689.000000,2167.000000,137.000000,501.790261,685.194570,505.000000,138095.000000,775.000000,647.000000,37.673466,705.636364,697.000000,2167.000000,137.000000,505.171100,684.573394,502.500000,133713.000000,779.000000,592.000000,57.623484,676.861111,677.500000,2167.000000,137.000000,521.915982,688.205882,490.000000,116027.000000,779.000000,568.000000,64.308960,662.333333,665.500000,2167.000000,137.000000,529.425021,691.631313,483.500000,109125.000000,779.000000,522.000000,74.657419,643.431373,629.000000,2167.000000,137.000000,540.969210,698.126984,476.000000,99131.000000,3528.dcm
1081.000000,1004.000000,14.402442,1037.878698,1038.000000,1056.000000,124.000000,242.393901,402.833130,302.500000,310649.000000,1081.000000,973.000000,19.393926,1033.238845,1035.000000,1056.000000,124.000000,224.906571,386.861163,297.000000,224927.000000,1081.000000,960.000000,22.602450,1030.748111,1034.000000,1056.000000,124.000000,218.181070,380.952622,295.000000,193841.000000,1081.000000,936.000000,29.276612,1025.572727,1033.000000,933.000000,124.000000,196.621539,364.287662,291.000000,109751.000000,1081.000000,912.000000,34.174097,1022.184615,1032.000000,931.000000,124.000000,189.577503,358.794098,290.000000,82067.000000,1081.000000,888.000000,40.251190,1018.036093,1031.000000,931.000000,124.000000,182.151164,353.055003,289.000000,53265.000000,3542.dcm
1024.000000,972.000000,16.909986,998.380952,998.000000,1050.000000,121.000000,299.482409,442.472050,305.000000,50272.000000,1050.000000,956.000000,24.500966,1001.121212,1000.000000,946.000000,121.000000,262.792214,397.093960,281.000000,26130.000000,1050.000000,920.000000,36.205195,985.395349,986.000000,902.000000,121.000000,227.395059,358.503597,269.000000,7460.000000,1050.000000,902.000000,37.926183,983.500000,985.500000,870.000000,121.000000,223.414869,354.565217,266.500000,5656.000000,1050.000000,902.000000,37.926183,983.500000,985.500000,870.000000,121.000000,223.414869,354.565217,266.500000,5656.000000,1050.000000,853.000000,51.352449,971.265306,985.000000,836.000000,121.000000,204.008589,335.428571,255.000000,2980.000000,3581.dcm
543.000000,543.000000,0.000000,543.000000,543.000000,591.000000,138.000000,128.829663,314.523364,251.000000,33111.000000,591.000000,500.000000,28.200473,546.866667,543.000000,494.000000,138.000000,97.610876,279.505376,239.000000,17791.000000,591.000000,455.000000,42.725986,521.652174,525.000000,449.000000,138.000000,80.368918,261.164706,230.000000,10201.000000,591.000000,419.000000,51.669696,502.366667,497.000000,408.000000,138.000000,62.494126,245.205128,225.000000,4055.000000,591.000000,387.000000,58.126495,492.757576,492.000000,377.000000,138.000000,55.620017,239.146667,223.000000,1675.000000,591.000000,346.000000,73.073861,469.825000,467.500000,336.000000,138.000000,40.881507,226.529412,219.000000,3389.000000,3589.dcm
1138.000000,931.000000,27.777288,1045.930041,1043.000000,1558.000000,0.000000,404.816596,855.493185,1039.000000,436222.000000,1163.000000,931.000000,38.124570,1052.823308,1054.000000,1558.000000,0.000000,467.396815,742.166023,872.500000,175660.000000,1215.000000,902.000000,41.524119,1054.461404,1055.000000,1558.000000,0.000000,475.160393,715.627083,750.000000,257542.000000,1249.000000,902.000000,44.983692,1055.745000,1056.000000,1558.000000,0.000000,480.542305,691.326667,630.500000,322350.000000,1249.000000,902.000000,47.573719,1057.217042,1057.500000,1558.000000,0.000000,483.239866,670.455607,582.000000,370634.000000,1249.000000,902.000000,53.639166,1060.958841,1060.000000,1558.000000,0.000000,482.841805,630.850254,510.000000,447434.000000,3609.dcm
390.000000,390.000000,0.000000,390.000000,390.000000,1215.000000,0.000000,276.329595,393.977528,320.000000,34674.000000,390.000000,352.000000,26.870058,371.000000,371.000000,1215.000000,0.000000,277.876302,394.454545,316.500000,33970.000000,390.000000,352.000000,26.870058,371.000000,371.000000,1215.000000,0.000000,277.876302,394.454545,316.500000,33970.000000,390.000000,286.000000,52.624456,342.666667,352.000000,1215.000000,0.000000,279.239587,395.701149,320.000000,33398.000000,416.000000,223.000000,52.698802,317.052632,320.000000,1215.000000,0.000000,305.361139,414.507042,339.000000,23406.000000,450.000000,223.000000,59.285305,323.700000,324.500000,1215.000000,0.000000,307.535835,414.000000,326.000000,22506.000000,3635.dcm
265.000000,-1.000000,28.951991,37.910995,36.000000,9.000000,-865.000000,280.231337,-475.877960,-552.000000,536996.000000,265.000000,-78.000000,33.515073,28.956427,30.000000,4.000000,-865.000000,259.299995,-510.600392,-592.000000,534614.000000,265.000000,-78.000000,37.881652,22.125245,27.000000,-52.000000,-865.000000,241.264180,-535.952528,-616.000000,530644.000000,265.000000,-78.000000,42.646280,16.253650,24.000000,-78.000000,-865.000000,226.602313,-554.655579,-626.500000,525846.000000,265.000000,-110.000000,48.214047,10.329310,22.000000,-103.000000,-865.000000,212.729108,-571.136667,-636.500000,520014.000000,265.000000,-127.000000,52.798343,5.665008,19.000000,-131.000000,-865.000000,201.888880,-583.179019,-642.000000,514864.000000,3672.dcm
77.000000,1.000000,16.709147,35.303371,35.500000,0.000000,-902.000000,275.454761,-554.736765,-644.500000,383505.000000,77.000000,-21.000000,20.979508,30.393035,33.000000,-23.000000,-902.000000,260.136526,-573.890411,-653.000000,383155.000000,77.000000,-45.000000,28.134835,23.560000,29.000000,-49.000000,-902.000000,242.355007,-594.372828,-664.000000,381539.000000,77.000000,-70.000000,33.879601,18.383333,26.000000,-75.000000,-902.000000,230.288539,-607.360841,-672.500000,379761.000000,77.000000,-95.000000,39.467902,13.808765,25.000000,-102.000000,-902.000000,221.294481,-616.808896,-681.000000,377869.000000,77.000000,-122.000000,48.024781,6.759398,25.000000,-125.000000,-902.000000,208.711450,-629.619932,-689.500000,374533.000000,3679.dcm
536.000000,536.000000,0.000000,536.000000,536.000000,933.000000,-731.000000,444.909810,-8.036364,-7.000000,978.000000,536.000000,536.000000,0.000000,536.000000,536.000000,933.000000,-731.000000,444.909810,-8.036364,-7.000000,978.000000,536.000000,536.000000,0.000000,536.000000,536.000000,933.000000,-731.000000,444.909810,-8.036364,-7.000000,978.000000,536.000000,536.000000,0.000000,536.000000,536.000000,933.000000,-731.000000,444.909810,-8.036364,-7.000000,978.000000,536.000000,536.000000,0.000000,536.000000,536.000000,933.000000,-731.000000,444.909810,-8.036364,-7.000000,978.000000,536.000000,536.000000,0.000000,536.000000,536.000000,933.000000,-731.000000,444.909810,-8.036364,-7.000000,978.000000,3696.dcm
80.000000,-16.000000,18.878419,24.890295,26.000000,-9.000000,-827.000000,247.484032,-396.719262,-411.500000,199498.000000,80.000000,-33.000000,23.822339,18.427536,22.000000,-36.000000,-827.000000,230.670163,-429.367483,-444.000000,197872.000000,80.000000,-55.000000,28.210306,14.179661,20.000000,-58.000000,-827.000000,220.955059,-446.239535,-462.000000,196066.000000,80.000000,-79.000000,31.849523,11.006515,18.000000,-81.000000,-827.000000,214.400107,-457.126794,-469.000000,194458.000000,80.000000,-107.000000,41.321173,3.296073,13.000000,-108.000000,-827.000000,200.725454,-479.164975,-495.000000,189882.000000,80.000000,-125.000000,46.162822,-0.880466,12.000000,-132.000000,-827.000000,193.070912,-490.570681,-506.000000,187096.000000,3722.dcm
150.000000,97.000000,18.712105,119.857143,119.000000,300.000000,-905.000000,408.414292,-310.609337,-304.000000,127257.000000,150.000000,53.000000,29.071694,98.111111,91.000000,300.000000,-905.000000,408.615943,-321.578283,-327.500000,129111.000000,156.000000,3.000000,45.746433,72.935897,68.000000,300.000000,-905.000000,406.041360,-390.678571,-508.000000,136957.000000,300.000000,-28.000000,99.881249,132.055556,127.500000,-32.000000,-905.000000,259.806851,-583.222222,-675.500000,168365.000000,300.000000,-60.000000,105.217125,121.924419,107.000000,-62.000000,-905.000000,240.102770,-605.578512,-688.500000,167521.000000,300.000000,-73.000000,107.784262,117.625000,105.500000,-88.000000,-905.000000,231.621870,-614.626050,-690.500000,166983.000000,3726.dcm
150.000000,97.000000,18.712105,119.857143,119.000000,300.000000,-909.000000,413.961991,-366.466531,-455.000000,181507.000000,150.000000,53.000000,29.071694,98.111111,91.000000,300.000000,-909.000000,412.937028,-376.753112,-485.000000,183361.000000,156.000000,-3.000000,48.212221,64.696629,57.000000,300.000000,-909.000000,401.958394,-451.549878,-632.000000,191345.000000,156.000000,-42.000000,57.304963,43.603448,40.000000,300.000000,-909.000000,399.104212,-481.476563,-664.500000,189945.000000,156.000000,-70.000000,60.270773,38.491803,29.500000,300.000000,-909.000000,398.686534,-488.161376,-674.500000,189221.000000,300.000000,-88.000000,110.338774,105.611399,85.000000,-99.000000,-909.000000,225.520810,-652.156352,-748.000000,220595.000000,3739.dcm
1089.000000,1001.000000,15.172388,1046.332632,1047.000000,1093.000000,55.000000,302.175291,393.341359,247.000000,39552.000000,1093.000000,993.000000,18.317633,1044.911111,1047.000000,1052.000000,55.000000,266.196427,355.384335,230.000000,174040.000000,1093.000000,971.000000,21.252614,1042.867384,1046.000000,1052.000000,55.000000,255.718557,344.948148,225.000000,209376.000000,1093.000000,950.000000,25.094892,1040.534843,1045.000000,1052.000000,55.000000,246.194323,335.711466,222.500000,240070.000000,1093.000000,929.000000,28.464469,1038.618803,1045.000000,1052.000000,55.000000,239.592194,329.413105,220.000000,260720.000000,1093.000000,799.000000,37.205102,1034.564784,1044.000000,1052.000000,55.000000,230.191439,320.131274,217.000000,291152.000000,3750.dcm
1136.000000,1031.000000,17.694331,1080.250352,1080.000000,1130.000000,101.000000,339.045993,586.945996,578.000000,452868.000000,1136.000000,1027.000000,20.343963,1077.672302,1079.000000,1025.000000,101.000000,316.475813,531.352818,466.000000,574212.000000,1136.000000,1004.000000,22.884370,1075.683879,1078.000000,1003.000000,101.000000,303.462389,504.746696,435.500000,624938.000000,1136.000000,982.000000,26.931870,1073.019512,1077.000000,993.000000,101.000000,287.022296,475.168224,398.000000,676504.000000,1136.000000,963.000000,29.327613,1071.564904,1076.000000,993.000000,101.000000,278.234634,460.831731,388.000000,699836.000000,1136.000000,940.000000,32.024512,1070.115202,1076.000000,993.000000,101.000000,270.708782,448.795567,380.500000,718826.000000,3787.dcm
1089.000000,1001.000000,15.172388,1046.332632,1047.000000,1093.000000,37.000000,299.908300,373.576441,228.000000,49837.000000,1093.000000,993.000000,18.219738,1044.744403,1047.000000,1052.000000,37.000000,264.857206,338.200704,214.000000,175787.000000,1093.000000,971.000000,21.174476,1042.691336,1046.000000,1052.000000,37.000000,253.971925,327.842576,211.000000,211123.000000,1093.000000,950.000000,25.038783,1040.347368,1045.000000,1052.000000,37.000000,244.053625,318.676044,210.000000,241817.000000,1093.000000,929.000000,28.424907,1038.421687,1045.000000,1052.000000,37.000000,237.160594,312.425298,208.000000,262467.000000,1093.000000,799.000000,37.204882,1034.346154,1044.000000,1052.000000,37.000000,227.279255,303.202980,204.500000,292899.000000,3803.dcm
1089.000000,1001.000000,15.172388,1046.332632,1047.000000,1353.000000,44.000000,307.518742,374.758085,219.000000,395291.000000,1093.000000,993.000000,18.511437,1044.738574,1047.000000,1353.000000,44.000000,288.960526,354.194456,212.000000,246363.000000,1093.000000,971.000000,21.453594,1042.636042,1046.000000,1353.000000,44.000000,284.413493,348.984716,211.000000,209043.000000,1093.000000,950.000000,25.192989,1040.341924,1045.000000,1353.000000,44.000000,280.750479,344.691293,210.000000,178349.000000,1093.000000,929.000000,28.717119,1038.301347,1045.000000,1353.000000,44.000000,278.122958,341.536693,209.000000,155805.000000,1093.000000,799.000000,37.505325,1034.129085,1044.000000,1353.000000,44.000000,274.725007,337.085561,207.000000,123533.000000,3821.dcm
1085.000000,1024.000000,16.566121,1054.533333,1055.000000,1014.000000,101.000000,294.216730,444.113861,335.500000,42257.000000,1085.000000,1013.000000,18.934330,1051.958333,1053.500000,994.000000,101.000000,287.909336,435.532663,322.000000,36177.000000,1085.000000,976.000000,29.326991,1042.482143,1051.500000,967.000000,101.000000,270.380665,412.492147,307.000000,20407.000000,1085.000000,957.000000,33.681580,1038.389831,1050.000000,942.000000,101.000000,263.356589,403.723404,305.000000,14635.000000,1085.000000,922.000000,43.824639,1029.859375,1044.000000,914.000000,101.000000,251.927803,389.366120,298.000000,5343.000000,1085.000000,904.000000,49.646730,1024.462687,1043.000000,890.000000,101.000000,244.794291,380.700000,289.000000,113.000000,3869.dcm
1140.000000,1133.000000,4.949747,1136.500000,1136.500000,1401.000000,144.000000,388.668760,864.087260,1005.000000,492849.000000,1140.000000,1133.000000,4.949747,1136.500000,1136.500000,1401.000000,144.000000,388.668760,864.087260,1005.000000,492849.000000,1255.000000,994.000000,48.141126,1186.117647,1194.000000,1401.000000,144.000000,393.751237,821.970414,975.000000,336083.000000,1401.000000,893.000000,83.445233,1225.539773,1230.000000,1345.000000,144.000000,362.758790,706.015038,869.000000,66005.000000,1401.000000,893.000000,84.562500,1221.774725,1225.500000,1345.000000,144.000000,362.015215,699.826972,826.000000,52669.000000,1401.000000,893.000000,85.631304,1219.064516,1225.000000,1345.000000,144.000000,361.625788,695.755784,823.000000,43903.000000,3878.dcm
1228.000000,1228.000000,0.000000,1228.000000,1228.000000,1630.000000,-243.000000,443.093612,664.990125,696.000000,1008892.000000,1228.000000,1228.000000,0.000000,1228.000000,1228.000000,1630.000000,-243.000000,443.093612,664.990125,696.000000,1008892.000000,1291.000000,1228.000000,44.547727,1259.500000,1259.500000,1630.000000,-243.000000,442.947930,664.577734,695.000000,1006310.000000,1291.000000,1228.000000,44.547727,1259.500000,1259.500000,1630.000000,-243.000000,442.947930,664.577734,695.000000,1006310.000000,1333.000000,885.000000,78.017059,1120.376022,1118.000000,1630.000000,-243.000000,412.428545,520.529055,414.000000,188992.000000,1382.000000,885.000000,84.936416,1120.440758,1118.000000,1630.000000,-243.000000,398.638316,490.457195,371.000000,65696.000000,3904.dcm
1109.000000,1049.000000,19.240830,1081.066667,1086.000000,1033.000000,343.000000,230.249883,687.261538,693.000000,28456.000000,1109.000000,1033.000000,22.134344,1078.062500,1085.000000,1026.000000,343.000000,227.880424,681.859375,691.500000,26390.000000,1109.000000,984.000000,41.154182,1051.400000,1054.000000,958.000000,343.000000,201.064336,629.145455,664.000000,8318.000000,1109.000000,984.000000,41.154182,1051.400000,1054.000000,958.000000,343.000000,201.064336,629.145455,664.000000,8318.000000,1109.000000,929.000000,54.889691,1033.866667,1041.000000,913.000000,343.000000,182.363078,597.440000,585.500000,1144.000000,1109.000000,913.000000,60.844825,1026.312500,1029.500000,876.000000,343.000000,173.946918,584.291667,580.500000,4796.000000,3941.dcm
1117.000000,1061.000000,21.127260,1090.888889,1098.000000,1145.000000,196.000000,285.738803,575.753086,518.000000,36818.000000,1145.000000,1061.000000,26.059104,1100.076923,1103.000000,1022.000000,196.000000,263.574093,547.441558,497.000000,27852.000000,1145.000000,1061.000000,26.059104,1100.076923,1103.000000,1022.000000,196.000000,263.574093,547.441558,497.000000,27852.000000,1145.000000,1003.000000,46.252681,1075.611111,1089.000000,977.000000,196.000000,241.054159,515.180556,465.000000,17732.000000,1145.000000,977.000000,50.321539,1070.421053,1083.000000,948.000000,196.000000,236.320713,508.676056,464.000000,15778.000000,1145.000000,947.000000,60.383063,1058.714286,1066.000000,925.000000,196.000000,227.293114,495.956522,449.000000,11988.000000,3944.dcm
