fgMaxotsu1,fgMinotsu1,fgStdevotsu1,fgMeanotsu1,fgMedianotsu1,bgMaxotsu1,bgMinotsu1,bgStdevotsu1,bgMeanotsu1,bgMedianotsu1,sumIntensityotsu1,fgMaxotsu2,fgMinotsu2,fgStdevotsu2,fgMeanotsu2,fgMedianotsu2,bgMaxotsu2,bgMinotsu2,bgStdevotsu2,bgMeanotsu2,bgMedianotsu2,sumIntensityotsu2,fgMaxotsu3,fgMinotsu3,fgStdevotsu3,fgMeanotsu3,fgMedianotsu3,bgMaxotsu3,bgMinotsu3,bgStdevotsu3,bgMeanotsu3,bgMedianotsu3,sumIntensityotsu3,fgMaxotsu4,fgMinotsu4,fgStdevotsu4,fgMeanotsu4,fgMedianotsu4,bgMaxotsu4,bgMinotsu4,bgStdevotsu4,bgMeanotsu4,bgMedianotsu4,sumIntensityotsu4,ImageName
1026.000000,193.000000,291.741860,672.614035,686.000000,189.000000,94.000000,28.415365,149.041667,148.500000,34762.000000,1026.000000,500.000000,178.955891,824.804878,888.000000,474.000000,94.000000,86.544486,202.475000,185.000000,25718.000000,1026.000000,686.000000,99.527356,923.137931,949.000000,669.000000,94.000000,182.773928,291.250000,199.500000,11626.000000,1026.000000,949.000000,23.004554,998.933333,1003.000000,947.000000,94.000000,281.208211,408.060606,274.000000,11948.000000,9832.dcm
1379.000000,204.000000,298.297182,832.907563,915.000000,369.000000,0.000000,70.514858,146.134228,143.000000,628490.000000,1379.000000,451.000000,211.718756,944.250000,1008.000000,642.000000,0.000000,121.121959,204.930921,178.000000,509938.000000,1379.000000,574.000000,137.358385,1028.810056,1056.000000,746.000000,0.000000,193.192204,278.146703,214.000000,345808.000000,1379.000000,888.000000,75.447081,1107.922006,1105.000000,1099.000000,0.000000,293.340133,392.388708,291.000000,36354.000000,9856.dcm
828.000000,117.000000,242.959433,410.622222,324.000000,112.000000,23.000000,27.879937,79.909091,90.000000,17599.000000,828.000000,162.000000,213.185936,499.382353,507.500000,158.000000,23.000000,35.812886,108.090909,114.500000,14601.000000,828.000000,400.000000,128.099366,642.952381,666.000000,367.000000,23.000000,89.769172,167.285714,137.000000,7647.000000,828.000000,666.000000,56.007142,743.000000,746.000000,643.000000,23.000000,177.051302,248.533333,162.000000,3011.000000,9861.dcm
1379.000000,196.000000,298.640103,827.665116,913.500000,369.000000,0.000000,72.515184,143.836066,141.000000,650374.000000,1379.000000,451.000000,209.070470,942.829942,1005.000000,642.000000,0.000000,124.732604,207.918197,179.000000,524124.000000,1379.000000,574.000000,134.981610,1026.036298,1054.000000,746.000000,0.000000,195.242845,282.423913,218.500000,357482.000000,1379.000000,911.000000,72.612094,1108.888889,1106.000000,1099.000000,0.000000,302.985077,410.245726,305.500000,5230.000000,9865.dcm
818.000000,175.000000,171.721559,478.130435,522.000000,168.000000,1.000000,42.961074,117.500000,127.500000,20349.000000,818.000000,361.000000,107.161368,562.323529,565.500000,334.000000,1.000000,76.012995,173.846154,168.000000,14599.000000,818.000000,521.000000,71.940684,616.625000,614.500000,506.000000,1.000000,135.759755,245.555556,213.500000,5959.000000,818.000000,622.000000,51.398326,674.833333,664.000000,607.000000,1.000000,180.700321,323.770833,278.500000,7443.000000,9869.dcm
1173.000000,0.000000,125.512150,263.435318,242.000000,110.000000,0.000000,36.576172,50.107692,52.000000,125036.000000,644.000000,91.000000,90.397906,317.815972,296.500000,1173.000000,0.000000,126.373097,151.587121,148.000000,51512.000000,644.000000,229.000000,69.204334,397.609756,386.000000,1173.000000,0.000000,115.919974,192.643357,187.000000,33738.000000,644.000000,386.000000,52.420007,468.714286,460.000000,1173.000000,0.000000,126.631437,222.717602,211.000000,98740.000000,9879.dcm
1115.000000,106.000000,151.425454,294.211009,263.000000,168.000000,0.000000,40.284206,77.970588,80.000000,29418.000000,1115.000000,175.000000,150.786830,374.238095,338.000000,366.000000,0.000000,69.949746,139.287500,141.000000,12434.000000,1115.000000,227.000000,151.742819,426.522727,383.000000,366.000000,0.000000,78.659433,161.141414,161.000000,2814.000000,617.000000,408.000000,68.589682,480.900000,454.500000,1115.000000,0.000000,152.997686,224.894737,193.000000,25102.000000,9891.dcm
843.000000,182.000000,159.501254,367.990099,351.000000,179.000000,103.000000,21.812603,144.294118,147.000000,32261.000000,843.000000,262.000000,141.246679,439.114286,431.500000,252.000000,103.000000,38.329041,174.384615,178.000000,19403.000000,843.000000,374.000000,119.487003,520.627907,491.000000,363.000000,103.000000,72.433976,213.978261,193.500000,2701.000000,843.000000,495.000000,119.102619,628.058824,574.000000,526.000000,103.000000,119.061338,266.067797,230.500000,20719.000000,9895.dcm
1039.000000,220.000000,264.511230,603.979167,592.000000,218.000000,148.000000,20.877420,185.500000,187.500000,26023.000000,1039.000000,431.000000,196.439954,726.857143,704.000000,359.000000,148.000000,55.673397,224.793103,207.000000,18921.000000,1039.000000,609.000000,145.395706,829.458333,850.500000,575.000000,148.000000,136.434487,301.300000,236.000000,7855.000000,1039.000000,849.000000,71.014264,944.230769,958.000000,813.000000,148.000000,205.293542,385.960784,310.000000,7409.000000,9917.dcm
793.000000,148.000000,203.910425,445.500000,445.500000,142.000000,81.000000,14.760259,105.916667,108.000000,35902.000000,793.000000,244.000000,155.621828,536.102941,547.500000,241.000000,81.000000,44.636541,133.541667,116.000000,26840.000000,793.000000,450.000000,95.838249,625.913043,622.000000,441.000000,81.000000,102.718875,183.808511,139.500000,11514.000000,793.000000,626.000000,45.171247,711.181818,717.500000,624.000000,81.000000,174.862061,257.830508,180.500000,14778.000000,9920.dcm
1536.000000,239.000000,272.760094,590.551282,537.500000,235.000000,117.000000,32.102265,169.656250,161.500000,40634.000000,1536.000000,381.000000,236.640401,700.438596,667.000000,366.000000,117.000000,70.553555,218.245283,192.000000,28358.000000,1536.000000,568.000000,189.169362,824.921053,807.500000,540.000000,117.000000,122.473100,279.791667,254.000000,11202.000000,971.000000,812.000000,59.160637,907.466667,925.000000,1536.000000,117.000000,260.495404,398.736842,331.000000,24268.000000,9924.dcm
1153.000000,262.000000,255.985483,866.491389,1005.000000,324.000000,89.000000,51.102278,227.123967,233.000000,727232.000000,1153.000000,499.000000,179.246794,943.380319,1020.000000,493.000000,89.000000,93.006318,303.225000,301.500000,636648.000000,1153.000000,726.000000,97.713676,1014.688207,1040.000000,725.000000,89.000000,169.061045,413.147453,387.000000,473988.000000,1153.000000,952.000000,44.730118,1054.145669,1055.000000,949.000000,89.000000,233.201925,509.690083,507.000000,288816.000000,9930.dcm
1153.000000,262.000000,261.557438,835.699793,979.500000,349.000000,89.000000,51.683469,235.553571,239.500000,754522.000000,1153.000000,517.000000,191.738723,922.329602,1013.000000,513.000000,89.000000,99.823467,306.987047,293.000000,623056.000000,1153.000000,724.000000,98.933974,1013.753623,1040.000000,857.000000,89.000000,168.051011,405.112478,380.000000,399032.000000,1153.000000,948.000000,45.128766,1053.731373,1055.000000,945.000000,89.000000,221.409868,474.480882,448.500000,214756.000000,9953.dcm
1264.000000,299.000000,324.454927,708.976190,700.000000,278.000000,120.000000,49.301049,223.857143,237.000000,26643.000000,1264.000000,448.000000,253.392504,872.241379,935.000000,424.000000,120.000000,76.213731,282.074074,278.000000,17679.000000,1264.000000,768.000000,148.587443,1024.684211,1057.000000,718.000000,120.000000,160.730427,363.297297,323.000000,6027.000000,1264.000000,1064.000000,72.086753,1148.000000,1116.000000,1057.000000,120.000000,272.297205,480.404255,383.000000,12247.000000,9958.dcm
1185.000000,146.000000,224.690900,770.619048,845.000000,290.000000,60.000000,62.490700,178.095238,175.000000,263891.000000,1185.000000,528.000000,140.448754,853.256757,886.000000,491.000000,60.000000,117.661038,272.314516,276.000000,218797.000000,1185.000000,724.000000,91.929247,911.645022,911.000000,784.000000,60.000000,205.498613,400.746032,379.000000,134849.000000,1185.000000,801.000000,72.762752,953.803681,939.000000,884.000000,60.000000,253.421069,509.186770,540.000000,24609.000000,9962.dcm
1275.000000,345.000000,254.814057,926.560647,1044.000000,375.000000,126.000000,50.302881,236.496815,235.000000,306624.000000,1275.000000,601.000000,162.181331,1014.607029,1068.000000,588.000000,126.000000,111.236752,294.474419,259.000000,254260.000000,1275.000000,870.000000,87.650803,1080.763780,1089.500000,866.000000,126.000000,207.782569,388.211679,301.000000,168144.000000,1275.000000,1027.000000,54.699434,1126.450867,1111.000000,1065.000000,126.000000,310.886275,523.966197,410.000000,8868.000000,9966.dcm
2159.000000,267.000000,597.360104,978.775510,806.000000,262.000000,105.000000,45.469710,196.571429,205.000000,45208.000000,2159.000000,474.000000,535.305494,1206.500000,1149.000000,459.000000,105.000000,96.859666,269.555556,262.000000,36156.000000,2159.000000,868.000000,401.571361,1499.416667,1506.500000,806.000000,105.000000,192.683777,377.589744,304.000000,21260.000000,2159.000000,1528.000000,200.107755,1844.750000,1889.000000,1485.000000,105.000000,383.407944,560.294118,453.000000,6438.000000,9989.dcm
1052.000000,278.000000,268.067458,704.716312,746.000000,269.000000,157.000000,31.462502,207.243902,208.000000,90868.000000,1052.000000,480.000000,176.632377,840.333333,901.500000,459.000000,157.000000,85.239959,276.850000,267.000000,63566.000000,1052.000000,797.000000,75.193675,956.863636,977.500000,789.000000,157.000000,183.135262,385.422414,325.000000,18444.000000,1052.000000,967.000000,24.524569,1010.289474,1009.000000,966.000000,157.000000,258.578868,482.437500,419.500000,31080.000000,9997.dcm
1030.000000,259.000000,249.701599,646.112903,600.000000,251.000000,192.000000,17.732746,221.684211,223.000000,35847.000000,1030.000000,430.000000,196.745360,752.586957,762.500000,426.000000,192.000000,70.291028,275.771429,247.000000,24967.000000,1030.000000,607.000000,124.714737,867.032258,867.000000,593.000000,192.000000,128.126215,347.860000,307.000000,9485.000000,1030.000000,866.000000,54.553266,962.941176,990.000000,852.000000,192.000000,205.130344,435.953125,397.500000,11531.000000,10001.dcm
2296.000000,222.000000,368.422291,885.736486,949.500000,252.000000,0.000000,66.458587,102.241935,110.500000,124750.000000,2296.000000,513.000000,285.354507,1021.059829,1007.000000,548.000000,0.000000,150.560207,193.161290,149.000000,101500.000000,2296.000000,869.000000,252.651725,1121.159091,1069.500000,860.000000,0.000000,264.943010,317.754098,217.500000,59896.000000,2296.000000,1002.000000,285.383086,1230.380000,1127.500000,1273.000000,0.000000,365.877985,474.431250,405.000000,14390.000000,10008.dcm
1238.000000,179.000000,319.955872,636.000000,525.000000,201.000000,48.000000,38.513510,131.761905,133.000000,29669.000000,1238.000000,360.000000,284.263250,730.170732,726.000000,330.000000,48.000000,72.168664,169.870968,157.000000,24671.000000,1238.000000,596.000000,205.916221,914.360000,1002.000000,525.000000,48.000000,146.044726,262.638298,201.000000,10515.000000,1238.000000,1009.000000,68.132836,1099.583333,1077.000000,1002.000000,48.000000,243.892711,366.800000,327.000000,8813.000000,10020.dcm
2688.000000,157.000000,783.479807,1075.500000,850.500000,216.000000,0.000000,55.949000,99.827586,98.000000,53031.000000,2688.000000,449.000000,727.219641,1342.743590,1088.000000,403.000000,0.000000,102.108901,153.666667,131.500000,45913.000000,2688.000000,863.000000,620.317418,1705.538462,1569.000000,838.000000,0.000000,226.490266,263.218182,176.000000,29867.000000,2688.000000,1779.000000,268.398999,2304.250000,2271.500000,1618.000000,0.000000,441.304705,451.739130,269.000000,3519.000000,10024.dcm
1791.000000,19.000000,357.815190,760.855876,740.000000,430.000000,0.000000,84.601293,199.717949,211.000000,304201.000000,1791.000000,196.000000,252.144241,990.190647,1020.000000,897.000000,0.000000,134.876065,290.266304,281.500000,168455.000000,1791.000000,854.000000,168.049612,1113.442211,1085.000000,1015.000000,0.000000,200.460070,359.096197,321.000000,61059.000000,1706.000000,1107.000000,154.093552,1272.654545,1203.000000,1791.000000,0.000000,351.007121,528.079526,397.000000,242099.000000,10044.dcm
1364.000000,40.000000,332.084024,868.817073,1009.000000,212.000000,0.000000,56.793200,60.922078,59.000000,209038.000000,1364.000000,176.000000,210.354928,997.964824,1061.000000,553.000000,0.000000,159.243874,159.879032,112.000000,178770.000000,1364.000000,867.000000,109.887354,1099.944444,1087.000000,1196.000000,0.000000,405.094050,463.376744,370.000000,19168.000000,1364.000000,1100.000000,82.338842,1204.868421,1200.000000,1221.000000,0.000000,433.027937,605.736842,660.000000,126850.000000,10078.dcm
1683.000000,298.000000,316.068057,841.911585,930.500000,325.000000,0.000000,72.337488,185.788462,188.500000,256825.000000,1683.000000,469.000000,203.425058,1001.680672,1030.000000,631.000000,0.000000,141.987546,294.170103,286.500000,181331.000000,1683.000000,469.000000,158.971207,1073.727273,1083.000000,899.000000,0.000000,225.482495,386.457143,333.000000,106105.000000,1683.000000,1089.000000,116.913175,1224.666667,1202.000000,1285.000000,0.000000,355.385649,601.768000,547.000000,155857.000000,10097.dcm
1150.000000,347.000000,252.609656,851.063927,948.000000,481.000000,202.000000,58.479267,302.597701,298.000000,160057.000000,1150.000000,536.000000,182.089711,937.756906,1033.000000,528.000000,202.000000,84.378277,343.800000,324.000000,126759.000000,1150.000000,803.000000,84.919024,1028.014493,1060.000000,794.000000,202.000000,156.561791,421.684524,384.000000,71023.000000,1150.000000,1016.000000,28.313419,1076.639175,1077.000000,1009.000000,202.000000,242.058462,518.062201,436.000000,3841.000000,10104.dcm
1206.000000,287.000000,288.793770,742.477876,733.000000,286.000000,128.000000,38.358549,202.519231,198.000000,146738.000000,1206.000000,447.000000,216.085850,874.180723,919.500000,495.000000,128.000000,97.198369,266.756098,236.000000,101366.000000,1206.000000,752.000000,120.772212,1004.473214,1049.000000,743.000000,128.000000,171.725023,350.279817,301.500000,36140.000000,1206.000000,1019.000000,40.787622,1092.590909,1092.500000,1009.000000,128.000000,256.048148,442.238636,366.000000,44640.000000,10109.dcm
2020.000000,256.000000,509.284837,881.675000,735.000000,225.000000,106.000000,35.278250,164.357143,156.000000,32966.000000,2020.000000,476.000000,470.630911,1055.833333,859.000000,462.000000,106.000000,112.300056,245.541667,209.500000,25782.000000,2020.000000,796.000000,391.903788,1318.631579,1342.000000,759.000000,106.000000,197.632062,357.542857,346.000000,12540.000000,2020.000000,1342.000000,227.516764,1629.900000,1625.000000,1237.000000,106.000000,315.900648,483.386364,436.500000,4970.000000,10132.dcm
919.000000,315.000000,177.992653,596.662338,581.000000,290.000000,191.000000,35.489313,240.409091,233.000000,40654.000000,919.000000,449.000000,140.459633,672.807018,665.000000,440.000000,191.000000,79.656974,306.714286,288.500000,25468.000000,919.000000,604.000000,95.039774,760.111111,765.500000,599.000000,191.000000,124.423426,378.857143,377.000000,3496.000000,919.000000,753.000000,46.497991,834.800000,837.500000,726.000000,191.000000,161.777025,437.164557,435.000000,17840.000000,10144.dcm
1153.000000,234.000000,294.438609,740.575868,803.000000,233.000000,65.000000,40.493310,145.462963,141.500000,350110.000000,1153.000000,419.000000,202.607132,868.175772,921.000000,414.000000,65.000000,85.140066,187.654762,162.000000,270924.000000,1153.000000,688.000000,124.833823,956.255319,992.000000,684.000000,65.000000,156.060579,244.080537,182.500000,169136.000000,1153.000000,938.000000,49.233165,1044.840796,1048.000000,937.000000,65.000000,262.100868,345.396409,221.500000,40054.000000,10158.dcm
1146.000000,278.000000,285.138844,826.977099,913.000000,269.000000,101.000000,42.995480,181.948276,184.000000,206115.000000,1146.000000,498.000000,185.841110,942.421053,1016.000000,489.000000,101.000000,111.608701,272.567568,253.000000,166711.000000,1146.000000,811.000000,99.491467,1029.962500,1064.500000,801.000000,101.000000,206.235447,390.168750,338.500000,102367.000000,1146.000000,1017.000000,36.649354,1094.596154,1103.000000,1016.000000,101.000000,290.654399,524.921296,483.000000,455.000000,10181.dcm
1461.000000,182.000000,399.324095,842.288235,1008.500000,220.000000,0.000000,56.084841,103.817073,103.000000,134676.000000,1461.000000,424.000000,262.897936,1031.976378,1120.000000,421.000000,0.000000,103.366399,165.128000,155.000000,110420.000000,1461.000000,956.000000,107.175340,1174.043956,1174.000000,953.000000,0.000000,246.546880,278.658385,193.000000,61974.000000,1461.000000,980.000000,102.280084,1216.694915,1225.000000,1174.000000,0.000000,379.518897,414.077720,247.000000,8132.000000,10193.dcm
1332.000000,139.000000,400.911888,584.927083,465.000000,135.000000,0.000000,40.122224,63.916667,64.500000,53852.000000,1332.000000,240.000000,361.227734,757.641791,738.000000,291.000000,0.000000,72.510188,118.338462,117.000000,43070.000000,1332.000000,615.000000,219.789086,986.744186,1059.000000,610.000000,0.000000,132.146089,180.044944,159.000000,26406.000000,1332.000000,1025.000000,74.075314,1163.250000,1162.000000,999.000000,0.000000,257.279417,282.740741,191.500000,2618.000000,10195.dcm
1065.000000,244.000000,250.258373,582.633333,545.000000,330.000000,105.000000,57.241754,189.250000,181.000000,31173.000000,1065.000000,373.000000,201.758054,696.209302,691.000000,370.000000,105.000000,73.310224,238.000000,248.000000,21131.000000,1065.000000,609.000000,132.682302,837.520000,831.000000,624.000000,105.000000,143.947065,323.727273,303.000000,3133.000000,1065.000000,831.000000,70.989255,944.846154,947.000000,821.000000,105.000000,203.218222,394.925373,330.000000,14177.000000,10203.dcm
829.000000,195.000000,209.752822,520.417722,525.000000,190.000000,97.000000,23.380812,149.935484,152.000000,36465.000000,829.000000,340.000000,155.810638,612.898305,644.000000,324.000000,97.000000,57.061927,188.235294,176.000000,26561.000000,829.000000,501.000000,103.075190,692.428571,713.500000,491.000000,97.000000,114.416997,245.279412,209.500000,12403.000000,829.000000,716.000000,31.323960,778.095238,772.000000,711.000000,97.000000,187.126955,330.573034,268.000000,13081.000000,10214.dcm
1062.000000,283.000000,224.425566,678.225000,698.000000,280.000000,166.000000,25.631787,228.666667,231.000000,47398.000000,1062.000000,500.000000,142.552814,784.483333,813.000000,479.000000,166.000000,77.529057,280.980000,252.000000,33020.000000,1062.000000,696.000000,88.697788,864.048780,863.000000,689.000000,166.000000,166.051624,372.347826,291.000000,9734.000000,1062.000000,858.000000,65.311561,929.000000,902.000000,882.000000,166.000000,231.195908,467.516854,403.000000,22100.000000,10217.dcm
898.000000,139.000000,253.422662,467.075000,442.500000,208.000000,64.000000,30.761177,139.125000,136.500000,16457.000000,898.000000,269.000000,200.458385,599.111111,570.000000,268.000000,64.000000,40.749566,163.206897,161.000000,11443.000000,898.000000,471.000000,153.392761,694.315789,744.000000,444.000000,64.000000,100.345110,208.567568,174.000000,5475.000000,898.000000,782.000000,36.442115,829.555556,820.000000,744.000000,64.000000,180.932186,286.021277,200.000000,5977.000000,10229.dcm
1363.000000,15.000000,430.318184,708.804878,662.000000,146.000000,0.000000,36.055739,105.611111,116.000000,56221.000000,1363.000000,301.000000,300.511529,946.142857,1072.000000,288.000000,0.000000,67.460407,159.977273,163.000000,45945.000000,1363.000000,756.000000,110.239410,1121.125000,1143.000000,664.000000,0.000000,176.056710,252.966667,196.500000,29667.000000,1363.000000,1029.000000,68.251191,1169.925926,1175.000000,1137.000000,0.000000,338.836781,389.520548,235.000000,3153.000000,10234.dcm
1219.000000,253.000000,239.220989,822.739255,865.000000,434.000000,123.000000,72.178375,277.579710,285.000000,267983.000000,1219.000000,253.000000,182.813078,915.047794,951.500000,608.000000,123.000000,130.092958,393.123288,390.500000,191497.000000,1219.000000,253.000000,156.956949,982.759804,1018.000000,899.000000,123.000000,187.438756,494.420561,505.000000,94677.000000,1219.000000,909.000000,58.349366,1089.240964,1091.000000,1168.000000,123.000000,267.780765,644.423881,648.000000,125475.000000,10238.dcm
956.000000,511.000000,133.074935,757.006803,776.000000,507.000000,312.000000,55.468668,409.857143,400.000000,96935.000000,956.000000,638.000000,95.963105,815.027027,826.000000,630.000000,312.000000,96.638500,495.169014,511.000000,55311.000000,956.000000,754.000000,54.461111,867.012658,880.000000,749.000000,312.000000,121.424259,554.669903,574.000000,11363.000000,956.000000,875.000000,22.110740,909.860465,909.000000,868.000000,312.000000,156.059671,622.309353,628.000000,47377.000000,10267.dcm
1049.000000,436.000000,178.796729,768.991870,804.000000,433.000000,258.000000,49.195478,361.151515,362.000000,82668.000000,1049.000000,593.000000,125.836111,840.340206,849.000000,584.000000,258.000000,84.411186,423.576271,417.000000,56522.000000,1049.000000,766.000000,79.327046,907.602941,908.500000,758.000000,258.000000,143.337024,508.943182,494.500000,16930.000000,1049.000000,908.000000,42.820803,976.060606,971.000000,967.000000,258.000000,195.130725,604.016260,610.000000,42084.000000,10269.dcm
1288.000000,383.000000,183.125932,1009.454545,1056.000000,371.000000,49.000000,91.884518,216.269231,213.500000,294185.000000,1288.000000,778.000000,88.606649,1064.549242,1067.000000,791.000000,49.000000,214.423044,413.389831,395.000000,256651.000000,1288.000000,856.000000,65.585090,1095.449275,1091.000000,1167.000000,49.000000,314.170621,678.215517,778.500000,148085.000000,1288.000000,1026.000000,54.805973,1148.347222,1139.500000,1270.000000,49.000000,290.907546,887.450199,1014.000000,140069.000000,10298.dcm
1088.000000,272.000000,256.094094,763.037143,790.500000,314.000000,129.000000,55.261993,210.811321,188.000000,244717.000000,1088.000000,305.000000,195.338495,857.435252,915.500000,499.000000,129.000000,109.159271,286.752809,280.000000,187325.000000,1088.000000,700.000000,102.227579,969.870466,1015.000000,723.000000,129.000000,179.213153,388.684411,359.000000,84961.000000,1088.000000,956.000000,29.934360,1037.434426,1041.500000,1047.000000,129.000000,250.478021,487.550898,464.000000,36275.000000,10332.dcm
1090.000000,599.000000,140.351631,864.183099,889.000000,584.000000,266.000000,102.291574,454.235294,455.000000,53635.000000,1090.000000,747.000000,97.339985,922.963636,923.000000,726.000000,266.000000,130.816304,555.030303,584.000000,32447.000000,1090.000000,889.000000,59.566283,981.527778,970.500000,873.000000,266.000000,164.130250,648.923077,675.000000,1591.000000,1090.000000,1010.000000,27.419579,1049.000000,1048.000000,1014.000000,266.000000,193.794442,739.226667,770.000000,41805.000000,10343.dcm
1145.000000,336.000000,258.916333,880.637387,1038.000000,444.000000,182.000000,50.062106,261.764228,256.000000,358806.000000,1145.000000,529.000000,168.583153,973.907859,1069.000000,526.000000,182.000000,93.808960,322.363636,298.000000,295544.000000,1145.000000,776.000000,83.473126,1041.534426,1078.000000,771.000000,182.000000,166.957503,402.793893,360.000000,212136.000000,1145.000000,994.000000,27.956348,1076.286853,1084.000000,985.000000,182.000000,236.922873,484.341772,414.500000,117096.000000,10347.dcm
1339.000000,332.000000,279.654388,913.998035,1068.000000,852.000000,141.000000,84.342060,278.854015,270.500000,388819.000000,1339.000000,556.000000,176.370520,1018.621429,1079.000000,852.000000,141.000000,100.936287,313.526171,302.000000,314011.000000,1339.000000,921.000000,80.562692,1100.337423,1087.000000,917.000000,141.000000,199.580552,400.264770,326.000000,175789.000000,1339.000000,1155.000000,55.350293,1258.156863,1267.000000,1149.000000,141.000000,362.144097,652.274590,575.500000,413299.000000,10356.dcm
1253.000000,174.000000,233.982940,742.360515,750.000000,484.000000,16.000000,83.730434,291.014085,308.000000,152308.000000,1253.000000,339.000000,180.747778,844.029070,860.000000,565.000000,16.000000,114.071268,367.113636,367.000000,96714.000000,1253.000000,627.000000,131.372601,919.198473,929.000000,706.000000,16.000000,146.579799,423.219653,417.000000,47198.000000,1253.000000,892.000000,85.656124,1016.402985,993.000000,1098.000000,16.000000,219.970664,529.675105,499.000000,57434.000000,10377.dcm
3247.000000,169.000000,646.152595,725.901408,499.000000,174.000000,0.000000,61.661776,63.785714,69.500000,49753.000000,3247.000000,368.000000,673.732930,1062.195122,911.000000,382.000000,0.000000,117.881179,168.534483,181.500000,33775.000000,3247.000000,739.000000,666.852807,1373.115385,1054.500000,690.000000,0.000000,184.878257,241.424658,228.000000,18077.000000,3247.000000,1123.000000,653.117795,1965.636364,1836.000000,1091.000000,0.000000,315.622920,360.261364,275.000000,10081.000000,10394.dcm
1098.000000,273.000000,273.080932,753.154930,812.500000,252.000000,118.000000,31.090217,183.773585,180.000000,97208.000000,1098.000000,499.000000,184.667108,875.175926,918.500000,489.000000,118.000000,101.430069,254.816092,215.000000,72350.000000,1098.000000,787.000000,96.530950,992.806452,1042.000000,975.000000,118.000000,251.789189,414.541353,329.000000,6420.000000,1098.000000,969.000000,26.022168,1057.975000,1065.500000,975.000000,118.000000,284.015191,479.800000,412.000000,32050.000000,10398.dcm
1147.000000,212.000000,309.365072,806.374408,1019.500000,242.000000,24.000000,39.492518,142.477124,144.000000,318491.000000,1147.000000,393.000000,200.285422,927.233918,1036.000000,393.000000,24.000000,84.012156,193.025751,172.000000,272139.000000,1147.000000,671.000000,94.539033,1007.197183,1043.000000,669.000000,24.000000,161.162219,261.323024,203.000000,209999.000000,1147.000000,960.000000,26.400795,1047.558952,1047.000000,959.000000,24.000000,260.549306,353.173410,236.500000,117693.000000,10448.dcm
1192.000000,350.000000,239.659025,773.151844,797.000000,912.000000,120.000000,88.025234,272.176259,276.500000,637181.000000,1192.000000,447.000000,171.740426,875.277620,893.000000,912.000000,120.000000,112.306142,345.273279,334.500000,447381.000000,1192.000000,759.000000,106.785348,976.587963,1009.000000,1090.000000,120.000000,213.116461,477.376302,435.500000,55261.000000,1192.000000,951.000000,49.390887,1049.814394,1054.000000,1090.000000,120.000000,244.315859,546.324786,516.500000,234209.000000,10491.dcm
1192.000000,333.000000,249.200575,748.513903,752.000000,336.000000,120.000000,53.019434,238.798107,241.000000,651108.000000,1192.000000,447.000000,180.630552,865.094101,885.000000,533.000000,120.000000,108.378224,323.887153,308.500000,429388.000000,1192.000000,705.000000,113.392541,970.075342,1002.500000,1192.000000,120.000000,210.658868,444.250588,411.000000,47280.000000,1192.000000,951.000000,49.055736,1050.532567,1055.000000,1192.000000,120.000000,247.358736,514.427459,470.000000,254128.000000,10515.dcm
1286.000000,364.000000,237.254972,971.166785,1086.000000,448.000000,152.000000,60.442325,266.594005,270.000000,1270534.000000,1286.000000,578.000000,124.557789,1053.793729,1094.000000,764.000000,152.000000,115.871382,335.134752,316.000000,1088182.000000,1286.000000,800.000000,71.075969,1082.628673,1096.000000,798.000000,152.000000,164.491022,383.494640,346.000000,965370.000000,1286.000000,1018.000000,34.928819,1103.573574,1100.000000,1016.000000,152.000000,247.250741,468.138996,382.000000,738726.000000,10559.dcm
1363.000000,369.000000,304.634475,772.600000,741.000000,335.000000,173.000000,54.105564,253.785714,232.500000,35077.000000,1363.000000,542.000000,251.487022,898.000000,838.000000,509.000000,173.000000,97.547855,331.740741,335.000000,24269.000000,1363.000000,750.000000,186.677311,1041.375000,1058.000000,746.000000,173.000000,169.206254,429.750000,384.000000,7803.000000,1363.000000,1057.000000,100.587887,1187.615385,1209.000000,1019.000000,173.000000,238.799002,524.392157,503.000000,11305.000000,10571.dcm
1100.000000,302.000000,242.288746,861.423230,1015.000000,608.000000,114.000000,56.956857,202.010183,189.000000,983622.000000,1100.000000,326.000000,171.715060,935.510242,1032.000000,954.000000,114.000000,121.384987,262.994065,221.000000,827480.000000,1100.000000,727.000000,79.799181,1011.101281,1044.000000,954.000000,114.000000,195.524818,352.598425,262.000000,555076.000000,1100.000000,944.000000,28.243168,1041.024590,1048.000000,954.000000,114.000000,244.438075,413.352362,338.000000,342064.000000,10635.dcm
1082.000000,126.000000,283.927181,582.518519,626.000000,113.000000,0.000000,37.647857,53.111111,49.000000,15250.000000,1082.000000,468.000000,178.182868,732.368421,722.000000,393.000000,0.000000,118.168592,134.764706,113.000000,11624.000000,1082.000000,640.000000,145.908725,830.916667,801.500000,626.000000,0.000000,224.141256,259.791667,156.000000,3736.000000,1082.000000,850.000000,92.880030,953.500000,955.000000,753.000000,0.000000,271.137037,349.500000,327.000000,4764.000000,10643.dcm
