Areaotsu1,MajorAxisLengthotsu1,MinorAxisLengthotsu1,Eccentricityotsu1,ConvexAreaotsu1,EquivDiameterotsu1,Solidityotsu1,Extentotsu1,Perimeterotsu1,ConvexPerimeterotsu1,Circularityotsu1,Roughnessotsu1,Elongationotsu1,Compactnessotsu1,MaxChordLengthotsu1,RadialDistanceSDotsu1,SecondMomentotsu1,Areaotsu2,MajorAxisLengthotsu2,MinorAxisLengthotsu2,Eccentricityotsu2,ConvexAreaotsu2,EquivDiameterotsu2,Solidityotsu2,Extentotsu2,Perimeterotsu2,ConvexPerimeterotsu2,Circularityotsu2,Roughnessotsu2,Elongationotsu2,Compactnessotsu2,MaxChordLengthotsu2,RadialDistanceSDotsu2,SecondMomentotsu2,Areaotsu3,MajorAxisLengthotsu3,MinorAxisLengthotsu3,Eccentricityotsu3,ConvexAreaotsu3,EquivDiameterotsu3,Solidityotsu3,Extentotsu3,Perimeterotsu3,ConvexPerimeterotsu3,Circularityotsu3,Roughnessotsu3,Elongationotsu3,Compactnessotsu3,MaxChordLengthotsu3,RadialDistanceSDotsu3,SecondMomentotsu3,Areaotsu4,MajorAxisLengthotsu4,MinorAxisLengthotsu4,Eccentricityotsu4,ConvexAreaotsu4,EquivDiameterotsu4,Solidityotsu4,Extentotsu4,Perimeterotsu4,ConvexPerimeterotsu4,Circularityotsu4,Roughnessotsu4,Elongationotsu4,Compactnessotsu4,MaxChordLengthotsu4,RadialDistanceSDotsu4,SecondMomentotsu4,ImageName
63.000000,9.476553,8.980981,0.319146,68.000000,8.956232,0.926471,0.777778,32.142136,30.475986,0.852383,0.948163,1.055180,1.304966,10.295630,0.574168,0.166465,47.000000,8.372785,7.529630,0.437336,51.000000,7.735778,0.921569,0.734375,27.313708,26.233345,0.858223,0.960446,1.111978,1.263146,8.944272,0.431105,0.165069,31.000000,6.717430,6.347436,0.327301,33.000000,6.282549,0.939394,0.632653,22.142136,21.721349,0.825654,0.980996,1.058290,1.258541,7.280110,0.413468,0.166829,16.000000,5.370148,4.086953,0.648693,16.000000,4.513517,1.000000,0.800000,15.071068,15.071068,0.885201,1.000000,1.313974,1.129687,5.385165,0.381092,0.167480,2043.dcm
139.000000,15.548689,12.180508,0.621545,153.000000,13.303394,0.908497,0.763736,50.627417,46.428580,0.810315,0.917064,1.276522,1.467394,17.029386,1.064071,0.174218,103.000000,15.042669,9.379838,0.781784,115.000000,11.451798,0.895652,0.613095,43.798990,41.588467,0.748344,0.949530,1.603724,1.482112,16.643317,1.288911,0.189076,73.000000,12.637567,7.666806,0.794955,79.000000,9.640876,0.924051,0.675926,35.798990,33.783169,0.803770,0.943691,1.648348,1.397040,13.038405,0.986127,0.184779,42.000000,9.289554,5.916950,0.770908,43.000000,7.312733,0.976744,0.777778,25.313708,24.727922,0.863145,0.976859,1.569990,1.214094,9.486833,0.663866,0.176547,2070.dcm
3058.000000,73.274525,59.924029,0.575500,3587.000000,62.398450,0.852523,0.822043,410.007143,234.475107,0.698962,0.571881,1.222790,4.374571,85.586214,6.144840,0.183073,1800.000000,64.015258,51.002726,0.604339,2559.000000,47.873074,0.703400,0.483871,321.622366,205.116302,0.537628,0.637755,1.255134,4.573094,75.000000,7.316868,0.232520,433.000000,83.464875,10.333053,0.992307,904.000000,23.480049,0.478982,0.160370,210.894444,158.887255,0.215536,0.753397,8.077465,8.173960,74.404301,10.590803,1.020567,347.000000,27.870749,17.220706,0.786274,410.000000,21.019375,0.846341,0.713992,88.526912,78.544827,0.706812,0.887242,1.618444,1.797262,28.460499,2.414403,0.192843,2119.dcm
799.000000,35.105605,30.963878,0.471210,891.000000,31.895429,0.896745,0.859140,128.769553,114.601820,0.764493,0.889976,1.133760,1.651466,39.824616,2.203455,0.171190,707.000000,34.858929,27.096804,0.629096,771.000000,30.003006,0.916991,0.760215,117.012193,104.620073,0.811707,0.894095,1.286459,1.541108,38.418745,2.226005,0.172093,610.000000,31.805876,25.382697,0.602590,660.000000,27.868910,0.924242,0.756824,102.426407,96.592412,0.821587,0.943042,1.253053,1.368624,36.400549,1.979424,0.169388,491.000000,27.992196,23.216152,0.558686,535.000000,25.003212,0.917757,0.730655,91.941125,86.344451,0.827604,0.939128,1.205721,1.370024,31.240999,1.556862,0.168010,2166.dcm
836.000000,37.027571,31.051393,0.544745,956.000000,32.625577,0.874477,0.817204,137.597980,118.459186,0.748650,0.860908,1.192461,1.802221,41.400483,2.476098,0.174384,709.000000,35.426512,26.982797,0.647982,788.000000,30.045413,0.899746,0.716162,120.669048,106.107955,0.791335,0.879330,1.312930,1.634315,39.408121,2.439445,0.174581,603.000000,31.656033,25.221510,0.604327,658.000000,27.708545,0.916413,0.748139,103.012193,96.511853,0.813516,0.936897,1.255120,1.400394,36.400549,2.052776,0.169523,486.000000,27.772958,23.108818,0.554683,527.000000,24.875579,0.922201,0.750000,90.526912,85.583105,0.833816,0.945389,1.201834,1.341866,31.240999,1.527029,0.167527,2206.dcm
272.000000,22.050502,17.877509,0.585389,334.000000,18.609706,0.814371,0.761905,90.183766,70.177157,0.694044,0.778157,1.233421,2.379458,25.806976,1.716484,0.184550,190.000000,18.196687,14.790780,0.582504,225.000000,15.553633,0.844444,0.666667,65.698485,57.984978,0.710121,0.882592,1.230272,1.807787,21.095023,1.416682,0.180007,131.000000,16.066779,11.374339,0.706271,154.000000,12.914890,0.850649,0.671795,52.384776,47.062259,0.743251,0.898396,1.412546,1.666975,18.027756,1.298398,0.183612,78.000000,15.010389,7.877463,0.851225,97.000000,9.965575,0.804124,0.500000,43.213203,39.598249,0.625104,0.916346,1.905485,1.905147,15.811388,1.773768,0.228125,2212.dcm
391.000000,25.278421,20.598498,0.579651,457.000000,22.312254,0.855580,0.601538,95.982756,79.295728,0.781425,0.826146,1.227197,1.874994,28.301943,1.408394,0.169538,306.000000,22.302605,18.203396,0.577769,341.000000,19.738574,0.897361,0.554348,74.669048,69.164057,0.803841,0.926275,1.225189,1.449940,24.186773,1.225355,0.168730,244.000000,20.157177,16.016877,0.607134,267.000000,17.625846,0.913858,0.616162,66.769553,61.082395,0.821803,0.914824,1.258496,1.453976,22.090722,1.125909,0.169105,171.000000,17.325943,12.978738,0.662465,184.000000,14.755472,0.929348,0.670588,52.870058,49.864954,0.864202,0.943161,1.334948,1.300809,17.464249,1.022297,0.170310,2217.dcm
129.000000,14.854823,12.183771,0.572092,155.000000,12.815924,0.832258,0.767857,62.041631,46.988877,0.734192,0.757377,1.219230,2.374471,17.029386,1.108402,0.177540,85.000000,11.415166,9.699469,0.527266,87.000000,10.403142,0.977011,0.772727,34.970563,34.639112,0.890216,0.990522,1.176886,1.144923,12.083046,0.508555,0.163029,54.000000,9.280234,7.621401,0.570567,55.000000,8.291860,0.981818,0.750000,27.556349,27.333473,0.908268,0.991912,1.217655,1.119025,9.486833,0.459530,0.163822,25.000000,7.133702,4.681982,0.754484,25.000000,5.641896,1.000000,0.714286,19.313708,19.135563,0.857961,0.990776,1.523650,1.187357,7.280110,0.563320,0.175360,2240.dcm
129.000000,14.399299,12.336454,0.515749,142.000000,12.815924,0.908451,0.826923,51.213203,45.021912,0.799745,0.879108,1.167215,1.617947,16.401219,0.954743,0.172898,94.000000,13.378450,9.887127,0.673668,109.000000,10.940042,0.862385,0.652778,43.798990,38.601192,0.792750,0.881326,1.353118,1.624017,14.212670,1.036761,0.182228,57.000000,8.894035,8.361919,0.340701,60.000000,8.519076,0.950000,0.703704,28.970563,28.006045,0.913232,0.966707,1.063636,1.171734,9.219544,0.343545,0.160481,27.000000,6.836615,5.308461,0.630148,29.000000,5.863230,0.931034,0.642857,20.142136,19.785844,0.866691,0.982311,1.287871,1.195742,7.071068,0.420848,0.167251,2243.dcm
257.000000,25.535882,13.727361,0.843218,284.000000,18.089294,0.904930,0.778788,77.455844,66.661992,0.726752,0.860645,1.860218,1.857656,26.076810,2.280512,0.203759,180.000000,21.000718,11.620522,0.832956,204.000000,15.138795,0.882353,0.728745,64.870058,54.913212,0.750116,0.846511,1.807210,1.860399,21.023796,1.793617,0.199097,119.000000,17.353544,10.000979,0.817233,148.000000,12.309163,0.804054,0.636364,52.870058,47.340803,0.667245,0.895418,1.735185,1.869230,18.788294,1.730097,0.209295,47.000000,9.081313,8.356960,0.391362,61.000000,7.735778,0.770492,0.522222,36.627417,29.188775,0.693228,0.796911,1.086677,2.271459,10.049876,0.953686,0.198993,2247.dcm
39.000000,7.705801,6.693240,0.495518,39.000000,7.046726,1.000000,0.928571,23.656854,23.478709,0.889050,0.992470,1.151281,1.141930,8.062258,0.394915,0.162680,30.000000,7.033307,5.651286,0.595300,31.000000,6.180387,0.967742,0.714286,21.313708,20.601126,0.888279,0.966567,1.244550,1.205000,7.280110,0.395069,0.164037,19.000000,5.609745,4.810616,0.514407,21.000000,4.918491,0.904762,0.633333,17.899495,17.142182,0.812515,0.957691,1.166118,1.341894,6.324555,0.415463,0.170870,8.000000,3.651484,2.972092,0.580948,8.000000,3.191538,1.000000,0.888889,10.242641,10.242641,0.958244,1.000000,1.228590,1.043576,3.605551,0.223881,0.152344,2267.dcm
29.000000,6.550055,6.206998,0.319384,33.000000,6.076508,0.878788,0.805556,23.313708,21.404918,0.795391,0.918126,1.055270,1.491471,7.211103,0.487896,0.169749,22.000000,5.613836,5.258078,0.350325,23.000000,5.292567,0.956522,0.880000,17.656854,17.478709,0.904928,0.989911,1.067659,1.127701,5.830952,0.308175,0.160500,16.000000,5.273089,4.342948,0.567162,18.000000,4.513517,0.888889,0.640000,15.899495,15.469413,0.840199,0.972950,1.214173,1.257294,5.385165,0.441985,0.171875,7.000000,4.853937,2.286571,0.882093,8.000000,2.985411,0.875000,0.875000,11.656854,10.828427,0.750200,0.928932,2.122802,1.544738,4.123106,0.488327,0.233236,2271.dcm
63.000000,11.201014,8.031409,0.697047,69.000000,8.956232,0.913043,0.700000,37.556349,33.291268,0.714315,0.886435,1.394651,1.781625,12.806248,0.925356,0.185813,43.000000,8.110235,7.150662,0.471841,44.000000,7.399277,0.977273,0.767857,25.313708,24.912687,0.870637,0.984158,1.134193,1.185859,8.544004,0.464112,0.166048,29.000000,6.364413,5.979089,0.342668,29.000000,6.076508,1.000000,0.805556,19.899495,19.721349,0.936989,0.991048,1.064445,1.086616,6.708204,0.233612,0.158596,15.000000,4.915504,4.145954,0.537216,15.000000,4.370194,1.000000,0.750000,14.485281,14.485281,0.898353,1.000000,1.185615,1.113148,5.099020,0.307140,0.161185,2282.dcm
581.000000,36.200437,26.161265,0.691185,796.000000,27.198386,0.729899,0.628788,141.982756,105.995855,0.649843,0.746540,1.383742,2.761120,37.735925,3.804921,0.214309,363.000000,33.740877,17.821183,0.849134,524.000000,21.498511,0.692748,0.448148,124.811183,89.765055,0.566111,0.719207,1.893302,3.414998,35.510562,3.781174,0.250237,205.000000,18.832705,14.644669,0.628736,237.000000,16.155931,0.864979,0.711806,61.112698,55.992930,0.821670,0.916224,1.285977,1.449770,19.313208,1.217823,0.172704,119.000000,15.808674,11.441936,0.690035,154.000000,12.309163,0.772727,0.676136,56.284271,46.694483,0.685845,0.829619,1.381643,2.118445,16.763055,1.445110,0.198616,2284.dcm
212.000000,19.575043,15.395343,0.617618,245.000000,16.429449,0.865306,0.841270,74.870058,60.892922,0.718476,0.813315,1.271491,2.104121,22.203603,1.553323,0.182055,163.000000,17.040216,14.338018,0.540378,199.000000,14.406181,0.819095,0.696581,69.112698,53.930551,0.704251,0.780328,1.188464,2.331945,19.416488,1.620717,0.189142,106.000000,14.634338,10.258330,0.713184,123.000000,11.617375,0.861789,0.642424,50.870058,42.281027,0.745117,0.831157,1.426581,1.942713,16.552945,1.215728,0.186751,52.000000,9.859674,7.635809,0.632637,62.000000,8.136858,0.838710,0.577778,33.213203,29.720599,0.739772,0.894843,1.291242,1.688139,10.816654,0.835830,0.183716,2298.dcm
183.000000,18.092683,14.607334,0.590057,220.000000,15.264430,0.831818,0.762500,74.526912,56.193485,0.728264,0.754003,1.238603,2.415268,21.260292,1.434576,0.183761,126.000000,18.564903,10.547448,0.822933,165.000000,12.666025,0.763636,0.525000,68.769553,51.284334,0.602020,0.745742,1.760132,2.986840,21.260292,1.885618,0.224820,81.000000,14.550693,8.386339,0.817201,99.000000,10.155413,0.818182,0.566434,43.798990,38.619720,0.682459,0.881749,1.735047,1.884661,15.811388,1.465012,0.215576,49.000000,8.774665,7.841046,0.448863,52.000000,7.898654,0.942308,0.680556,29.556349,27.867759,0.792870,0.942869,1.119068,1.418717,10.000000,0.647366,0.173227,2302.dcm
43.000000,8.634069,7.071795,0.573712,50.000000,7.399277,0.860000,0.767857,29.313708,26.640986,0.761338,0.908823,1.220916,1.590242,10.000000,0.671211,0.177167,31.000000,6.960800,6.005165,0.505696,33.000000,6.282549,0.939394,0.738095,21.899495,21.424683,0.848678,0.978319,1.159135,1.231109,7.280110,0.419493,0.165016,22.000000,5.684060,5.104959,0.439754,22.000000,5.292567,1.000000,0.733333,17.313708,17.313708,0.922258,1.000000,1.113439,1.084296,6.082763,0.230549,0.158246,10.000000,4.085748,3.306559,0.587408,10.000000,3.568248,1.000000,0.833333,11.656854,11.656854,0.924799,1.000000,1.235649,1.081317,4.123106,0.278237,0.156000,2312.dcm
55.000000,9.708768,7.469025,0.638879,57.000000,8.368284,0.964912,0.873016,28.485281,28.084260,0.876287,0.985922,1.299871,1.174001,9.848858,0.544057,0.167477,39.000000,9.179341,5.869952,0.768813,42.000000,7.046726,0.928571,0.722222,25.899495,25.008767,0.783592,0.965608,1.563785,1.368700,9.486833,0.730246,0.185978,24.000000,6.189799,5.065433,0.574718,24.000000,5.527906,1.000000,0.800000,17.899495,17.899495,0.941325,1.000000,1.221968,1.062332,6.324555,0.279758,0.159650,12.000000,4.514225,3.705791,0.571052,12.000000,3.908820,1.000000,0.750000,13.071068,13.071068,0.882610,1.000000,1.218154,1.133003,4.472136,0.328445,0.163773,2338.dcm
853.000000,37.978742,30.275674,0.603749,1007.000000,32.955627,0.847071,0.683494,142.225397,118.185833,0.767411,0.830976,1.254431,1.887102,44.045431,2.438763,0.172651,601.000000,33.796475,24.262927,0.696133,736.000000,27.662555,0.816576,0.560112,122.468037,102.289368,0.721811,0.835233,1.392927,1.985917,39.217343,2.891194,0.179724,470.000000,27.765639,22.975514,0.561495,593.000000,24.462677,0.792580,0.547786,109.154329,91.950221,0.698558,0.842387,1.208488,2.017317,35.468296,2.366593,0.172359,347.000000,23.151665,19.802652,0.518059,393.000000,21.019375,0.882952,0.718427,81.355339,73.185158,0.814129,0.899574,1.169119,1.517864,25.612497,1.212858,0.166693,2354.dcm
1142.000000,45.950455,35.145767,0.644194,1347.000000,38.131871,0.847810,0.697192,196.124892,141.799885,0.713714,0.723008,1.307425,2.680337,51.088159,3.425189,0.183012,695.000000,37.468349,25.313453,0.737272,839.000000,29.747294,0.828367,0.554226,134.811183,109.894174,0.723178,0.815171,1.480175,2.080929,40.607881,3.032215,0.183631,514.000000,30.301674,23.257587,0.641007,641.000000,25.582125,0.801872,0.543915,117.982756,95.870594,0.702752,0.812581,1.302873,2.155083,37.000000,2.634505,0.177096,361.000000,23.199428,20.370056,0.478585,398.000000,21.439204,0.907035,0.747412,79.355339,73.294218,0.844457,0.923621,1.138899,1.388146,25.612497,1.056826,0.164558,2432.dcm
1471.000000,51.791758,39.369206,0.649754,1923.000000,43.277423,0.764951,0.729663,345.362482,167.255837,0.660785,0.484291,1.315540,6.452496,59.405387,3.650108,0.179710,1049.000000,44.337429,32.078990,0.690304,1438.000000,36.546249,0.729485,0.520337,253.764502,143.034350,0.644325,0.563650,1.382133,4.885133,53.823787,3.097111,0.178277,835.000000,40.014406,27.620787,0.723551,1017.000000,32.606058,0.821042,0.558155,164.852814,119.549593,0.734176,0.725190,1.448706,2.589980,44.147480,2.762087,0.176751,643.000000,38.393320,23.892268,0.782777,868.000000,28.612812,0.740783,0.499611,186.066017,110.643707,0.660036,0.594648,1.606935,4.284630,42.190046,3.391748,0.198505,2441.dcm
723.000000,38.197939,26.038637,0.731654,823.000000,30.340603,0.878493,0.826286,156.811183,111.795201,0.726945,0.712929,1.466972,2.706487,40.804412,2.850001,0.184511,534.000000,36.096128,21.303932,0.807257,654.000000,26.075082,0.816514,0.693506,129.396970,100.722242,0.661455,0.778397,1.694341,2.495152,38.078866,3.343782,0.205304,442.000000,34.561286,18.106794,0.851777,536.000000,23.722813,0.824627,0.657738,109.396970,89.008602,0.701081,0.813630,1.908747,2.154659,33.241540,3.553892,0.214886,271.000000,34.226361,17.385299,0.861386,491.000000,18.575465,0.551935,0.403274,182.752309,85.235740,0.468744,0.466400,1.968696,9.807235,32.557641,4.225830,0.339259,2449.dcm
1521.000000,51.540636,43.814746,0.526620,2080.000000,44.006788,0.731250,0.674800,329.320851,173.184232,0.637268,0.525883,1.176331,5.674131,60.959003,4.619068,0.187932,1135.000000,47.051798,39.744603,0.535242,1827.000000,38.014825,0.621237,0.503549,312.007143,160.500306,0.553674,0.514412,1.183854,6.825325,57.314920,5.305195,0.208747,822.000000,40.732811,27.649499,0.734322,1063.000000,32.351243,0.773283,0.510559,193.580736,123.688979,0.675180,0.638953,1.473184,3.627794,46.324939,3.575245,0.184078,655.000000,38.270495,24.146189,0.775836,868.000000,28.878572,0.754608,0.508936,174.166522,110.643707,0.672354,0.635275,1.584950,3.685345,42.190046,3.373345,0.195134,2465.dcm
801.000000,52.188385,23.741057,0.890537,1090.000000,31.935323,0.734862,0.667500,217.923882,136.792008,0.537924,0.627705,2.198233,4.718101,53.665631,5.818326,0.256289,617.000000,49.403278,19.587168,0.918045,848.000000,28.028357,0.727594,0.536522,183.438600,123.463441,0.508649,0.673050,2.522227,4.339967,51.884487,5.701153,0.285826,436.000000,43.880232,15.768878,0.933198,647.000000,23.561249,0.673879,0.545000,142.710678,104.642763,0.500355,0.733251,2.782711,3.717206,41.785165,5.721441,0.311277,301.000000,37.023531,14.501578,0.920099,449.000000,19.576647,0.670379,0.520761,127.296465,87.104989,0.498529,0.684269,2.553069,4.284068,34.928498,4.596619,0.327735,2498.dcm
154.000000,17.005084,12.904730,0.651237,190.000000,14.002817,0.810526,0.733333,77.941125,52.759382,0.695234,0.676913,1.317740,3.139083,19.849433,1.402091,0.183863,95.000000,16.220401,9.620158,0.805136,128.000000,10.998080,0.742188,0.565476,63.698485,42.617608,0.657287,0.669052,1.686085,3.398793,16.124515,1.821853,0.232225,43.000000,10.214743,6.219537,0.793264,46.000000,7.399277,0.934783,0.597222,29.313708,28.645081,0.658534,0.977191,1.642364,1.590242,11.401754,0.982863,0.204007,25.000000,10.484265,3.280678,0.949781,25.000000,5.641896,1.000000,0.446429,22.970563,22.970563,0.595397,1.000000,3.195761,1.679552,10.000000,1.200072,0.295040,2502.dcm
242.000000,21.089074,16.114320,0.645089,275.000000,17.553460,0.880000,0.711765,71.455844,64.618122,0.728310,0.904308,1.308716,1.678998,23.853721,1.657563,0.181238,171.000000,17.754752,14.211075,0.599453,220.000000,14.755472,0.777273,0.591696,65.941125,55.783557,0.690548,0.845960,1.249360,2.023516,19.235384,1.522003,0.188055,109.000000,13.526877,12.773845,0.328998,143.000000,11.780624,0.762238,0.519048,52.870058,45.532803,0.660675,0.861221,1.058951,2.040719,15.652476,1.351491,0.196950,47.000000,8.697441,7.756532,0.452395,54.000000,7.735778,0.870370,0.652778,29.556349,27.919260,0.757705,0.944611,1.121305,1.479087,9.848858,0.679372,0.177051,2507.dcm
496.000000,30.903959,22.481014,0.686163,539.000000,25.130197,0.920223,0.765432,99.698485,91.990433,0.736557,0.922686,1.374669,1.594724,34.713110,2.412189,0.183693,398.000000,27.911698,20.489356,0.679065,470.000000,22.511094,0.846809,0.640902,95.112698,85.671676,0.681426,0.900739,1.362254,1.808773,31.827661,2.345052,0.187847,303.000000,24.562512,18.042061,0.678569,376.000000,19.641578,0.805851,0.590643,92.183766,76.895635,0.643946,0.834156,1.361403,2.231806,27.658633,2.293184,0.191041,191.000000,18.995085,13.699847,0.692694,225.000000,15.594510,0.848889,0.561765,61.941125,56.101411,0.762598,0.905722,1.386518,1.598509,20.223748,1.374634,0.178610,2529.dcm
502.000000,30.753390,24.534510,0.602946,628.000000,25.281738,0.799363,0.692414,150.568542,94.375558,0.708263,0.626795,1.253475,3.593808,33.615473,3.378750,0.192361,343.000000,28.717306,20.907464,0.685530,498.000000,20.897875,0.688755,0.510417,120.225397,85.835541,0.585019,0.713955,1.373543,3.353424,31.304952,3.339797,0.229435,214.000000,25.441138,18.349020,0.692691,349.000000,16.506764,0.613181,0.422925,105.154329,72.480827,0.511891,0.689280,1.386512,4.111788,25.806976,2.970683,0.286586,41.000000,14.220162,4.790595,0.941545,57.000000,7.225152,0.719298,0.525641,35.556349,32.151155,0.498426,0.904231,2.968350,2.453808,13.928388,1.752787,0.339171,2535.dcm
564.000000,38.224924,21.994327,0.817878,767.000000,26.797520,0.735332,0.638009,150.710678,109.566053,0.590387,0.726996,1.737945,3.204786,42.201896,3.784041,0.215229,360.000000,36.765200,19.192576,0.852926,591.000000,21.409489,0.609137,0.504909,149.539105,94.308809,0.508637,0.630663,1.915595,4.943075,36.359318,4.210854,0.298154,229.000000,34.257110,16.242213,0.880457,479.000000,17.075475,0.478079,0.343328,132.710678,87.580972,0.375168,0.659939,2.109141,6.120211,33.600595,3.935727,0.391565,100.000000,31.833727,8.164246,0.966553,204.000000,11.283792,0.490196,0.198413,79.597980,66.647804,0.282903,0.837305,3.899163,5.041900,28.319605,4.048705,0.673359,2543.dcm
217.000000,21.704317,14.483976,0.744761,254.000000,16.622063,0.854331,0.815789,86.526912,61.698909,0.716332,0.713060,1.498505,2.745572,22.203603,2.003819,0.195333,155.000000,20.816324,10.649596,0.859225,189.000000,14.048207,0.820106,0.662393,58.627417,52.444250,0.708183,0.894535,1.954659,1.764656,19.723083,2.127071,0.219382,105.000000,18.750889,8.323438,0.896078,134.000000,11.562446,0.783582,0.514706,51.112698,45.582613,0.635039,0.891806,2.252782,1.979969,18.027756,2.109709,0.248934,59.000000,15.079450,6.216129,0.911082,72.000000,8.667245,0.819444,0.602041,37.556349,35.524298,0.587504,0.945893,2.425859,1.902413,14.866069,1.784212,0.278987,2556.dcm
562.000000,34.620273,22.673465,0.755699,695.000000,26.749965,0.808633,0.668252,134.468037,100.319318,0.701741,0.746046,1.526907,2.560306,38.948684,3.009139,0.190167,429.000000,32.630998,20.267478,0.783722,629.000000,23.371345,0.682035,0.510107,133.882251,97.150273,0.571188,0.725640,1.610018,3.324902,38.288379,3.381084,0.214581,195.000000,35.814133,15.330814,0.903747,444.000000,15.756958,0.439189,0.248724,138.024387,88.592916,0.312210,0.641864,2.336088,7.774405,36.878178,4.238716,0.485583,44.000000,18.422945,4.815329,0.965237,68.000000,7.484821,0.647059,0.229167,45.941125,41.203047,0.325690,0.896866,3.825895,3.817163,18.357560,2.365052,0.511258,2576.dcm
151.000000,18.981368,12.544357,0.750494,195.000000,13.865755,0.774359,0.671111,61.798990,53.812737,0.655265,0.870771,1.513140,2.012686,20.518285,1.938065,0.213157,105.000000,18.573534,8.774100,0.881385,139.000000,11.562446,0.755396,0.466667,51.455844,46.168369,0.619028,0.897242,2.116859,2.006644,18.027756,2.086383,0.249580,68.000000,18.442053,6.008666,0.945434,92.000000,9.304853,0.739130,0.346939,45.698485,40.944958,0.509704,0.895981,3.069242,2.443908,16.643317,2.248165,0.343333,30.000000,11.282515,4.425477,0.919862,37.000000,6.180387,0.810811,0.370370,27.798990,26.718674,0.528082,0.961138,2.549446,2.049873,10.816654,1.441330,0.300444,2582.dcm
302.000000,24.624262,17.429686,0.706387,351.000000,19.609139,0.860399,0.645299,82.284271,72.522599,0.721556,0.881366,1.412777,1.784090,27.313001,2.137203,0.187807,221.000000,21.629750,15.031745,0.719051,278.000000,16.774562,0.794964,0.552500,73.112698,65.181705,0.653658,0.891524,1.438938,1.924791,25.179357,2.412833,0.195456,155.000000,15.562793,13.099893,0.539876,171.000000,14.048207,0.906433,0.691964,50.870058,47.618184,0.859005,0.936075,1.188009,1.328565,16.552945,0.791412,0.165783,100.000000,12.769052,10.282120,0.592952,106.000000,11.283792,0.943396,0.757576,39.556349,38.043514,0.868258,0.961755,1.241870,1.245152,13.601471,0.661130,0.166315,2591.dcm
765.000000,32.759050,30.850030,0.336383,788.000000,31.209426,0.970812,0.942118,115.455844,109.047972,0.808418,0.944499,1.061881,1.386630,39.623226,1.592676,0.165213,701.000000,31.582178,29.378741,0.366973,732.000000,29.875423,0.957650,0.894133,111.941125,103.433614,0.823388,0.924000,1.075001,1.422497,37.536649,1.607233,0.165645,628.000000,31.010373,27.280229,0.475505,675.000000,28.277101,0.930370,0.801020,112.426407,98.347818,0.815906,0.874775,1.136734,1.601648,33.421550,1.931743,0.169505,463.000000,28.344673,23.216975,0.573658,575.000000,24.279825,0.805217,0.612434,123.053824,87.958842,0.752024,0.714800,1.220860,2.602552,30.805844,2.203184,0.180856,2596.dcm
199.000000,17.220868,15.267173,0.462631,204.000000,15.917747,0.975490,0.888393,54.727922,53.857647,0.862121,0.984098,1.127967,1.197719,18.867962,0.858079,0.165508,175.000000,16.705528,14.036292,0.542248,180.000000,14.927053,0.972222,0.841346,52.142136,50.934941,0.847649,0.976848,1.190167,1.236317,17.888544,0.990398,0.169081,142.000000,14.803428,12.669313,0.517247,151.000000,13.446190,0.940397,0.780220,51.213203,45.780120,0.851421,0.893912,1.168448,1.469825,15.811388,0.739901,0.165927,65.000000,11.183039,10.168272,0.416232,106.000000,9.097284,0.613208,0.416667,59.698485,37.994490,0.565825,0.636440,1.099797,4.363183,13.038405,1.273224,0.217103,2600.dcm
111.000000,15.430835,10.057180,0.758426,120.000000,11.888212,0.925000,0.822222,46.485281,43.131515,0.749797,0.927853,1.534310,1.549166,16.552945,1.300407,0.189522,88.000000,13.552011,9.661703,0.701230,104.000000,10.585135,0.846154,0.651852,48.142136,41.043427,0.656456,0.852547,1.402652,2.095840,16.155494,1.388467,0.194843,59.000000,11.337048,8.241444,0.686693,74.000000,8.667245,0.797297,0.702381,41.313708,33.863873,0.646530,0.819676,1.375614,2.302112,13.000000,1.189369,0.205279,21.000000,9.505742,3.608891,0.925129,24.000000,5.170883,0.875000,0.583333,23.899495,22.536631,0.519578,0.942975,2.633979,2.164454,9.486833,1.181392,0.299752,2605.dcm
1508.000000,48.881621,40.173878,0.569689,1613.000000,43.818321,0.934904,0.799576,173.639610,150.810567,0.833197,0.868526,1.216751,1.591059,54.561891,2.231088,0.165811,1371.000000,48.455973,36.449721,0.658908,1395.000000,41.780515,0.982796,0.819976,146.083261,139.305012,0.887797,0.953600,1.329392,1.238664,51.613952,2.443135,0.167483,1274.000000,47.800603,34.387042,0.694611,1310.000000,40.275392,0.972519,0.779682,145.396970,135.288276,0.874700,0.930475,1.390076,1.320479,50.803543,2.636830,0.169972,1037.000000,42.283314,32.554744,0.638141,1183.000000,36.336612,0.876585,0.651791,193.580736,128.014678,0.795187,0.661299,1.298837,2.875648,48.373546,2.851260,0.171470,2612.dcm
89.000000,12.398807,9.603055,0.632556,91.000000,10.645108,0.978022,0.824074,37.313708,36.670046,0.831720,0.982750,1.291132,1.244907,13.000000,0.764851,0.170844,67.000000,11.040103,8.315053,0.657828,71.000000,9.236182,0.943662,0.676768,32.970563,32.036609,0.820336,0.971673,1.327725,1.291124,11.704700,0.809104,0.175706,43.000000,9.004967,6.379570,0.705761,46.000000,7.399277,0.934783,0.682540,26.142136,25.355763,0.840475,0.969919,1.411532,1.264747,9.219544,0.618414,0.173142,22.000000,7.278969,4.012044,0.834384,23.000000,5.292567,0.956522,0.785714,18.485281,18.307136,0.824882,0.990363,1.814279,1.236003,7.280110,0.629678,0.188674,2624.dcm
